plastic_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
4.007567000000000182e-04,1.229019000000000000e+08,1.124392651160455793e+08,9.305143424013143871e+00
4.042035000000000137e-04,1.225688453891739994e+08,1.124662000000000000e+08,8.982828075612049545e+00
4.093837999999999817e-04,1.220682875382798463e+08,1.128244000000000000e+08,8.193163480842660107e+00
4.103244000000000249e-04,1.219774000000000000e+08,1.127771198757471591e+08,8.157931444240908547e+00
4.178825999999999960e-04,1.212341426066963673e+08,1.123972000000000000e+08,7.862244439093116100e+00
4.207629000000000165e-04,1.209509000000000000e+08,1.125342701455436945e+08,7.479170428324495745e+00
4.237158999999999999e-04,1.207842369083620459e+08,1.126748000000000000e+08,7.197205505012696847e+00
4.292942999999999803e-04,1.204694000000000000e+08,1.129573052378333807e+08,6.650384183962060547e+00
4.295351000000000204e-04,1.204493178938212991e+08,1.129695000000000000e+08,6.621094980345401559e+00
4.382621999999999863e-04,1.197215000000000000e+08,1.121995175959324986e+08,6.704112963441290596e+00
4.405688999999999959e-04,1.197195711243906915e+08,1.119960000000000000e+08,6.896291942918221451e+00
4.431653000000000241e-04,1.197174000000000000e+08,1.119652163532911688e+08,6.923742836567973846e+00
4.472446000000000039e-04,1.197587000000000000e+08,1.119168510282182395e+08,7.006852765902563007e+00
4.474934999999999872e-04,1.197585576784839034e+08,1.119139000000000000e+08,7.009547230937268836e+00
4.509172000000000202e-04,1.197566000000000000e+08,1.120026353433616757e+08,6.923019831513184563e+00
4.528450000000000053e-04,1.196703434837061912e+08,1.120526000000000000e+08,6.798363878844570607e+00
4.549892999999999841e-04,1.195744000000000000e+08,1.120570056988375187e+08,6.708544686055685879e+00
4.572919000000000051e-04,1.197059000000000000e+08,1.120617366423357725e+08,6.821385770650587155e+00
4.583934999999999811e-04,1.197468356286358833e+08,1.120640000000000000e+08,6.855757092943213671e+00
4.611366999999999788e-04,1.198487733705330640e+08,1.122605000000000000e+08,6.759522156531517112e+00
4.615034000000000172e-04,1.198624000000000000e+08,1.122886578489203006e+08,6.744886167639347008e+00
4.649850000000000077e-04,1.200050072773359269e+08,1.125560000000000000e+08,6.618045486101076236e+00
4.669477000000000219e-04,1.200854000000000000e+08,1.126628908315198720e+08,6.588246683266821613e+00
4.684773999999999948e-04,1.200825190035241842e+08,1.127462000000000000e+08,6.506932387543158391e+00
4.739564000000000147e-04,1.200722000000000000e+08,1.122675180333333313e+08,6.951861146827331694e+00
4.744773999999999780e-04,1.200656480021405667e+08,1.122220000000000000e+08,6.989403149240404289e+00
4.787505999999999966e-04,1.200119090438815504e+08,1.122571000000000000e+08,6.908078904480474236e+00
4.826534999999999962e-04,1.199628269086692780e+08,1.124644000000000000e+08,6.667378218057693928e+00
4.829260000000000041e-04,1.199594000000000000e+08,1.124672555058872998e+08,6.661622941195102676e+00
4.888278000000000024e-04,1.199413797109841853e+08,1.125291000000000000e+08,6.586989241879820156e+00
4.905241999999999545e-04,1.199362000000000000e+08,1.125483232242990583e+08,6.564182001163662683e+00
4.956757999999999477e-04,1.196823153641113192e+08,1.126067000000000000e+08,6.283476350973183244e+00
4.989652999999999710e-04,1.195202000000000000e+08,1.124496476242448837e+08,6.287749695207278222e+00
5.035553999999999595e-04,1.191192217618732899e+08,1.122305000000000000e+08,6.138012181958816704e+00
5.095562999999999785e-04,1.185950000000000000e+08,1.120383307176280618e+08,5.852166165253580132e+00
5.108000999999999818e-04,1.185504533876665384e+08,1.119985000000000000e+08,5.850036730551336106e+00
5.156626999999999782e-04,1.183762996996679157e+08,1.122898000000000000e+08,5.420349577315050738e+00
5.171146000000000379e-04,1.183243000000000000e+08,1.123068627881941348e+08,5.358031613040862062e+00
5.212361999999999681e-04,1.180235101703779697e+08,1.123553000000000000e+08,5.044897900123954670e+00
5.255041000000000226e-04,1.177120435278498530e+08,1.126681000000000000e+08,4.476816000136554230e+00
5.270572000000000061e-04,1.175987000000000000e+08,1.127678656563587934e+08,4.283874945689196245e+00
5.298987999999999485e-04,1.175156648111025393e+08,1.129504000000000000e+08,4.041831468593771071e+00
5.348392000000000207e-04,1.173713000000000000e+08,1.126280243596547246e+08,4.211452404775021030e+00
5.391321000000000351e-04,1.171633672161794603e+08,1.123479000000000000e+08,4.286210259541531009e+00
5.442535999999999555e-04,1.169153000000000000e+08,1.122426680294185132e+08,4.162973005378669100e+00
5.448020000000000466e-04,1.169102602273803949e+08,1.122314000000000000e+08,4.168940445704494735e+00
5.499049999999999468e-04,1.168633638749407828e+08,1.120993000000000000e+08,4.249860503090370223e+00
5.516421000000000085e-04,1.168474000000000000e+08,1.120668021021504253e+08,4.265846627346423503e+00
5.548760999999999711e-04,1.167746067031837553e+08,1.120063000000000000e+08,4.257177233051851140e+00
5.593090999999999471e-04,1.166748254153710008e+08,1.119688000000000000e+08,4.202979236511422023e+00
5.593279999999999953e-04,1.166744000000000000e+08,1.119696444020962417e+08,4.201813467414814873e+00
5.630872999999999781e-04,1.166875014432543069e+08,1.121376000000000000e+08,4.057427163818654314e+00
5.644067999999999915e-04,1.166921000000000000e+08,1.121728423526351154e+08,4.028834032000188081e+00
5.676999999999999755e-04,1.163359444511704743e+08,1.122608000000000000e+08,3.630068956546251613e+00
5.722162999999999512e-04,1.158475121345244199e+08,1.122999000000000000e+08,3.159051908794594077e+00
5.759705000000000380e-04,1.154415000000000000e+08,1.124635287130281329e+08,2.647944023320414786e+00
5.766351999999999979e-04,1.153814482279708833e+08,1.124925000000000000e+08,2.568125188764480260e+00
5.810458999999999589e-04,1.149829671825536489e+08,1.127222000000000000e+08,2.005609527274706316e+00
5.853523999999999490e-04,1.145939000000000000e+08,1.128800234905292392e+08,1.518316931972074846e+00
5.856601000000000341e-04,1.145793739345347583e+08,1.128913000000000000e+08,1.495309146528349231e+00
5.913162000000000019e-04,1.143123577535858750e+08,1.125931000000000000e+08,1.526965465544402711e+00
5.921499000000000207e-04,1.142730000000000000e+08,1.125826752344540656e+08,1.501407531865647682e+00
5.957627000000000278e-04,1.141135855710764229e+08,1.125375000000000000e+08,1.400498119361477611e+00
5.982348999999999870e-04,1.140045000000000000e+08,1.124895177974170595e+08,1.346776332805763809e+00
5.998588000000000444e-04,1.139304375195285678e+08,1.124580000000000000e+08,1.309322164300065650e+00
6.055318999999999546e-04,1.136717000000000000e+08,1.121137265381904542e+08,1.389636675112067898e+00
6.056756999999999853e-04,1.136709096845528483e+08,1.121050000000000000e+08,1.396824124305649395e+00
6.096679999999999504e-04,1.136489682634146363e+08,1.122072000000000000e+08,1.284915997738680149e+00
6.116818999999999685e-04,1.136379000000000000e+08,1.122943889146084040e+08,1.196418715465148441e+00
6.135993000000000393e-04,1.136307701889925748e+08,1.123774000000000000e+08,1.115322288104703352e+00
6.172217999999999932e-04,1.136173000000000000e+08,1.125778312449145615e+08,9.233334339369715371e-01
6.185153000000000309e-04,1.135856330362489372e+08,1.126494000000000000e+08,8.311034379667687766e-01
6.244027000000000518e-04,1.134415000000000000e+08,1.130789049207101017e+08,3.206566950256077297e-01
6.246383999999999791e-04,1.134403870874552429e+08,1.130961000000000000e+08,3.044199468020938326e-01
6.306107000000000032e-04,1.134121874795169085e+08,1.131845000000000000e+08,2.011648940596181545e-01
6.326412000000000441e-04,1.134026000000000000e+08,1.129652202799567133e+08,3.871808676682503281e-01
6.397805000000000115e-04,1.136017000000000000e+08,1.121942260887205899e+08,1.254497633564861436e+00
6.424411000000000314e-04,1.137097236044807881e+08,1.119069000000000000e+08,1.611003078881452444e+00
6.461276000000000172e-04,1.138594000000000000e+08,1.117445878335515112e+08,1.892541023640979203e+00
6.503859000000000506e-04,1.137389992336363047e+08,1.115571000000000000e+08,1.955858689080573809e+00
6.537741000000000125e-04,1.136432000000000000e+08,1.115229174059825689e+08,1.901207969926807184e+00
6.554806999999999734e-04,1.137655883695520163e+08,1.115057000000000000e+08,2.026702105409872612e+00
6.595400000000000177e-04,1.140567000000000000e+08,1.112027834579822272e+08,2.566407470453399231e+00
6.632892999999999515e-04,1.143382949121744335e+08,1.109230000000000000e+08,3.078978130932659152e+00
6.648232000000000013e-04,1.144535000000000000e+08,1.108991910021654367e+08,3.204990916268416701e+00
6.690618000000000390e-04,1.144147453373836428e+08,1.108334000000000000e+08,3.231287082579477499e+00
6.714728999999999793e-04,1.143927000000000000e+08,1.106640814575330466e+08,3.369312330937114019e+00
6.763768999999999988e-04,1.144394494571018368e+08,1.103197000000000000e+08,3.734373332325810591e+00
6.769067000000000356e-04,1.144445000000000000e+08,1.103410597001249492e+08,3.718869758027531169e+00
6.799783999999999473e-04,1.144547464174402356e+08,1.104649000000000000e+08,3.611868039024374255e+00
6.828424000000000472e-04,1.144643000000000000e+08,1.106319617818192393e+08,3.464042539296767309e+00
6.833985000000000537e-04,1.144887627388410270e+08,1.106644000000000000e+08,3.455820244668589947e+00
6.872795000000000119e-04,1.146594872298355550e+08,1.108137000000000000e+08,3.470497988818669999e+00
6.879504000000000261e-04,1.146890000000000000e+08,1.108118020142582357e+08,3.498903469905563668e+00
6.923434999999999485e-04,1.148722000000000000e+08,1.107993738712232709e+08,3.675856628495371314e+00
6.925816999999999694e-04,1.148633354557348490e+08,1.107987000000000000e+08,3.668486593917481997e+00
6.985345999999999916e-04,1.146418000000000000e+08,1.109947716106557399e+08,3.285765929711717437e+00
6.999016999999999739e-04,1.145898186673726290e+08,1.110398000000000000e+08,3.197068679313749939e+00
7.045782999999999690e-04,1.144120000000000000e+08,1.108427560992595851e+08,3.220096672392520176e+00
7.090590999999999821e-04,1.144363000000000000e+08,1.106539620372406691e+08,3.418167676170856595e+00
7.108144999999999958e-04,1.143944120274626315e+08,1.105800000000000000e+08,3.449459239883009065e+00
7.138364999999999815e-04,1.143223000000000000e+08,1.104504720749815702e+08,3.505487891794577315e+00
7.163488999999999881e-04,1.146202000000000000e+08,1.103427864499596357e+08,3.876477736023249854e+00
7.193606000000000392e-04,1.144646667913269997e+08,1.102137000000000000e+08,3.857022122773302808e+00
7.211084999999999891e-04,1.143744000000000000e+08,1.103141857944574058e+08,3.680591191696575670e+00
7.234258999999999612e-04,1.145877000000000000e+08,1.104474118257381469e+08,3.748651150643821151e+00
7.245459000000000318e-04,1.147212491584659219e+08,1.105118000000000000e+08,3.809049493778874584e+00
7.256005000000000267e-04,1.148470000000000000e+08,1.106013976180997938e+08,3.838651656609281204e+00
7.275603000000000278e-04,1.151039741080336422e+08,1.107679000000000000e+08,3.914558376599756695e+00
7.277053999999999597e-04,1.151230000000000000e+08,1.107710681222707480e+08,3.928762222393237913e+00
7.311980999999999949e-04,1.151468000000000000e+08,1.108473279475982487e+08,3.878733147662590142e+00
7.318655000000000082e-04,1.151966632183908075e+08,1.108619000000000000e+08,3.910056762865157243e+00
7.340864999999999587e-04,1.153626000000000000e+08,1.110273269700240791e+08,3.904690086924625270e+00
7.366827000000000271e-04,1.155949573893587142e+08,1.112207000000000000e+08,3.932952579293885087e+00
7.367234000000000282e-04,1.155986000000000000e+08,1.112241621979944855e+08,3.932992360255684883e+00
7.404506000000000152e-04,1.156751000000000000e+08,1.115412212733023763e+08,3.706144400704240560e+00
7.411403999999999692e-04,1.157319393987887949e+08,1.115999000000000000e+08,3.702547581842631441e+00
7.436374999999999626e-04,1.159377000000000000e+08,1.115214758851027191e+08,3.959976390060678586e+00
7.464849999999999654e-04,1.161287000000000000e+08,1.114320470808217525e+08,4.214813460055850669e+00
7.492694000000000264e-04,1.160176934001139104e+08,1.113446000000000000e+08,4.196964558778701893e+00
7.524548000000000044e-04,1.158907000000000000e+08,1.112512041217006892e+08,4.170288236362853951e+00
7.569604000000000176e-04,1.158679817720431983e+08,1.111191000000000000e+08,4.273686316792701056e+00
7.615381000000000060e-04,1.158449000000000000e+08,1.110288106392547339e+08,4.337693372572718253e+00
7.631864000000000356e-04,1.160003593486505449e+08,1.109963000000000000e+08,4.508311852422599131e+00
7.669699000000000308e-04,1.163572000000000000e+08,1.109054646168147475e+08,4.915659838783721369e+00
7.687803000000000431e-04,1.165461005037734061e+08,1.108620000000000000e+08,5.127185603519155421e+00
7.720713999999999615e-04,1.168895000000000000e+08,1.108134954581719488e+08,5.483090770403070024e+00
7.756739999999999599e-04,1.172334867273654789e+08,1.107604000000000000e+08,5.844224765679321365e+00
7.771676000000000365e-04,1.173761000000000000e+08,1.107629530475462228e+08,5.970540483527024378e+00
7.817834000000000068e-04,1.177684000000000000e+08,1.107708429490351379e+08,6.317147062051688522e+00
7.823433000000000080e-04,1.178318683391405344e+08,1.107718000000000000e+08,6.373524975797571379e+00
7.856579000000000253e-04,1.182076000000000000e+08,1.105891503391388059e+08,6.888966627827445066e+00
7.899100000000000045e-04,1.184498000000000000e+08,1.103548401288727522e+08,7.335391779530400669e+00
7.914840999999999934e-04,1.186012771142940968e+08,1.102681000000000000e+08,7.557196609258793885e+00
7.940011999999999764e-04,1.188435000000000000e+08,1.102769336964032501e+08,7.768230414513379145e+00
7.969834999999999767e-04,1.190779360637553930e+08,1.102874000000000000e+08,7.970571492079233877e+00
7.981483000000000371e-04,1.191695000000000000e+08,1.102998889905369431e+08,8.041359869567969554e+00
8.017493999999999576e-04,1.187643140242596567e+08,1.103385000000000000e+08,7.636331855390146472e+00
8.084204999999999690e-04,1.180137000000000000e+08,1.103053260536889732e+08,6.988215548684499900e+00
8.087676000000000457e-04,1.180267171495956928e+08,1.103036000000000000e+08,7.001690923592423843e+00
8.122789000000000268e-04,1.181584000000000000e+08,1.103226235962349921e+08,7.102601577390714738e+00
8.152514000000000462e-04,1.184145000000000000e+08,1.103387280703068376e+08,7.319072886672532974e+00
8.167781999999999517e-04,1.184752375879534483e+08,1.103470000000000000e+08,7.366070294573888511e+00
8.189039000000000387e-04,1.185598000000000000e+08,1.103455447886359692e+08,7.444120401143719867e+00
8.224578000000000184e-04,1.187071000000000000e+08,1.103431118603457063e+08,7.579982110926927419e+00
8.226212000000000107e-04,1.187116043127723336e+08,1.103430000000000000e+08,7.584173271319732734e+00
8.258315000000000230e-04,1.188001000000000000e+08,1.106038700319488794e+08,7.410436873215710207e+00
8.271596999999999674e-04,1.187641788295278251e+08,1.107118000000000000e+08,7.273279659013605070e+00
8.298913999999999467e-04,1.186903000000000000e+08,1.109425681264576316e+08,6.983551944381829912e+00
8.314045999999999850e-04,1.186558778694265038e+08,1.110704000000000000e+08,6.829432386510269737e+00
8.337467000000000315e-04,1.186026000000000000e+08,1.112351170967058986e+08,6.623342605814796613e+00
8.347104999999999629e-04,1.186148461582116783e+08,1.113029000000000000e+08,6.569412080198879345e+00
8.369183999999999998e-04,1.186429000000000000e+08,1.115107124496765435e+08,6.395966265162307707e+00
8.383121999999999796e-04,1.186718765608604401e+08,1.116419000000000000e+08,6.296897993370266455e+00
8.399679999999999647e-04,1.187063000000000000e+08,1.118202700451351106e+08,6.158123166833181727e+00
8.418127999999999982e-04,1.187349952311632335e+08,1.120190000000000000e+08,5.995407235525431311e+00
8.436774999999999873e-04,1.187640000000000000e+08,1.122174315542819649e+08,5.833824883571070430e+00
8.451628999999999782e-04,1.188409525705246478e+08,1.123755000000000000e+08,5.753436087514313790e+00
8.474704999999999695e-04,1.189605000000000000e+08,1.126079276422764212e+08,5.641318946836413772e+00
8.491481000000000159e-04,1.190477720178825408e+08,1.127769000000000000e+08,5.560422407321482297e+00
8.514072999999999823e-04,1.191653000000000000e+08,1.129823459419932514e+08,5.472495730599509223e+00
8.552336000000000443e-04,1.191492670706037432e+08,1.133303000000000000e+08,5.134520133277457710e+00
8.564905999999999952e-04,1.191440000000000000e+08,1.133403411806024164e+08,5.120558804521093244e+00
8.624942999999999933e-04,1.188184047352568507e+08,1.133883000000000000e+08,4.788946245121278089e+00
8.625663000000000427e-04,1.188145000000000000e+08,1.133897523611138016e+08,4.784160407732380271e+00
8.668207000000000472e-04,1.188078000000000000e+08,1.134755707655938119e+08,4.699010719603217368e+00
8.676550000000000538e-04,1.187865053044346273e+08,1.134924000000000000e+08,4.664722311304217328e+00
8.716403000000000172e-04,1.186847844003992528e+08,1.138591000000000000e+08,4.238294875332101697e+00
8.717297999999999627e-04,1.186825000000000000e+08,1.138624230288756937e+08,4.233246441542814154e+00
8.765233000000000312e-04,1.185463975933642983e+08,1.140404000000000000e+08,3.951229207688063738e+00
8.767450999999999890e-04,1.185401000000000000e+08,1.140350780268926322e+08,3.950558066040835925e+00
8.806626999999999598e-04,1.186094000000000000e+08,1.139410772972018719e+08,4.097137585088263201e+00
8.833206999999999604e-04,1.185245488676996380e+08,1.138773000000000000e+08,4.080926460058008409e+00
8.856966999999999661e-04,1.184487000000000000e+08,1.138580449806527048e+08,4.031910981896237978e+00
8.887994999999999663e-04,1.186746540041577369e+08,1.138329000000000000e+08,4.253387205419291384e+00
8.889196000000000467e-04,1.186834000000000000e+08,1.138277673924269676e+08,4.265771629195707071e+00
8.935345999999999610e-04,1.187627000000000000e+08,1.136305402154949903e+08,4.516532065034724930e+00
8.959643999999999898e-04,1.189232828018371016e+08,1.135267000000000000e+08,4.753580260711446570e+00
8.973885000000000021e-04,1.190174000000000000e+08,1.134997895852658600e+08,4.861339774193217167e+00
9.015615000000000044e-04,1.192109000000000000e+08,1.134209347571740597e+08,5.104847050698209543e+00
9.026481999999999952e-04,1.192538670081639141e+08,1.134004000000000000e+08,5.161769277854324045e+00
9.059343999999999774e-04,1.193838000000000000e+08,1.132756366726375073e+08,5.392301033817945566e+00
9.112706000000000365e-04,1.195754000000000000e+08,1.130730433832845539e+08,5.750580706202767622e+00
9.118038000000000401e-04,1.195688342645770460e+08,1.130528000000000000e+08,5.763708872824950369e+00
9.174343999999999858e-04,1.194995000000000000e+08,1.131718742395573258e+08,5.591164591874329126e+00
9.180929000000000000e-04,1.195340399643526822e+08,1.131858000000000000e+08,5.608689397744842431e+00
9.217544999999999515e-04,1.197261000000000000e+08,1.131904110003052801e+08,5.774065967193186211e+00
9.259545000000000536e-04,1.195843229686940759e+08,1.131957000000000000e+08,5.643874253787092954e+00
9.290182999999999818e-04,1.194809000000000000e+08,1.130596079844493866e+08,5.679563311800815306e+00
9.337484000000000062e-04,1.190781398609786034e+08,1.128495000000000000e+08,5.519421761707941521e+00
9.397245000000000251e-04,1.185692848966425806e+08,1.126037000000000000e+08,5.297858681946135739e+00
9.400237999999999563e-04,1.185438000000000000e+08,1.126045736073990762e+08,5.274409557562292683e+00
9.454116999999999729e-04,1.183853570530472249e+08,1.126203000000000000e+08,5.119021218241493365e+00
9.477226000000000053e-04,1.183174000000000000e+08,1.125013623842904121e+08,5.169748607881511582e+00
9.539568000000000006e-04,1.180080104218362272e+08,1.121805000000000000e+08,5.194762389039295769e+00
9.548557000000000268e-04,1.179634000000000000e+08,1.121543702908967882e+08,5.179494739292127115e+00
9.586869999999999507e-04,1.178909731551440954e+08,1.120430000000000000e+08,5.219400725742880276e+00
9.615526999999999798e-04,1.178368000000000000e+08,1.121154023618806452e+08,5.103132591588179778e+00
9.618454999999999713e-04,1.178477315894480199e+08,1.121228000000000000e+08,5.105947755004351940e+00
9.652595999999999832e-04,1.179751958638143837e+08,1.122095000000000000e+08,5.138331303333838918e+00
9.669658999999999503e-04,1.180389000000000000e+08,1.120808014324627072e+08,5.315895756801404914e+00
9.724919000000000055e-04,1.176925903834730387e+08,1.116640000000000000e+08,5.398866584998780915e+00
9.760564999999999476e-04,1.174692000000000000e+08,1.115344024965467900e+08,5.321046574519423977e+00
9.783560000000001040e-04,1.172743431509666741e+08,1.114508000000000000e+08,5.225214310679398011e+00
9.837755000000000544e-04,1.168151012751953900e+08,1.114229000000000000e+08,4.839401303677600907e+00
9.848081000000000283e-04,1.167276000000000000e+08,1.114745831551437378e+08,4.712300056368386336e+00
9.875636000000001004e-04,1.167195972277227789e+08,1.116125000000000000e+08,4.575739480544544158e+00
9.893530999999999246e-04,1.167144000000000000e+08,1.116773606488568485e+08,4.510349565818389195e+00
9.916137999999999689e-04,1.167875445682451278e+08,1.117593000000000000e+08,4.499173284232388603e+00
9.930867000000000340e-04,1.168352000000000000e+08,1.118441094179625213e+08,4.462542200935880388e+00
9.959416999999999923e-04,1.168745201202460825e+08,1.120085000000000000e+08,4.344331117947372256e+00
9.973778999999999024e-04,1.168943000000000000e+08,1.120802188936818093e+08,4.295210300119756575e+00
9.998826999999999195e-04,1.167342013985068500e+08,1.122053000000000000e+08,4.036263348083245717e+00
1.004034999999999910e-03,1.164688000000000000e+08,1.123427574581326842e+08,3.672726782948147140e+00
1.005012000000000006e-03,1.164123532323725671e+08,1.123751000000000000e+08,3.592658188844830569e+00
1.009422999999999961e-03,1.161575050317537934e+08,1.127154000000000000e+08,3.053801904401522105e+00
1.010175999999999999e-03,1.161140000000000000e+08,1.127955638755980879e+08,2.941991697529705796e+00
1.013184999999999997e-03,1.159443949518895596e+08,1.131159000000000000e+08,2.500528176754602594e+00
1.017347000000000043e-03,1.157098000000000000e+08,1.135246749286393970e+08,1.924801874776697952e+00
1.017389000000000054e-03,1.157071556457222402e+08,1.135288000000000000e+08,1.918769198408016408e+00
1.021336000000000075e-03,1.154586493044284731e+08,1.137133000000000000e+08,1.534868220716902210e+00
1.025972999999999902e-03,1.151667000000000000e+08,1.137243120213549286e+08,1.268319810432638750e+00
1.026767999999999952e-03,1.151652287254586369e+08,1.137262000000000000e+08,1.265344947302061263e+00
1.032186999999999948e-03,1.151552000000000000e+08,1.138520516034482718e+08,1.144598079875320806e+00
1.032567999999999984e-03,1.151511191893479526e+08,1.138609000000000000e+08,1.133153865240791536e+00
1.037294000000000020e-03,1.151005000000000000e+08,1.137448996030433327e+08,1.191790050971566650e+00
1.038613999999999987e-03,1.150125443280273974e+08,1.137125000000000000e+08,1.143273015743561549e+00
1.042256999999999992e-03,1.147698000000000000e+08,1.138924576538396329e+08,7.703252385921179890e-01
1.044512999999999952e-03,1.145913760066280067e+08,1.140039000000000000e+08,5.153122012738219349e-01
1.048291999999999930e-03,1.142925000000000000e+08,1.140309438981818110e+08,2.293729165758132960e-01
1.051388000000000105e-03,1.142538517379679084e+08,1.140531000000000000e+08,1.760160293476533133e-01
1.054276000000000041e-03,1.142178000000000000e+08,1.141273400384754092e+08,7.926230602947055559e-02
1.059531000000000058e-03,1.144709000000000000e+08,1.142624270890946239e+08,1.824509737945808341e-01
1.059704999999999979e-03,1.144846685840707868e+08,1.142669000000000000e+08,1.905788851108998760e-01
1.064955000000000025e-03,1.149001000000000000e+08,1.145147774852229953e+08,3.364827869719493325e-01
1.065287999999999955e-03,1.148918951590241492e+08,1.145305000000000000e+08,3.155449063997355919e-01
1.071143000000000095e-03,1.147476328649891466e+08,1.146907000000000000e+08,4.964035007995119819e-02
1.072784000000000021e-03,1.147072000000000000e+08,1.148030740938166380e+08,8.351178274049529671e-02
1.073956999999999950e-03,1.146818340997523963e+08,1.148834000000000000e+08,1.754525895365245669e-01
1.078876000000000097e-03,1.145754616672562212e+08,1.151602000000000000e+08,5.077607825826794263e-01
1.081265000000000091e-03,1.145238000000000000e+08,1.151493923403560370e+08,5.432875742035399025e-01
1.084998999999999903e-03,1.145045855917667300e+08,1.151325000000000000e+08,5.453841515065425138e-01
1.088261000000000089e-03,1.144878000000000000e+08,1.151190473949315250e+08,5.483431362717458013e-01
1.091352000000000077e-03,1.143855014625891447e+08,1.151063000000000000e+08,6.262025079520888715e-01
1.096533999999999920e-03,1.142140000000000000e+08,1.152252476029055715e+08,8.776267562388571086e-01
1.097546999999999932e-03,1.142745927025963813e+08,1.152485000000000000e+08,8.450498682443751131e-01
1.100597000000000034e-03,1.144570287765538990e+08,1.153255000000000000e+08,7.530608785100441072e-01
1.101617999999999955e-03,1.145181000000000000e+08,1.153454956732137799e+08,7.173194483102149910e-01
1.104109999999999944e-03,1.146682329801324457e+08,1.153943000000000000e+08,6.292052725893343412e-01
1.106903000000000010e-03,1.148365000000000000e+08,1.155018428897338361e+08,5.760452587488313902e-01
1.108054999999999934e-03,1.149328182760049701e+08,1.155462000000000000e+08,5.308540860668978789e-01
1.111729000000000103e-03,1.152400000000000000e+08,1.156793159420289844e+08,3.797705220258574821e-01
1.112401999999999965e-03,1.152433699884697795e+08,1.157037000000000000e+08,3.978524554791424417e-01
1.116774999999999973e-03,1.152652674024048746e+08,1.158179000000000000e+08,4.771564651017894954e-01
1.117799999999999957e-03,1.152704000000000000e+08,1.158471272597661763e+08,4.978347529265615967e-01
1.120282000000000005e-03,1.152871538149213344e+08,1.159179000000000000e+08,5.441318252648345011e-01
1.123710999999999894e-03,1.153103000000000000e+08,1.160398214192586988e+08,6.286819561906209497e-01
1.125651000000000082e-03,1.153424464989802837e+08,1.161088000000000000e+08,6.600305067485980892e-01
1.129594999999999948e-03,1.154078000000000000e+08,1.160719596994535476e+08,5.721965073849566430e-01
1.131506999999999912e-03,1.155748536082474142e+08,1.160541000000000000e+08,4.129508494336570634e-01
1.134250999999999966e-03,1.158146000000000000e+08,1.159621251275654882e+08,1.272183718634006255e-01
1.140326000000000100e-03,1.158022338208685219e+08,1.157585000000000000e+08,3.778022423279666503e-02
1.140883000000000088e-03,1.158011000000000000e+08,1.157625738696042001e+08,3.328029872521319488e-02
1.145933000000000021e-03,1.161824000000000000e+08,1.157995093121557534e+08,3.306496634731885265e-01
1.148132999999999966e-03,1.163383105006645918e+08,1.158156000000000000e+08,4.513299595776318340e-01
1.150446999999999971e-03,1.165023000000000000e+08,1.158615170422009230e+08,5.530593540957010612e-01
1.156165999999999921e-03,1.161335831508003324e+08,1.159750000000000000e+08,1.367390823887324192e-01
1.158755999999999935e-03,1.159666000000000000e+08,1.158876027931813449e+08,6.816709027939545085e-02
1.161034999999999932e-03,1.157677679810551852e+08,1.158107000000000000e+08,3.707085696297043181e-02
1.167835000000000097e-03,1.151745000000000000e+08,1.154564272727272660e+08,2.441849963547779723e-01
1.168514999999999962e-03,1.151065261538461596e+08,1.154210000000000000e+08,2.724580848838950020e-01
1.175634999999999961e-03,1.143948000000000000e+08,1.148557005761971027e+08,4.012866352169728867e-01
1.178580999999999943e-03,1.142792164309550375e+08,1.146218000000000000e+08,2.988816865944894929e-01
1.181928000000000058e-03,1.141479000000000000e+08,1.144688530058433115e+08,2.803845739826953953e-01
1.188678000000000087e-03,1.138832562286689430e+08,1.141604000000000000e+08,2.427669939235119756e-01
1.188959999999999973e-03,1.138722000000000000e+08,1.141385377416924834e+08,2.333460257702212326e-01
1.194881000000000068e-03,1.137442000000000000e+08,1.136795078429731280e+08,5.690749217196831161e-02
1.200597999999999986e-03,1.134722000000000000e+08,1.132362931949443519e+08,2.083314442742467132e-01
1.200625000000000086e-03,1.134731441854086667e+08,1.132342000000000000e+08,2.110176831811119980e-01
1.204243999999999931e-03,1.135997000000000000e+08,1.130176318510158062e+08,5.150241952967997694e-01
1.208101999999999961e-03,1.136601000000000000e+08,1.127867614672686160e+08,7.743271651476862916e-01
1.209484999999999944e-03,1.136884823434250057e+08,1.127040000000000000e+08,8.735114489503528201e-01
1.212428999999999894e-03,1.137489000000000000e+08,1.125314501675228924e+08,1.081875183039691546e+00
1.216307000000000022e-03,1.139451000000000000e+08,1.123041579629215896e+08,1.461158755689335065e+00
1.218438999999999980e-03,1.141156017486338764e+08,1.121792000000000000e+08,1.726168263487238841e+00
1.219966999999999970e-03,1.142378000000000000e+08,1.121546600419874042e+08,1.857381545477227336e+00
1.223855000000000038e-03,1.144972000000000000e+08,1.120922180545836240e+08,2.145538724414627119e+00
1.224154999999999991e-03,1.145002652849740982e+08,1.120874000000000000e+08,2.152664157589611271e+00
1.228680000000000007e-03,1.145465000000000000e+08,1.118796139581373483e+08,2.383710443316810146e+00
1.232659000000000098e-03,1.144532237388723940e+08,1.116969000000000000e+08,2.467681501341929984e+00
