plastic_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
1.991961999999999899e-03,1.073830556221461147e+08,1.222978000000000000e+08,1.219543146144402002e+01
1.996234999999999850e-03,1.074322000000000000e+08,1.221557969788519740e+08,1.205312997253906282e+01
1.997589000000000135e-03,1.075457149829966128e+08,1.221108000000000000e+08,1.192776152232512388e+01
2.001234000000000172e-03,1.078513000000000000e+08,1.221590829181494713e+08,1.171241841078337842e+01
2.002647000000000194e-03,1.078087534555526227e+08,1.221778000000000000e+08,1.176076713154711939e+01
2.008816000000000074e-03,1.076230000000000000e+08,1.217728304470257014e+08,1.161985838309083263e+01
2.011170000000000058e-03,1.074509536484081447e+08,1.216183000000000000e+08,1.164902514801790190e+01
2.018929999999999943e-03,1.068838000000000000e+08,1.212635517140058726e+08,1.185826368331995617e+01
2.019337999999999862e-03,1.068599395440165848e+08,1.212449000000000000e+08,1.186438395015659708e+01
2.026696000000000140e-03,1.064296325951783508e+08,1.210552000000000000e+08,1.208173412197216479e+01
2.028096999999999973e-03,1.063477000000000000e+08,1.209908452953715026e+08,1.210268864526370614e+01
2.033263999999999905e-03,1.065602387318968475e+08,1.207535000000000000e+08,1.175391294505182316e+01
2.033759000000000001e-03,1.065806000000000000e+08,1.206955060051043332e+08,1.169464089616344182e+01
2.040339999999999862e-03,1.067285000000000000e+08,1.199244787719561756e+08,1.100357400514464423e+01
2.046585999999999978e-03,1.067594002169824988e+08,1.191927000000000000e+08,1.043125945046760528e+01
2.047253000000000180e-03,1.067627000000000000e+08,1.191515215263157785e+08,1.039753531269811404e+01
2.054185999999999946e-03,1.065250243711340129e+08,1.187235000000000000e+08,1.027469340852147006e+01
2.054527999999999910e-03,1.065133000000000000e+08,1.187209672603702843e+08,1.028265481833323314e+01
2.058453000000000019e-03,1.064057131452070326e+08,1.186919000000000000e+08,1.035132713756622636e+01
2.061579999999999923e-03,1.063200000000000000e+08,1.186986969195892811e+08,1.042867128353991113e+01
2.065951999999999806e-03,1.061942882830163687e+08,1.187082000000000000e+08,1.054174161261280318e+01
2.069099000000000025e-03,1.061038000000000000e+08,1.186832190819827318e+08,1.059915561718397115e+01
2.074405000000000086e-03,1.061868681311018169e+08,1.186411000000000000e+08,1.049740087448462944e+01
2.074835000000000134e-03,1.061936000000000000e+08,1.186445779883599430e+08,1.049435060536984032e+01
2.080161000000000076e-03,1.064004000000000000e+08,1.186876565139531344e+08,1.035259847135714750e+01
2.081106000000000102e-03,1.064584063545150608e+08,1.186953000000000000e+08,1.030950142548604731e+01
2.084645999999999895e-03,1.066757000000000000e+08,1.186862857574449778e+08,1.011960706394552822e+01
2.088056999999999934e-03,1.067355354189944118e+08,1.186776000000000000e+08,1.006261045134514731e+01
2.090910999999999985e-03,1.067856000000000000e+08,1.185419090793110728e+08,9.917428503235470316e+00
2.096537999999999787e-03,1.072211000000000000e+08,1.182743783117159307e+08,9.345454585763841138e+00
2.097462999999999932e-03,1.073085639711769521e+08,1.182304000000000000e+08,9.237756134482372872e+00
2.100284999999999912e-03,1.075754000000000000e+08,1.179981052186773717e+08,8.832942867482257654e+00
2.104859000000000157e-03,1.075580000000000000e+08,1.176215934079864621e+08,8.555906374333428488e+00
2.106929000000000007e-03,1.076641024096385390e+08,1.174512000000000000e+08,8.332905573005181310e+00
2.108677000000000207e-03,1.077537000000000000e+08,1.174190019026609659e+08,8.231463175503222374e+00
2.111674000000000016e-03,1.080458000000000000e+08,1.173637972700951397e+08,7.939413589908964397e+00
2.114182000000000040e-03,1.080556414201183468e+08,1.173176000000000000e+08,7.894773316093795401e+00
2.118095999999999868e-03,1.080710000000000000e+08,1.171685043520782441e+08,7.764462303573715474e+00
2.120317000000000035e-03,1.082212471474953592e+08,1.170839000000000000e+08,7.569488932726567754e+00
2.122408000000000107e-03,1.083627000000000000e+08,1.170123358838672787e+08,7.392071800405636495e+00
2.126656000000000206e-03,1.086191000000000000e+08,1.168669488129290491e+08,7.057469110562237802e+00
2.127308999999999971e-03,1.086692872291245162e+08,1.168446000000000000e+08,6.996739918554630400e+00
2.130116999999999948e-03,1.088851000000000000e+08,1.166384144957764149e+08,6.647307861045358202e+00
2.132183000000000168e-03,1.090752000000000000e+08,1.164867124830534756e+08,6.362538975534831387e+00
2.134437999999999787e-03,1.092521000000000000e+08,1.163211325998540074e+08,6.077169678334854552e+00
2.136621000000000006e-03,1.093462000000000000e+08,1.161608395244551003e+08,5.866554987337559979e+00
2.136897999999999923e-03,1.093278267210440487e+08,1.161405000000000000e+08,5.865889400300456913e+00
2.145349999999999861e-03,1.087672095595432371e+08,1.157226000000000000e+08,6.010399386512887965e+00
2.145816000000000043e-03,1.087363000000000000e+08,1.157155262661301494e+08,6.031365445358531474e+00
2.152547999999999788e-03,1.088134000000000000e+08,1.156133366171777397e+08,5.881619557174349033e+00
2.152556999999999821e-03,1.088138638147138953e+08,1.156132000000000000e+08,5.881107161886449219e+00
2.158053000000000055e-03,1.090971000000000000e+08,1.155805607666618228e+08,5.609473360966699573e+00
2.159443999999999947e-03,1.092213177787830681e+08,1.155723000000000000e+08,5.495246024537827623e+00
2.162474000000000167e-03,1.094919000000000000e+08,1.156359155996645242e+08,5.313241623766196575e+00
2.163021000000000214e-03,1.095495422291181833e+08,1.156474000000000000e+08,5.272801438581254274e+00
2.166341000000000013e-03,1.098994000000000000e+08,1.157649572789718509e+08,5.066781361856297572e+00
2.167534000000000041e-03,1.100288495560011417e+08,1.158072000000000000e+08,4.989629698325197538e+00
2.169832000000000011e-03,1.102782000000000000e+08,1.159422138975501209e+08,4.885204195389098558e+00
2.172023999999999830e-03,1.104412322795340866e+08,1.160710000000000000e+08,4.850279329432772180e+00
2.173438000000000193e-03,1.105464000000000000e+08,1.161512453089245111e+08,4.825471559962569934e+00
2.176393999999999898e-03,1.107211069164931774e+08,1.163190000000000000e+08,4.812535427150184120e+00
2.177760999999999846e-03,1.108019000000000000e+08,1.163833553999461234e+08,4.795750544195692910e+00
2.180107000000000139e-03,1.109371518060836494e+08,1.164938000000000000e+08,4.769908951305863454e+00
2.181969000000000183e-03,1.110445000000000000e+08,1.164266439268963188e+08,4.622776836439379977e+00
2.185873999999999977e-03,1.113677000000000000e+08,1.162858037198770791e+08,4.229324270505439465e+00
2.186290000000000022e-03,1.113377411946957409e+08,1.162708000000000000e+08,4.242732315683954702e+00
2.190806000000000003e-03,1.110125153178832531e+08,1.161685000000000000e+08,4.438367270057500313e+00
2.193942999999999848e-03,1.107866000000000000e+08,1.159036972557629049e+08,4.414956016865523303e+00
2.198093999999999829e-03,1.106765000337666720e+08,1.155533000000000000e+08,4.220390041853697483e+00
2.199865999999999974e-03,1.106295000000000000e+08,1.155176397047397047e+08,4.231509332456646177e+00
2.203488999999999882e-03,1.108607000000000000e+08,1.154447292929292917e+08,3.970756673782639634e+00
2.204529000000000211e-03,1.107873642201834619e+08,1.154238000000000000e+08,4.016880209988354267e+00
2.210573999999999872e-03,1.103611000000000000e+08,1.152826384499245137e+08,4.269106359898493963e+00
2.212477000000000020e-03,1.104125589114979208e+08,1.152382000000000000e+08,4.187535980692234538e+00
2.214653000000000021e-03,1.104714000000000000e+08,1.151024410319685936e+08,4.023408183569596730e+00
2.219281000000000031e-03,1.104305000000000000e+08,1.148137036679753214e+08,3.817665947482118405e+00
2.221391999999999985e-03,1.103101763704098016e+08,1.146820000000000000e+08,3.812127125085190471e+00
2.224918000000000208e-03,1.101092000000000000e+08,1.147852463879792094e+08,4.073734678561359956e+00
2.226582999999999861e-03,1.100962942583732009e+08,1.148340000000000000e+08,4.125699480664959395e+00
2.229098000000000104e-03,1.100768000000000000e+08,1.148903134746101648e+08,4.189659971355124135e+00
2.231584999999999906e-03,1.101181607642626464e+08,1.149460000000000000e+08,4.200093292274070578e+00
2.232814000000000066e-03,1.101386000000000000e+08,1.149838055265901983e+08,4.213815592900807872e+00
2.236511000000000055e-03,1.101799000000000000e+08,1.150975297184567302e+08,4.272576249451991437e+00
2.237339000000000081e-03,1.101709892638036758e+08,1.151230000000000000e+08,4.301495562308421228e+00
2.240423000000000067e-03,1.101378000000000000e+08,1.148276680500339419e+08,4.084266561949531749e+00
2.245226999999999813e-03,1.098986000000000000e+08,1.143676243769999295e+08,3.907595704067697184e+00
2.247652000000000157e-03,1.098558095250255316e+08,1.141354000000000000e+08,3.749573291874798375e+00
2.249142999999999889e-03,1.098295000000000000e+08,1.140698723584905714e+08,3.717346456884106143e+00
2.252108999999999969e-03,1.099361000000000000e+08,1.139395202560646981e+08,3.513636223030881744e+00
2.255071999999999893e-03,1.100152299868766367e+08,1.138093000000000000e+08,3.333708240999077255e+00
2.255156999999999821e-03,1.100175000000000000e+08,1.138082232547387928e+08,3.330799081410800611e+00
2.257559000000000128e-03,1.102073000000000000e+08,1.137777957004160881e+08,3.138130492365506896e+00
2.259398000000000135e-03,1.102847060022650063e+08,1.137545000000000000e+08,3.050247680518127780e+00
2.260208000000000095e-03,1.103188000000000000e+08,1.137244723583611101e+08,2.994669737951721089e+00
2.263312999999999870e-03,1.103262000000000000e+08,1.136093663987453580e+08,2.889872994469596446e+00
2.264499000000000112e-03,1.104309941338221878e+08,1.135654000000000000e+08,2.760000727490778516e+00
2.265495000000000182e-03,1.105190000000000000e+08,1.136023508396946639e+08,2.714161121582430169e+00
2.267429000000000059e-03,1.107433000000000000e+08,1.136741007633587867e+08,2.578248469684387700e+00
2.269166999999999886e-03,1.109803000000000000e+08,1.137385792366412282e+08,2.425104353468695351e+00
2.269738999999999784e-03,1.110637512077294439e+08,1.137598000000000000e+08,2.369948604226234323e+00
2.270822999999999939e-03,1.112219000000000000e+08,1.137727422163588405e+08,2.242050395083179382e+00
2.272399999999999941e-03,1.114628000000000000e+08,1.137915705145118684e+08,2.046522869824421331e+00
2.273935999999999839e-03,1.117005000000000000e+08,1.138099093007915616e+08,1.853449593054802946e+00
2.274286999999999836e-03,1.117262302398331612e+08,1.138141000000000000e+08,1.834456152767397707e+00
2.275853999999999898e-03,1.118411000000000000e+08,1.137993493874919415e+08,1.720791373616744835e+00
2.277907999999999929e-03,1.119080000000000000e+08,1.137800145067698210e+08,1.645292905687261609e+00
2.279976999999999872e-03,1.119528000000000000e+08,1.137605384268214107e+08,1.589073374493803259e+00
2.280490999999999942e-03,1.119947854903717041e+08,1.137557000000000000e+08,1.547979142696406241e+00
2.282209999999999794e-03,1.121352000000000000e+08,1.138309463522225916e+08,1.489705924938470538e+00
2.283438000000000048e-03,1.121724935704514384e+08,1.138847000000000000e+08,1.503456065255966312e+00
2.284402999999999954e-03,1.122018000000000000e+08,1.138502071984113902e+08,1.447873692086167008e+00
2.289480999999999895e-03,1.119432249079343975e+08,1.136687000000000000e+08,1.517986122886601619e+00
2.290377000000000125e-03,1.118976000000000000e+08,1.136492429385851175e+08,1.541271101587264658e+00
2.293340000000000049e-03,1.115995405300008953e+08,1.135849000000000000e+08,1.747907926140802815e+00
2.300038999999999816e-03,1.109256625720110238e+08,1.128641000000000000e+08,1.717496908218801410e+00
2.301660000000000077e-03,1.107626000000000000e+08,1.127277472765072584e+08,1.743268471148451848e+00
2.305517999999999890e-03,1.106535000000000000e+08,1.124032261122661084e+08,1.556651150313529852e+00
2.307253999999999902e-03,1.106840476394849718e+08,1.122572000000000000e+08,1.401382147884526086e+00
2.308779999999999860e-03,1.107109000000000000e+08,1.121631563846896142e+08,1.294771323756941594e+00
2.311305999999999951e-03,1.108074000000000000e+08,1.120074852364104241e+08,1.071433068850215387e+00
2.313458000000000007e-03,1.109380000000000000e+08,1.118748627854615599e+08,8.374202766694323063e-01
2.313472000000000011e-03,1.109386529850746244e+08,1.118740000000000000e+08,8.360718441508979693e-01
2.315601999999999938e-03,1.110380000000000000e+08,1.116879636984176338e+08,5.819460547894672597e-01
2.317969999999999926e-03,1.110456000000000000e+08,1.114811402420105487e+08,3.906851338845740984e-01
2.321123000000000023e-03,1.111983000000000000e+08,1.112057541110766232e+08,6.702990448837517316e-03
2.323140999999999921e-03,1.115205261561119258e+08,1.110295000000000000e+08,4.422483719299157845e-01
2.324517999999999810e-03,1.117404000000000000e+08,1.109241908115912229e+08,7.358261371454475341e-01
2.329564000000000114e-03,1.118403000000000000e+08,1.105382865525420010e+08,1.177884593714155992e+00
2.332837999999999839e-03,1.119633937305295914e+08,1.102879000000000000e+08,1.519199958045797771e+00
2.334699999999999883e-03,1.120334000000000000e+08,1.102295861580217183e+08,1.636415326274009541e+00
2.337904999999999931e-03,1.124547000000000000e+08,1.101292124396863729e+08,2.111599192255378288e+00
2.339470000000000178e-03,1.126614238078663796e+08,1.100802000000000000e+08,2.344857483785802721e+00
2.340777999999999956e-03,1.128342000000000000e+08,1.100513409523809552e+08,2.528691630230278875e+00
2.344503999999999859e-03,1.130642000000000000e+08,1.099691323809523880e+08,2.814487622149962842e+00
2.348289999999999839e-03,1.132504878824969381e+08,1.098856000000000000e+08,3.062173644678591433e+00
2.348588999999999885e-03,1.132652000000000000e+08,1.099061993335734904e+08,3.056243129863578378e+00
2.353842000000000087e-03,1.130984625344827622e+08,1.102681000000000000e+08,2.566800855807583659e+00
2.354389000000000134e-03,1.130811000000000000e+08,1.103155595823748112e+08,2.506935946383977765e+00
2.358939000000000001e-03,1.131318000000000000e+08,1.107103330737922639e+08,2.187209503374671016e+00
2.359492999999999834e-03,1.131856453668517768e+08,1.107584000000000000e+08,2.191477456203571705e+00
2.362359999999999981e-03,1.134643000000000000e+08,1.109282341437790841e+08,2.286222146954766110e+00
2.366155999999999902e-03,1.137562933211344928e+08,1.111531000000000000e+08,2.341988951396310803e+00
2.366731999999999864e-03,1.138006000000000000e+08,1.111712394781430066e+08,2.365144559150069714e+00
2.371277000000000194e-03,1.140530000000000000e+08,1.113143712978651375e+08,2.460265166306864870e+00
2.375008999999999974e-03,1.142467833482542485e+08,1.114319000000000000e+08,2.526101904619995064e+00
2.375744999999999853e-03,1.142850000000000000e+08,1.114334155502958596e+08,2.559003002485432887e+00
2.379569000000000215e-03,1.146086000000000000e+08,1.114412898224852085e+08,2.842133452116355485e+00
2.383459000000000098e-03,1.148597010375494063e+08,1.114493000000000000e+08,3.060047068531975167e+00
2.383617000000000201e-03,1.148699000000000000e+08,1.114463468384943455e+08,3.071929460789768473e+00
2.386804000000000182e-03,1.152507000000000000e+08,1.113867789541998804e+08,3.468922507750126005e+00
2.388851999999999903e-03,1.154368708210277557e+08,1.113485000000000000e+08,3.671689175002586847e+00
2.390189999999999936e-03,1.155585000000000000e+08,1.112775134522992373e+08,3.847126355439161927e+00
2.393454000000000154e-03,1.159119000000000000e+08,1.111043444749485105e+08,4.327063489524915596e+00
2.396137000000000006e-03,1.159791520888336599e+08,1.109620000000000000e+08,4.521504739310448606e+00
2.399893000000000165e-03,1.160733000000000000e+08,1.107296982524814755e+08,4.825807197030606233e+00
2.403290000000000200e-03,1.164358664464175105e+08,1.105196000000000000e+08,5.353137765986766716e+00
2.404736000000000200e-03,1.165902000000000000e+08,1.104969925981873125e+08,5.514364923912549621e+00
2.408585999999999887e-03,1.169891025253717154e+08,1.104368000000000000e+08,5.933078942319693461e+00
2.408973000000000017e-03,1.170292000000000000e+08,1.104491288446423858e+08,5.957558220864860310e+00
2.412038999999999937e-03,1.174338000000000000e+08,1.105468038773906231e+08,6.229936896455065209e+00
2.412403000000000030e-03,1.174826078431372643e+08,1.105584000000000000e+08,6.262941434696291054e+00
2.414691000000000060e-03,1.177894000000000000e+08,1.107548217391304374e+08,6.351487141064304787e+00
2.417186999999999895e-03,1.180165400985221416e+08,1.109691000000000000e+08,6.350813062845550583e+00
2.417736000000000191e-03,1.180665000000000000e+08,1.110105110247350037e+08,6.356144936304998438e+00
2.421431999999999838e-03,1.178286320989852399e+08,1.112893000000000000e+08,5.875975587037783221e+00
2.423353000000000052e-03,1.177050000000000000e+08,1.114115200291181505e+08,5.648859264497070320e+00
2.426240000000000081e-03,1.178791306083038300e+08,1.115952000000000000e+08,5.631004387557736024e+00
2.426460000000000075e-03,1.178924000000000000e+08,1.116025160377358496e+08,5.635969676649018822e+00
2.430903999999999791e-03,1.175718105932203531e+08,1.117503000000000000e+08,5.209391467602640269e+00
2.432123999999999918e-03,1.174838000000000000e+08,1.118198359352689236e+08,5.065258786473155972e+00
2.434587000000000209e-03,1.177509000000000000e+08,1.119602187291766107e+08,5.172088208250658958e+00
2.435105999999999816e-03,1.178409402217741460e+08,1.119898000000000000e+08,5.224708162506001230e+00
2.436570999999999789e-03,1.180951000000000000e+08,1.120976162873594612e+08,5.350233048012491111e+00
2.438445999999999930e-03,1.184401000000000000e+08,1.122356064162325114e+08,5.528097349746345479e+00
2.438753000000000101e-03,1.184997376578645557e+08,1.122582000000000000e+08,5.559983732025416181e+00
2.440187999999999819e-03,1.187785000000000000e+08,1.124074987821754515e+08,5.667772423413093286e+00
2.441998999999999819e-03,1.190756000000000000e+08,1.125959169665098041e+08,5.754811726803107597e+00
2.442366000000000068e-03,1.191121906110283285e+08,1.126341000000000000e+08,5.751447040486254103e+00
2.444012000000000181e-03,1.192763000000000000e+08,1.127524663823064864e+08,5.785978637108780909e+00
2.446434999999999842e-03,1.193571000000000000e+08,1.129267080252764374e+08,5.694305702495324972e+00
2.448660000000000073e-03,1.194509000000000000e+08,1.130867111848341078e+08,5.627707047527423789e+00
2.448696000000000206e-03,1.194550210810810924e+08,1.130893000000000000e+08,5.628933136097837853e+00
2.450325000000000159e-03,1.196415000000000000e+08,1.132901064495393187e+08,5.606309102807369271e+00
2.451894000000000035e-03,1.198365000000000000e+08,1.134835167130919099e+08,5.598155107379735540e+00
2.453363000000000071e-03,1.199995209617755860e+08,1.136646000000000000e+08,5.573345581452436193e+00
2.454327000000000071e-03,1.201065000000000000e+08,1.137556282840474844e+08,5.582907687076728465e+00
2.457355000000000043e-03,1.204743000000000000e+08,1.140415553007443249e+08,5.640702358268950611e+00
2.458333999999999953e-03,1.205654058823529333e+08,1.141340000000000000e+08,5.634960557198497533e+00
2.460381000000000200e-03,1.207559000000000000e+08,1.143067405340255946e+08,5.641976523733251980e+00
2.462702000000000207e-03,1.210693000000000000e+08,1.145026031522343904e+08,5.734976032846173410e+00
2.463727000000000191e-03,1.212068293056808114e+08,1.145891000000000000e+08,5.775182199424562235e+00
2.464919999999999785e-03,1.213669000000000000e+08,1.146708457212219089e+08,5.839369402626517491e+00
2.467869000000000139e-03,1.215568000000000000e+08,1.148729145660530031e+08,5.818504265514826912e+00
2.468670000000000066e-03,1.214983026212319881e+08,1.149278000000000000e+08,5.717069865804433881e+00
2.474735999999999950e-03,1.210553000000000000e+08,1.145285432498617619e+08,5.698803603830974396e+00
2.477579000000000153e-03,1.212128000000000000e+08,1.143414204439529032e+08,6.009527894062906661e+00
2.480515999999999884e-03,1.213680000000000000e+08,1.141481106722490042e+08,6.325018684261281443e+00
2.481329000000000000e-03,1.214120193088956326e+08,1.140946000000000000e+08,6.413466815165339341e+00
2.484799000000000209e-03,1.215999000000000000e+08,1.139558930918846279e+08,6.707864508553212701e+00
2.488314000000000151e-03,1.218153000000000000e+08,1.138153873910127431e+08,7.028849782414357428e+00
2.490275000000000127e-03,1.219238422418405712e+08,1.137370000000000000e+08,7.198046582766004065e+00
2.492051999999999809e-03,1.220222000000000000e+08,1.138277667142092884e+08,7.198975717730380808e+00
2.494949000000000212e-03,1.223552000000000000e+08,1.139757414868960828e+08,7.351966658683517508e+00
2.495883999999999863e-03,1.223637673076923043e+08,1.140235000000000000e+08,7.314516137193038503e+00
2.498484999999999942e-03,1.223876000000000000e+08,1.142322694346655607e+08,7.139252862343621331e+00
2.500712999999999894e-03,1.224371540150202215e+08,1.144111000000000000e+08,7.015100820654833313e+00
2.501947000000000025e-03,1.224646000000000000e+08,1.144054576510832310e+08,7.044368786579878083e+00
2.504614999999999966e-03,1.227620000000000000e+08,1.143932584720638543e+08,7.315764617352768617e+00
2.507193000000000008e-03,1.229953000000000000e+08,1.143814708095781058e+08,7.530790721131894294e+00
2.509275999999999954e-03,1.232178000000000000e+08,1.143719464880273640e+08,7.734286058424855170e+00
2.509482999999999853e-03,1.232427075131042451e+08,1.143710000000000000e+08,7.756955445964663909e+00
2.510992999999999992e-03,1.234244000000000000e+08,1.142859029154518843e+08,7.996171751216532897e+00
2.512584999999999905e-03,1.236021000000000000e+08,1.141961846647230238e+08,8.236628362753533494e+00
2.514412000000000157e-03,1.237858000000000000e+08,1.140932228279883265e+08,8.495313684516217378e+00
2.516342999999999878e-03,1.238690327586206794e+08,1.139844000000000000e+08,8.671917173420817804e+00
2.517137999999999928e-03,1.239033000000000000e+08,1.139871012799024880e+08,8.699404238509114151e+00
2.520172000000000211e-03,1.242251000000000000e+08,1.139974103154045343e+08,8.971861427639284514e+00
2.522892000000000103e-03,1.245067000000000000e+08,1.140066524302910268e+08,9.210030595477041615e+00
2.522906000000000107e-03,1.245080651919561177e+08,1.140067000000000000e+08,9.211182493621969058e+00
2.525626999999999907e-03,1.247734000000000000e+08,1.141628644935971946e+08,9.294209245247078144e+00
2.528582000000000139e-03,1.249230000000000000e+08,1.143324587892898768e+08,9.262934885558671283e+00
2.529777999999999888e-03,1.248731421600151360e+08,1.144011000000000000e+08,9.153794989746719679e+00
2.533868999999999792e-03,1.247026000000000000e+08,1.144795056515130550e+08,8.930065071740488136e+00
2.537015000000000103e-03,1.247641627118644118e+08,1.145398000000000000e+08,8.926471594907980034e+00
2.538411999999999873e-03,1.247915000000000000e+08,1.143991047355628461e+08,9.084332686396020762e+00
2.543338999999999930e-03,1.248258000000000000e+08,1.139028945939150155e+08,9.589664463776072623e+00
2.548327999999999878e-03,1.248424000000000000e+08,1.134004402816193104e+08,1.008987239376289935e+01
2.548945999999999851e-03,1.248732683401639313e+08,1.133382000000000000e+08,1.017756444002457350e+01
2.552232000000000198e-03,1.250374000000000000e+08,1.131816856620447785e+08,1.047494059538557387e+01
2.555509000000000079e-03,1.252783398909694254e+08,1.130256000000000000e+08,1.084067670595814192e+01
2.556450999999999949e-03,1.253476000000000000e+08,1.130105659597030729e+08,1.091670848254669046e+01
2.561167000000000044e-03,1.254177290274126977e+08,1.129353000000000000e+08,1.105272578849367449e+01
2.561776999999999891e-03,1.254268000000000000e+08,1.129054102525182962e+08,1.109015920448543824e+01
2.568414000000000200e-03,1.248615154907806069e+08,1.125802000000000000e+08,1.090894801286603411e+01
2.570834000000000140e-03,1.246554000000000000e+08,1.126398762481089234e+08,1.066720255038703691e+01
2.573040999999999870e-03,1.245559981102362275e+08,1.126943000000000000e+08,1.052555285425813736e+01
2.577184000000000159e-03,1.243694000000000000e+08,1.122655575004635304e+08,1.078143891058171988e+01
2.583826999999999912e-03,1.236518191317145079e+08,1.115781000000000000e+08,1.082086819162049629e+01
2.589414999999999859e-03,1.230482000000000000e+08,1.110483446912483424e+08,1.080597404861394573e+01
2.590579999999999879e-03,1.230103285334452838e+08,1.109379000000000000e+08,1.088214986352300073e+01
2.594635999999999991e-03,1.228784773159809709e+08,1.107817000000000000e+08,1.091947254463595662e+01
2.596560999999999834e-03,1.228159000000000000e+08,1.107979676056337953e+08,1.084670834138578854e+01
2.600599999999999787e-03,1.228229139663772434e+08,1.108321000000000000e+08,1.081889990930176637e+01
2.601973999999999954e-03,1.228253000000000000e+08,1.107873102120399624e+08,1.086585617515226154e+01
2.606984000000000124e-03,1.228018000000000000e+08,1.106239937362905145e+08,1.100828658630729073e+01
2.608805999999999972e-03,1.228224996954790354e+08,1.105646000000000000e+08,1.108664047577528144e+01
2.611253000000000012e-03,1.228503000000000000e+08,1.105255531507926136e+08,1.115103837787850338e+01
2.615402000000000178e-03,1.228275000000000000e+08,1.104593474387527853e+08,1.119701758885102549e+01
2.616438999999999918e-03,1.227894070201484710e+08,1.104428000000000000e+08,1.117918689144830680e+01
2.620116999999999932e-03,1.226543000000000000e+08,1.106912117170754969e+08,1.080762248181175877e+01
2.620637999999999787e-03,1.226534311432589889e+08,1.107264000000000000e+08,1.077162369882791104e+01
2.625094000000000125e-03,1.226460000000000000e+08,1.110444935256625265e+08,1.044761978373682254e+01
2.626600000000000202e-03,1.226542046291922480e+08,1.111520000000000000e+08,1.034817603749122661e+01
2.631224000000000150e-03,1.226793960006298274e+08,1.115677000000000000e+08,9.959599418675681548e+00
2.631445000000000051e-03,1.226806000000000000e+08,1.115851857643903345e+08,9.943447384706951553e+00
2.636070999999999814e-03,1.225937084945332259e+08,1.119512000000000000e+08,9.506381793614741227e+00
2.638578999999999838e-03,1.225466000000000000e+08,1.121244556779077798e+08,9.295157117222666798e+00
2.641882999999999818e-03,1.226376784093274921e+08,1.123527000000000000e+08,9.154188915199627630e+00
2.643382000000000110e-03,1.226790000000000000e+08,1.123981984717809111e+08,9.146767179547120818e+00
2.648492000000000120e-03,1.227348367700905800e+08,1.125533000000000000e+08,9.045969127596062975e+00
2.648571000000000172e-03,1.227357000000000000e+08,1.125541985010305494e+08,9.045865578151870423e+00
2.653828999999999910e-03,1.227656592798812240e+08,1.126140000000000000e+08,9.014562381125990953e+00
2.653959000000000006e-03,1.227664000000000000e+08,1.126160540785498470e+08,9.013231731925426260e+00
2.657139000000000202e-03,1.230481470067673326e+08,1.126663000000000000e+08,9.214687095224865843e+00
2.657801000000000000e-03,1.231068000000000000e+08,1.126590339179632217e+08,9.273793426672465756e+00
2.663912000000000051e-03,1.229749000000000000e+08,1.125919598585572839e+08,9.221742080416930776e+00
2.664208999999999848e-03,1.230018194132652879e+08,1.125887000000000000e+08,9.248813969133037105e+00
2.667832000000000189e-03,1.233302000000000000e+08,1.123391546617699116e+08,9.783806341895544989e+00
2.671437999999999938e-03,1.237272000000000000e+08,1.120907802511550784e+08,1.038124609604098936e+01
2.672649999999999939e-03,1.238623406873614192e+08,1.120073000000000000e+08,1.058416789562949845e+01
2.675045999999999934e-03,1.241295000000000000e+08,1.119844556541019976e+08,1.084529480003158675e+01
2.678512999999999988e-03,1.244790660533333123e+08,1.119514000000000000e+08,1.119027189774608644e+01
2.678796000000000215e-03,1.245076000000000000e+08,1.119460919170984477e+08,1.122103314888737913e+01
2.684302999999999863e-03,1.242805173802774996e+08,1.118428000000000000e+08,1.112071351958060816e+01
2.685499000000000046e-03,1.242312000000000000e+08,1.118749332756007910e+08,1.104471427389358773e+01
2.688921999999999840e-03,1.241047264888888896e+08,1.119669000000000000e+08,1.084054884871233426e+01
2.692248999999999858e-03,1.239818000000000000e+08,1.119422839870789051e+08,1.075511020867751277e+01
2.695423000000000176e-03,1.237732965188241154e+08,1.119188000000000000e+08,1.059205112887568134e+01
2.700005000000000113e-03,1.234723000000000000e+08,1.122519279546846449e+08,9.995705418836942968e+00
2.701954999999999808e-03,1.234838419161676615e+08,1.123937000000000000e+08,9.867227358978004403e+00
2.704347000000000174e-03,1.234980000000000000e+08,1.123390300507614166e+08,9.933297398238440934e+00
2.707834000000000109e-03,1.237433000000000000e+08,1.122593335152284205e+08,1.022985450311241529e+01
2.709834999999999848e-03,1.239038645569620132e+08,1.122136000000000000e+08,1.041786784931774079e+01
2.711467999999999864e-03,1.240349000000000000e+08,1.123167803936854452e+08,1.043309785522783706e+01
2.714966000000000081e-03,1.242500710924369842e+08,1.125378000000000000e+08,1.040741074771053221e+01
2.715037999999999913e-03,1.242545000000000000e+08,1.125437029489050955e+08,1.040555512591549636e+01
2.719207999999999868e-03,1.241551000000000000e+08,1.128855820729926825e+08,9.983133115901694055e+00
2.721816000000000166e-03,1.241313855595667809e+08,1.130994000000000000e+08,9.754238801944820736e+00
2.723639999999999829e-03,1.241148000000000000e+08,1.130541676007677615e+08,9.783480462472684991e+00
2.728356999999999831e-03,1.241799000000000000e+08,1.129371932437620014e+08,9.954831028934730597e+00
