time,subcycling_plastic_strain,trapezoid_plastic_strain,relative_difference_percent
1.973627000000000069e-05,4.014422245933384572e-04,4.528450000000000053e-04,1.135107496089424650e+01
1.983214999999999951e-05,4.103244000000000249e-04,4.575961849602571806e-04,1.033045871314743991e+01
1.984824000000000023e-05,4.118289728298845623e-04,4.583934999999999811e-04,1.015819970617284440e+01
1.992188999999999909e-05,4.187159702768073095e-04,4.611366999999999788e-04,9.199165827224915049e+00
1.994377999999999898e-05,4.207629000000000165e-04,4.619379106429522593e-04,8.913537879071768089e+00
2.002702999999999856e-05,4.264671731507507714e-04,4.649850000000000077e-04,8.283670838682803961e+00
2.006829000000000162e-05,4.292942999999999803e-04,4.666235765749375281e-04,7.999869369854406997e+00
2.011497000000000098e-05,4.331747372636262717e-04,4.684773999999999948e-04,7.535617030058168631e+00
2.017616999999999965e-05,4.382621999999999863e-04,4.737193700214132989e-04,7.484846992811494459e+00
2.018501999999999872e-05,4.387072506153845506e-04,4.744773999999999780e-04,7.538852089607519957e+00
2.027366999999999998e-05,4.431653000000000241e-04,4.787429014074990902e-04,7.431462963294347190e+00
2.027383000000000101e-05,4.431729454023662336e-04,4.787505999999999966e-04,7.431354571176258972e+00
2.035903999999999879e-05,4.472446000000000039e-04,4.821507238012472736e-04,7.239670517561290097e+00
2.037163999999999932e-05,4.478773739641734382e-04,4.826534999999999962e-04,7.205195038640879623e+00
2.043216999999999855e-05,4.509172000000000202e-04,4.855352208651399172e-04,7.129868107911216057e+00
2.049614000000000126e-05,4.549892999999999841e-04,4.885807137404581894e-04,6.875304897585969854e+00
2.050132999999999841e-05,4.551908940283399770e-04,4.888278000000000024e-04,6.881136050703339890e+00
2.055542000000000114e-05,4.572919000000000051e-04,4.913941986697153682e-04,6.939906649699135954e+00
2.064565999999999843e-05,4.611326858514400422e-04,4.956757999999999477e-04,6.968892600477954780e+00
2.065437000000000127e-05,4.615034000000000172e-04,4.962395532117628476e-04,6.999875964530319017e+00
2.076740000000000042e-05,4.662377378135097662e-04,5.035553999999999595e-04,7.410835468448992103e+00
2.078435000000000032e-05,4.669477000000000219e-04,5.045553809853419716e-04,7.453627966844438291e+00
2.089019999999999864e-05,4.722475349407057391e-04,5.108000999999999818e-04,7.547485808889669912e+00
2.092433000000000097e-05,4.739564000000000147e-04,5.121276780977522362e-04,7.453469072309403032e+00
2.101520999999999899e-05,4.787987265296423343e-04,5.156626999999999782e-04,7.148853983496896269e+00
2.109267000000000010e-05,4.829260000000000041e-04,5.193288286514945347e-04,7.009591350054503067e+00
2.113297000000000038e-05,4.849740734399036763e-04,5.212361999999999681e-04,6.956947073149619243e+00
2.124217999999999996e-05,4.905241999999999545e-04,5.252856992093832191e-04,6.617636699743284723e+00
2.124806999999999865e-05,4.909097310096152385e-04,5.255041000000000226e-04,6.583082603995817017e+00
2.136295999999999917e-05,4.984298766284118911e-04,5.298987999999999485e-04,5.938666660801658281e+00
2.137113999999999881e-05,4.989652999999999710e-04,5.304926700581851819e-04,5.943035943310440494e+00
2.149013999999999886e-05,5.091736994816133902e-04,5.391321000000000351e-04,5.556782932863141511e+00
2.149459999999999915e-05,5.095562999999999785e-04,5.393793888128301179e-04,5.529148764558936335e+00
2.159240000000000015e-05,5.154604672523961997e-04,5.448020000000000466e-04,5.385724125022273157e+00
2.161979999999999924e-05,5.171146000000000379e-04,5.463644337914850754e-04,5.353539136599064108e+00
2.168188999999999918e-05,5.218728552335440791e-04,5.499049999999999468e-04,5.097634094335544042e+00
2.174953999999999844e-05,5.270572000000000061e-04,5.536189140254001509e-04,4.797833555264242378e+00
2.177244000000000122e-05,5.283803942381943425e-04,5.548760999999999711e-04,4.775067039615804809e+00
2.185749000000000136e-05,5.332947029700030837e-04,5.593090999999999471e-04,4.651166417638630257e+00
2.188422000000000102e-05,5.348392000000000207e-04,5.604109032511455464e-04,4.563027432691773022e+00
2.194914999999999974e-05,5.390668574590220174e-04,5.630872999999999781e-04,4.265846972747914023e+00
2.202880999999999890e-05,5.442535999999999555e-04,5.666207905471679768e-04,3.947470851814089521e+00
2.205314000000000007e-05,5.455277863127303917e-04,5.676999999999999755e-04,3.905621576055942512e+00
2.214721999999999833e-05,5.504548495392684940e-04,5.722162999999999512e-04,3.803011284497043842e+00
2.216988999999999858e-05,5.516421000000000085e-04,5.731548970486273096e-04,3.753400199388355674e+00
2.225395000000000061e-05,5.563555803676954389e-04,5.766351999999999979e-04,3.516888950293800775e+00
2.230695999999999894e-05,5.593279999999999953e-04,5.787574765453389449e-04,3.357101606931357729e+00
2.236411999999999959e-05,5.621437537148399723e-04,5.810458999999999589e-04,3.253124458009252873e+00
2.241006000000000139e-05,5.644067999999999915e-04,5.830024843455788343e-04,3.189640669619534741e+00
2.247245999999999931e-05,5.708517346195068681e-04,5.856601000000000341e-04,2.528491420278274671e+00
2.252202000000000023e-05,5.759705000000000380e-04,5.889707922877052441e-04,2.207289810961409415e+00
2.255712999999999997e-05,5.790289819777159246e-04,5.913162000000000019e-04,2.077943750278459678e+00
2.262971999999999922e-05,5.853523999999999490e-04,5.951752558943089770e-04,1.650414024613510833e+00
2.264076999999999973e-05,5.860715916411336204e-04,5.957627000000000278e-04,1.626672559202918977e+00
2.271514000000000153e-05,5.909119791842206391e-04,5.998588000000000444e-04,1.491487799425365468e+00
2.273416000000000054e-05,5.921499000000000207e-04,6.011969402757620044e-04,1.504838043855015739e+00
2.279781999999999851e-05,5.961595377186625338e-04,6.056756999999999853e-04,1.571164615211977367e+00
2.283076999999999961e-05,5.982348999999999870e-04,6.071436866644348233e-04,1.467327563493001863e+00
2.288742999999999916e-05,6.018600470407715203e-04,6.096679999999999504e-04,1.280689319306316021e+00
2.294481999999999896e-05,6.055318999999999546e-04,6.120454215700737435e-04,1.064221925451990236e+00
2.298233000000000058e-05,6.074600720160481691e-04,6.135993000000000393e-04,1.000527214413684973e+00
2.306445999999999974e-05,6.116818999999999685e-04,6.168488056740443256e-04,8.376291931696885351e-01
2.310657999999999858e-05,6.138283500781896006e-04,6.185153000000000309e-04,7.577742897888589679e-01
2.317317000000000161e-05,6.172217999999999932e-04,6.209861352260332996e-04,6.061866783327010122e-01
2.327159999999999925e-05,6.227580731025300544e-04,6.246383999999999791e-04,3.010264654670485873e-01
2.330083999999999831e-05,6.244027000000000518e-04,6.260047254205461072e-04,2.559126721399466176e-01
2.339940999999999896e-05,6.294516240549614082e-04,6.306107000000000032e-04,1.838021373628127286e-01
2.346168000000000133e-05,6.326412000000000441e-04,6.370227376708158164e-04,6.878149572550973367e-01
2.351429999999999948e-05,6.349630168479604170e-04,6.424411000000000314e-04,1.164010701064986941e+00
2.362348000000000036e-05,6.397805000000000115e-04,6.493505572566513409e-04,1.473789026544075176e+00
2.363983999999999964e-05,6.404668090284203370e-04,6.503859000000000506e-04,1.525108550412872299e+00
2.373683999999999888e-05,6.445360007005947710e-04,6.554806999999999734e-04,1.669721061109076476e+00
2.377478000000000008e-05,6.461276000000000172e-04,6.584247354168736759e-04,1.867660000514390850e+00
2.383747000000000134e-05,6.497547117206417316e-04,6.632892999999999515e-04,2.040525646856993003e+00
2.390693999999999916e-05,6.537741000000000125e-04,6.670399133090160020e-04,1.988758550175453665e+00
2.394438999999999997e-05,6.551631830170473198e-04,6.690618000000000390e-04,2.077329326372050922e+00
2.404171999999999858e-05,6.587733151945963104e-04,6.763768999999999988e-04,2.602629511061612000e+00
2.406239000000000121e-05,6.595400000000000177e-04,6.772442308283818223e-04,2.614157496288539662e+00
2.412754999999999907e-05,6.619433322535603998e-04,6.799783999999999473e-04,2.652300094597055846e+00
2.420562999999999952e-05,6.648232000000000013e-04,6.830316975989024313e-04,2.665834933124147543e+00
2.421500999999999840e-05,6.653144126791619680e-04,6.833985000000000537e-04,2.646199445980359055e+00
2.430683999999999850e-05,6.701233743345408030e-04,6.872795000000000119e-04,2.496237071738529600e+00
2.433260999999999877e-05,6.714728999999999793e-04,6.885846647148724520e-04,2.485063288761748979e+00
2.441153000000000038e-05,6.752531846967560524e-04,6.925816999999999694e-04,2.502017495299676320e+00
2.444604999999999950e-05,6.769067000000000356e-04,6.940737956598758964e-04,2.473381903656888259e+00
2.456648999999999864e-05,6.828424000000000472e-04,6.992797053144375217e-04,2.350605228425196369e+00
2.458087999999999902e-05,6.834370935275081759e-04,6.999016999999999739e-04,2.352416985484075518e+00
2.469008999999999860e-05,6.879504000000000261e-04,7.067357322724925365e-04,2.658041954676425789e+00
2.475527000000000126e-05,6.906728021486975393e-04,7.108144999999999958e-04,2.833608184878397829e+00
2.479527000000000087e-05,6.923434999999999485e-04,7.133265811287477914e-04,2.941581273411234765e+00
2.489135000000000013e-05,6.981815693689273064e-04,7.193606000000000392e-04,2.944146597836013068e+00
2.489715999999999999e-05,6.985345999999999916e-04,7.195887107973045422e-04,2.925853405061981771e+00
2.499600999999999990e-05,7.045782999999999690e-04,7.234697352918906558e-04,2.611226754947635786e+00
2.502341999999999970e-05,7.059065008002595116e-04,7.245459000000000318e-04,2.572562925239176845e+00
2.508848000000000073e-05,7.090590999999999821e-04,7.268621497224518786e-04,2.449302075950699820e+00
2.510809000000000036e-05,7.101677960236685771e-04,7.275603000000000278e-04,2.390524053653209080e+00
2.517297999999999967e-05,7.138364999999999815e-04,7.304988129693909147e-04,2.280950040378657118e+00
2.520316000000000011e-05,7.148026599388379023e-04,7.318655000000000082e-04,2.331417461427284898e+00
2.525146000000000099e-05,7.163488999999999881e-04,7.336480079292116967e-04,2.357957459468882799e+00
2.532310000000000154e-05,7.211084999999999891e-04,7.362918768329120792e-04,2.062141021875985913e+00
2.533369000000000037e-05,7.214772089242788011e-04,7.366827000000000271e-04,2.064048887766907647e+00
2.538965999999999909e-05,7.234258999999999612e-04,7.386716785475127634e-04,2.063945185700275520e+00
2.545775999999999934e-05,7.256005000000000267e-04,7.410917149792728724e-04,2.090323595063548812e+00
2.545913000000000031e-05,7.256426472230342569e-04,7.411403999999999692e-04,2.091068409840525888e+00
2.552618000000000164e-05,7.277053999999999597e-04,7.450851741912137933e-04,2.332588916438914861e+00
2.559729999999999970e-05,7.311539745383868489e-04,7.492694000000000264e-04,2.417745267805301523e+00
2.559820999999999898e-05,7.311980999999999949e-04,7.493223170573113604e-04,2.418747799810311516e+00
2.567693000000000015e-05,7.340864999999999587e-04,7.538999332678059584e-04,2.628125085768872715e+00
2.572955999999999900e-05,7.359344367110519152e-04,7.569604000000000176e-04,2.777683388582560031e+00
2.575202999999999881e-05,7.367234000000000282e-04,7.582005225068699089e-04,2.832644118452883220e+00
2.583376000000000048e-05,7.404506000000000152e-04,7.627112128711994099e-04,2.918616180742918953e+00
2.584236999999999971e-05,7.407596349025790923e-04,7.631864000000000356e-04,2.938569803840967776e+00
2.592255000000000137e-05,7.436374999999999626e-04,7.677118656644133302e-04,3.135859525054793817e+00
2.594148000000000086e-05,7.443557301798800312e-04,7.687803000000000431e-04,3.177054591554961949e+00
2.599759999999999991e-05,7.464849999999999654e-04,7.717987477178746758e-04,3.279837884257356340e+00
2.606964999999999866e-05,7.508490837053570380e-04,7.756739999999999599e-04,3.200431662611216144e+00
2.609615999999999986e-05,7.524548000000000044e-04,7.769880330211817584e-04,3.157478877221387759e+00
2.620419999999999892e-05,7.580010853622696707e-04,7.823433000000000080e-04,3.111449236892593895e+00
2.627310000000000092e-05,7.615381000000000060e-04,7.870157617553232747e-04,3.237249238630123482e+00
2.633898999999999903e-05,7.638152604122923611e-04,7.914840999999999934e-04,3.495817488652978700e+00
2.643027000000000131e-05,7.669699000000000308e-04,7.959741289087656803e-04,3.643865780980691582e+00
2.645079000000000023e-05,7.676562994492164239e-04,7.969834999999999767e-04,3.679775120913237441e+00
2.655097999999999901e-05,7.710076815553077280e-04,8.017493999999999576e-04,3.834330084274740980e+00
2.658278000000000098e-05,7.720713999999999615e-04,8.033771351032019305e-04,3.896767002110463451e+00
2.668808999999999879e-05,7.756956627093462408e-04,8.087676000000000457e-04,4.089176827886502608e+00
2.673085999999999906e-05,7.771676000000000365e-04,8.108525106188766438e-04,4.154258657122103848e+00
2.685241999999999862e-05,7.814997235948116256e-04,8.167781999999999517e-04,4.319223554838795387e+00
2.686037999999999981e-05,7.817834000000000068e-04,8.171776355891446691e-04,4.331278053593226929e+00
2.696885999999999915e-05,7.853100467528109337e-04,8.226212000000000107e-04,4.535642072826359339e+00
2.697955999999999889e-05,7.856579000000000253e-04,8.230068877928679080e-04,4.538113635115502476e+00
2.708771999999999957e-05,7.899100000000000045e-04,8.269055786037644677e-04,4.473978596955620723e+00
2.709477000000000147e-05,7.901502378810595657e-04,8.271596999999999674e-04,4.474282550146048365e+00
2.720777999999999923e-05,7.940011999999999764e-04,8.311885582262534822e-04,4.473997850212337646e+00
2.721383999999999964e-05,7.942235429708926825e-04,8.314045999999999850e-04,4.472077377140720955e+00
2.730211999999999873e-05,7.974625590551181467e-04,8.347104999999999629e-04,4.462378386863687041e+00
2.732080999999999838e-05,7.981483000000000371e-04,8.353559053020133407e-04,4.454102145667039991e+00
2.740642000000000043e-05,8.073259564600292464e-04,8.383121999999999796e-04,3.696265369867065331e+00
2.741662999999999978e-05,8.084204999999999690e-04,8.386496988290840235e-04,3.604508398594767016e+00
2.750740000000000026e-05,8.122789000000000268e-04,8.416501658923512819e-04,3.489723769163719069e+00
2.751231999999999886e-05,8.124536067256002978e-04,8.418127999999999982e-04,3.487615450180812093e+00
2.759111000000000153e-05,8.152514000000000462e-04,8.444254336632683747e-04,3.454897555217653515e+00
2.761334999999999880e-05,8.161875714878413270e-04,8.451628999999999782e-04,3.428372034806385305e+00
2.767788000000000003e-05,8.189039000000000387e-04,8.473422640338983212e-04,3.356183828068865616e+00
2.773135000000000004e-05,8.211395121529411773e-04,8.491481000000000159e-04,3.298433788765332775e+00
2.776288000000000006e-05,8.224578000000000184e-04,8.502479900257953324e-04,3.268480531774288433e+00
2.783910999999999984e-05,8.258315000000000230e-04,8.529071913155631887e-04,3.174517883217795156e+00
2.790579999999999970e-05,8.296578811616731703e-04,8.552336000000000443e-04,2.990495092607080796e+00
2.790986999999999982e-05,8.298913999999999467e-04,8.554296398633409130e-04,2.985428452937500143e+00
2.797852999999999858e-05,8.337467000000000315e-04,8.587367890075626531e-04,2.910098801804395841e+00
2.804618000000000123e-05,8.369183999999999998e-04,8.619952894387687995e-04,2.909167804744728691e+00
2.805654000000000091e-05,8.373906549476831411e-04,8.624942999999999933e-04,2.910586777479787557e+00
2.811307999999999884e-05,8.399679999999999647e-04,8.650755630750175821e-04,2.902354909410421513e+00
2.816958000000000076e-05,8.426013301922352129e-04,8.676550000000000538e-04,2.887515176857718746e+00
2.819266999999999989e-05,8.436774999999999873e-04,8.684570620325983469e-04,2.853285800290750185e+00
2.828431000000000025e-05,8.473252124567109793e-04,8.716403000000000172e-04,2.789578171556436725e+00
2.828796000000000148e-05,8.474704999999999695e-04,8.717952956517958756e-04,2.790195791732223540e+00
2.838602000000000033e-05,8.514072999999999823e-04,8.759593706148360685e-04,2.802877786169806651e+00
2.839930000000000099e-05,8.520860273677860431e-04,8.765233000000000312e-04,2.787977528060461729e+00
2.848547999999999887e-05,8.564905999999999952e-04,8.813907693144992740e-04,2.825099851438807264e+00
2.851965000000000061e-05,8.587978534896644790e-04,8.833206999999999604e-04,2.776211008112396961e+00
2.857546000000000169e-05,8.625663000000000427e-04,8.862225869507450466e-04,2.669339204289518541e+00
2.862501999999999923e-05,8.650665734969762008e-04,8.887994999999999663e-04,2.670222755866060727e+00
2.865978999999999890e-05,8.668207000000000472e-04,8.909842195737962579e-04,2.712003090846532682e+00
2.873905000000000058e-05,8.713319494608694465e-04,8.959643999999999898e-04,2.749266660497955428e+00
2.874604000000000167e-05,8.717297999999999627e-04,8.963479147102282720e-04,2.746490989292574181e+00
2.883268000000000124e-05,8.767450999999999890e-04,9.011015219340009737e-04,2.702960914073887722e+00
2.886087000000000139e-05,8.780379722079138067e-04,9.026481999999999952e-04,2.726447334862706295e+00
2.891810000000000016e-05,8.806626999999999598e-04,9.061420653597386434e-04,2.811851069911798895e+00
2.900331000000000133e-05,8.856966999999999661e-04,9.113440969393880701e-04,2.814238554407827664e+00
2.901083999999999954e-05,8.859766450570998736e-04,9.118038000000000401e-04,2.832534251655911994e+00
2.909000000000000100e-05,8.889196000000000467e-04,9.154019870193698134e-04,2.892978974799778502e+00
2.914919999999999867e-05,8.916552363272252455e-04,9.180929000000000000e-04,2.879628376689848501e+00
2.918987000000000112e-05,8.935345999999999610e-04,9.201135741578716012e-04,2.888662324343805654e+00
2.929183999999999906e-05,8.973885000000000021e-04,9.251799165202553464e-04,3.003893191367918547e+00
2.930742999999999868e-05,8.980282587766741766e-04,9.259545000000000536e-04,3.015940980180546127e+00
2.939353000000000113e-05,9.015615000000000044e-04,9.314151134754660019e-04,3.205188861931899336e+00
2.943031999999999980e-05,9.031119914321510643e-04,9.337484000000000062e-04,3.281013233098867055e+00
2.949728999999999893e-05,9.059343999999999774e-04,9.379147482927336363e-04,3.409728693460339244e+00
2.952638000000000105e-05,9.071779316670672841e-04,9.397245000000000251e-04,3.463415962117911917e+00
2.962212000000000024e-05,9.112706000000000365e-04,9.444481273791965675e-04,3.512900964848409746e+00
2.964165000000000105e-05,9.123091558968165430e-04,9.454116999999999729e-04,3.501389299834498647e+00
2.973803000000000096e-05,9.174343999999999858e-04,9.517950261354828469e-04,3.610086751030343155e+00
2.977067000000000070e-05,9.187397884836141348e-04,9.539568000000000006e-04,3.691677811446583579e+00
2.984604999999999862e-05,9.217544999999999515e-04,9.583301898687598963e-04,3.816606244426971717e+00
2.985219999999999855e-05,9.221192021797697778e-04,9.586869999999999507e-04,3.814362541708625987e+00
2.992295999999999853e-05,9.263153527879826755e-04,9.618454999999999713e-04,3.693955756097761611e+00
2.996853999999999886e-05,9.290182999999999818e-04,9.638786157303370948e-04,3.616670726108310419e+00
2.999949999999999966e-05,9.316270610443304822e-04,9.652595999999999832e-04,3.484299866654473110e+00
3.009218000000000163e-05,9.394364917157951248e-04,9.724919000000000055e-04,3.399042016103669184e+00
3.009915000000000133e-05,9.400237999999999563e-04,9.729136166425918610e-04,3.380548496801875746e+00
3.018909999999999866e-05,9.452609402858655127e-04,9.783560000000001040e-04,3.382721597673504110e+00
3.023137999999999853e-05,9.477226000000000053e-04,9.805219557614142795e-04,3.345091414699048915e+00
3.029488999999999956e-05,9.518871815499173545e-04,9.837755000000000544e-04,3.241422301133002115e+00
3.034015999999999853e-05,9.548557000000000268e-04,9.856046977280001099e-04,3.119810386342737107e+00
3.038863999999999845e-05,9.574991665363947026e-04,9.875636000000001004e-04,3.044303522690122943e+00
3.046298000000000153e-05,9.615526999999999798e-04,9.907309876288660552e-04,2.945127183182085329e+00
3.048370000000000089e-05,9.624340570957095296e-04,9.916137999999999689e-04,2.942651958281584879e+00
3.059024000000000004e-05,9.669658999999999503e-04,9.957941668721668419e-04,2.895002584993818573e+00
3.059399999999999880e-05,9.672344047604083256e-04,9.959416999999999923e-04,2.882427278583843400e+00
3.069157000000000065e-05,9.742019604713275313e-04,9.998826999999999195e-04,2.568375223280929820e+00
3.071754000000000135e-05,9.760564999999999476e-04,1.001004356458403376e-03,2.492282505809467530e+00
3.081033000000000084e-05,9.838520357972548210e-04,1.005012000000000006e-03,2.105443935270940425e+00
3.082170999999999734e-05,9.848081000000000283e-04,1.005428056195607029e-03,2.050863417680018230e+00
3.091118000000000175e-05,9.893530999999999246e-04,1.008699106092001774e-03,1.917916450521502725e+00
3.093097999999999773e-05,9.902122966527193964e-04,1.009422999999999961e-03,1.903137074079010116e+00
3.099722000000000339e-05,9.930867000000000340e-04,1.011620873346269186e-03,1.832126425482035526e+00
3.104436000000000104e-05,9.953013613531857401e-04,1.013184999999999997e-03,1.765091138026545714e+00
3.108856000000000309e-05,9.973778999999999024e-04,1.014691174920969493e-03,1.706260520332017139e+00
3.116772999999999847e-05,1.003076273953940577e-03,1.017389000000000054e-03,1.406809592600222425e+00
3.118105000000000193e-05,1.004034999999999910e-03,1.017933132063755059e-03,1.365328588487743966e+00
3.126435000000000162e-05,1.009739117975022278e-03,1.021336000000000075e-03,1.135461985573581689e+00
3.127073000000000070e-05,1.010175999999999999e-03,1.021651543658381057e-03,1.123234602797041237e+00
3.137418000000000054e-05,1.017261386341929358e-03,1.026767999999999952e-03,9.258774774896172399e-01
3.137542999999999989e-05,1.017347000000000043e-03,1.026824271344302895e-03,9.229691592598753269e-01
3.149623000000000049e-05,1.025972999999999902e-03,1.032262334057746029e-03,6.092767168034916025e-01
3.150302000000000115e-05,1.026316423897118569e-03,1.032567999999999984e-03,6.054396517112108356e-01
3.160981999999999816e-05,1.031718142926908418e-03,1.038613999999999987e-03,6.639480185219504005e-01
3.161909000000000291e-05,1.032186999999999948e-03,1.038989240032937899e-03,6.546978323589094373e-01
3.171590999999999972e-05,1.037294000000000020e-03,1.042908413710286024e-03,5.383419710185266549e-01
3.175555000000000126e-05,1.040202535186280329e-03,1.044512999999999952e-03,4.126769904940984501e-01
3.178355000000000167e-05,1.042256999999999992e-03,1.045866536774012071e-03,3.451240332390534404e-01
3.185940000000000196e-05,1.048291999999999930e-03,1.049533171213612795e-03,1.182593602237129587e-01
3.189777000000000275e-05,1.050335122263748068e-03,1.051388000000000105e-03,1.001416923392731556e-01
3.197178000000000308e-05,1.054276000000000041e-03,1.054684423552723236e-03,3.872471647466008138e-02
3.208450000000000088e-05,1.058864964982956462e-03,1.059704999999999979e-03,7.927064768435715392e-02
3.210086000000000016e-05,1.059531000000000058e-03,1.060372674561403444e-03,7.937535374075192773e-02
3.222130000000000268e-05,1.063876261141412805e-03,1.065287999999999955e-03,1.325218024221760105e-01
3.225120000000000048e-05,1.064955000000000025e-03,1.066610439190209978e-03,1.552056054754904768e-01
3.235368000000000022e-05,1.070771834046255330e-03,1.071143000000000095e-03,3.465139143370820490e-02
3.238913000000000003e-05,1.072784000000000021e-03,1.072479678279512297e-03,2.837552325242381074e-02
3.242831000000000327e-05,1.074971384503982776e-03,1.073956999999999950e-03,9.445299057437366030e-02
3.254104000000000176e-05,1.081265000000000091e-03,1.078404179966316627e-03,2.652827285751822584e-01
3.255299999999999817e-05,1.081878927360774637e-03,1.078876000000000097e-03,2.783385079262620798e-01
3.267286000000000078e-05,1.088031547215496378e-03,1.084998999999999903e-03,2.794976968178288779e-01
3.267733000000000177e-05,1.088261000000000089e-03,1.085226930893329984e-03,2.795792308777796942e-01
3.279745000000000224e-05,1.095400028448275916e-03,1.091352000000000077e-03,3.709186814406202903e-01
3.281653000000000207e-05,1.096533999999999920e-03,1.092212016006984974e-03,3.957092514707608033e-01
3.293489000000000139e-05,1.101144698337292154e-03,1.097546999999999932e-03,3.277944668695028096e-01
3.294703999999999753e-05,1.101617999999999955e-03,1.098089967032966734e-03,3.212881524239719067e-01
3.300313999999999857e-05,1.103782307613694483e-03,1.100597000000000034e-03,2.894163452830099681e-01
3.308002999999999709e-05,1.106748682166581533e-03,1.104109999999999944e-03,2.389872536777666034e-01
3.308402999999999908e-05,1.106903000000000010e-03,1.104279077467052415e-03,2.376140765943184352e-01
3.317336000000000048e-05,1.110103019150831616e-03,1.108054999999999934e-03,1.848300987614948931e-01
3.321874999999999768e-05,1.111729000000000103e-03,1.109990553560917959e-03,1.566181291818295462e-01
3.327530000000000310e-05,1.114495661697155688e-03,1.112401999999999965e-03,1.882108893327881782e-01
3.334283999999999805e-05,1.117799999999999957e-03,1.115404464369218170e-03,2.147683380608043924e-01
3.337366999999999992e-05,1.119295700344714482e-03,1.116774999999999973e-03,2.257124617505325281e-01
3.345331000000000107e-05,1.123159390758371717e-03,1.120282000000000005e-03,2.568452191833584530e-01
3.346467999999999687e-05,1.123710999999999894e-03,1.120767760563380231e-03,2.626092166623506530e-01
3.357897999999999677e-05,1.129014952681388004e-03,1.125651000000000082e-03,2.988450844345113544e-01
3.359147999999999708e-05,1.129594999999999948e-03,1.126305213960139507e-03,2.920865498165817753e-01
3.369086999999999749e-05,1.133102882352940910e-03,1.131506999999999912e-03,1.410404312956966000e-01
3.372340000000000309e-05,1.134250999999999966e-03,1.133441601591476510e-03,7.141068471344015622e-02
3.383915999999999671e-05,1.140063540278618906e-03,1.140326000000000100e-03,2.301620075146878705e-02
3.385547999999999997e-05,1.140883000000000088e-03,1.141114771373738903e-03,2.031096078616132991e-02
3.399258000000000244e-05,1.145933000000000021e-03,1.147741030892094520e-03,1.575295161042719883e-01
3.400069000000000057e-05,1.146236654114134081e-03,1.148132999999999966e-03,1.651677885633358600e-01
3.411313999999999980e-05,1.150446999999999971e-03,1.153269825988057851e-03,2.447671762884664481e-01
3.417654000000000330e-05,1.155030577829983546e-03,1.156165999999999921e-03,9.820580868286862830e-02
3.422807000000000312e-05,1.158755999999999935e-03,1.159239619625137717e-03,4.171869361178052321e-02
3.425817000000000136e-05,1.161335553520860759e-03,1.161034999999999932e-03,2.588668910591213415e-02
3.433401000000000096e-05,1.167835000000000097e-03,1.166077069149409028e-03,1.507559746349686758e-01
3.437067999999999802e-05,1.171341509746230041e-03,1.168514999999999962e-03,2.418890426079322309e-01
3.441558000000000160e-05,1.175634999999999961e-03,1.172125796516737539e-03,2.993879576484785310e-01
3.449584999999999940e-05,1.180530707598371554e-03,1.178580999999999943e-03,1.654283921403459923e-01
3.451876000000000288e-05,1.181928000000000058e-03,1.180045250348145435e-03,1.595489368987469958e-01
3.463289999999999836e-05,1.188959999999999973e-03,1.187340297695910945e-03,1.364143293403025647e-01
3.465382999999999886e-05,1.190129007923780829e-03,1.188678000000000087e-03,1.220690484538909382e-01
3.473891000000000110e-05,1.194881000000000068e-03,1.195423309974119217e-03,4.536551777051180123e-02
3.480452000000000334e-05,1.199157506327671154e-03,1.200625000000000086e-03,1.222274792153197204e-01
3.482661999999999759e-05,1.200597999999999986e-03,1.202172628833385803e-03,1.309819235290584083e-01
3.491209000000000001e-05,1.204243999999999931e-03,1.208157960796712007e-03,3.239610153403317816e-01
3.493103999999999751e-05,1.205127280173975881e-03,1.209484999999999944e-03,3.602954832861972601e-01
3.499486000000000328e-05,1.208101999999999961e-03,1.213912055159591238e-03,4.786224121340847404e-01
3.506012000000000137e-05,1.211073482900136772e-03,1.218438999999999980e-03,6.045043781316264964e-01
3.508988999999999685e-05,1.212428999999999894e-03,1.220049498958924701e-03,6.246057201308162776e-01
3.516577999999999994e-05,1.215468048120611376e-03,1.224154999999999991e-03,7.096284277226835302e-01
3.518673000000000184e-05,1.216307000000000022e-03,1.225495547780286031e-03,7.497822245808261066e-01
3.528762999999999946e-05,1.219966999999999970e-03,1.231951933032355163e-03,9.728409616481707989e-01
3.529867999999999998e-05,1.220386923761118117e-03,1.232659000000000098e-03,9.955775473088648297e-01
3.538994000000000086e-05,1.223855000000000038e-03,1.238273024482904223e-03,1.164365547648513965e+00
3.544082000000000265e-05,1.226284210370077272e-03,1.241403000000000081e-03,1.217879256770187268e+00
3.549100000000000291e-05,1.228680000000000007e-03,1.244144497132508315e-03,1.242982400207590432e+00
3.557334000000000320e-05,1.233321686147412655e-03,1.248643000000000019e-03,1.227037179769346453e+00
3.558664999999999919e-05,1.234071999999999903e-03,1.249896280405932538e-03,1.266047483619467728e+00
3.568344000000000068e-05,1.241078999999999967e-03,1.259010105386416901e-03,1.424222514950624463e+00
3.570143999999999949e-05,1.242472859910581000e-03,1.260704999999999985e-03,1.446186069653010442e+00
3.578409000000000114e-05,1.248872999999999954e-03,1.264677950784896202e-03,1.249721383620804982e+00
3.581928999999999701e-05,1.250802066563166731e-03,1.266369999999999952e-03,1.229335299859695141e+00
3.588715000000000080e-05,1.254520999999999978e-03,1.269466294050843047e-03,1.177289552379757742e+00
