time,subcycling_density,trapezoid_density,relative_difference_percent
9.924118999999999909e-04,2.022984825628897266e+13,2.011288000000000000e+13,5.815589626596123773e-01
9.960946000000000904e-04,2.019453360997634766e+13,2.012523000000000000e+13,3.443618282938761821e-01
9.971889000000000707e-04,2.018404000000000000e+13,2.012959770679552734e+13,2.704589232108376429e-01
1.001350999999999934e-03,2.018439430092674219e+13,2.014621000000000000e+13,1.895359024190762798e-01
1.003414999999999906e-03,2.018457000000000000e+13,2.015948494200591406e+13,1.244330302398584803e-01
1.005748000000000102e-03,2.018742461624026562e+13,2.017449000000000000e+13,6.411372104209636658e-02
1.008809000000000051e-03,2.019117000000000000e+13,2.011673033685412500e+13,3.700385793286721237e-01
1.009251000000000072e-03,2.019121534263438672e+13,2.010839000000000000e+13,4.118944511936893926e-01
1.013683000000000032e-03,2.019167000000000000e+13,2.007592859459459375e+13,5.765183157533714242e-01
1.013690999999999941e-03,2.019165349027875391e+13,2.007587000000000000e+13,5.767296275516523574e-01
1.017951999999999919e-03,2.018286000000000000e+13,2.008537470455939453e+13,4.853546268095075278e-01
1.018582000000000081e-03,2.018200529540481250e+13,2.008678000000000000e+13,4.740694895090826200e-01
1.021608000000000021e-03,2.017790000000000000e+13,2.008651869545103906e+13,4.549384885179525995e-01
1.024806999999999975e-03,2.016360000000000000e+13,2.008624245181187500e+13,3.851270259915984262e-01
1.025066999999999949e-03,2.016370964912280859e+13,2.008622000000000000e+13,3.857851259361322893e-01
1.027771000000000023e-03,2.016485000000000000e+13,2.008426394678492188e+13,4.012397637702739828e-01
1.032282999999999942e-03,2.015600472918350781e+13,2.008100000000000000e+13,3.735109266645476600e-01
1.032719000000000085e-03,2.015515000000000000e+13,2.008071492032199609e+13,3.706794303557113257e-01
1.038370000000000048e-03,2.015946347491535938e+13,2.007702000000000000e+13,4.106360152819460985e-01
1.039217000000000049e-03,2.016011000000000000e+13,2.007652476710097656e+13,4.163331745342350731e-01
1.044510000000000013e-03,2.016984155857142969e+13,2.007343000000000000e+13,4.802943919969317466e-01
1.046216999999999894e-03,2.017298000000000000e+13,2.007571018717005078e+13,4.845149283541273499e-01
1.050761000000000099e-03,2.018984522038731250e+13,2.008178000000000000e+13,5.381257059250350583e-01
1.054634000000000040e-03,2.020422000000000000e+13,2.007981290810259766e+13,6.195630032349636052e-01
1.056648000000000092e-03,2.020905629431438281e+13,2.007879000000000000e+13,6.487756200168577347e-01
1.062109000000000100e-03,2.022217000000000000e+13,2.008782209173036719e+13,6.688027584878918352e-01
1.062404000000000083e-03,2.022110263802729688e+13,2.008831000000000000e+13,6.610443488142948576e-01
1.068148000000000101e-03,2.020031983405707031e+13,2.010171000000000000e+13,4.905544556013907154e-01
1.068556999999999927e-03,2.019884000000000000e+13,2.010088929863185938e+13,4.872953624733782907e-01
1.074506999999999936e-03,2.019880144500242969e+13,2.008895000000000000e+13,5.468252198468793734e-01
1.074730000000000086e-03,2.019880000000000000e+13,2.008900844318403906e+13,5.465255148180889755e-01
1.079620000000000102e-03,2.020359626198083203e+13,2.009029000000000000e+13,5.639851987245183551e-01
1.080989999999999989e-03,2.020494000000000000e+13,2.009176594993294531e+13,5.632857278403265999e-01
1.084094000000000073e-03,2.020387774009557422e+13,2.009511000000000000e+13,5.412647161203607560e-01
1.087477000000000105e-03,2.020272000000000000e+13,2.009298815371024609e+13,5.461200964750059228e-01
1.088622000000000027e-03,2.020529769527769531e+13,2.009227000000000000e+13,5.625431834118062024e-01
1.092875000000000096e-03,2.021487231363231250e+13,2.009380000000000000e+13,6.025356758418640712e-01
1.094211000000000098e-03,2.021788000000000000e+13,2.009389036875408984e+13,6.170513970689991412e-01
1.097457999999999941e-03,2.018751657490662891e+13,2.009411000000000000e+13,4.648455438266681505e-01
1.101439999999999971e-03,2.015028000000000000e+13,2.009114590305828125e+13,2.943291399457576007e-01
1.102656999999999943e-03,2.014809785258681641e+13,2.009024000000000000e+13,2.879898527186156576e-01
1.107361000000000066e-03,2.013966332388376953e+13,2.007719000000000000e+13,3.111656754942774827e-01
1.108494999999999923e-03,2.013763000000000000e+13,2.007962121439280469e+13,2.888938241803853391e-01
1.112696999999999948e-03,2.013541035313001562e+13,2.008863000000000000e+13,2.328698031175626404e-01
1.115347999999999947e-03,2.013401000000000000e+13,2.009278767652931641e+13,2.051598022848566683e-01
1.118206000000000061e-03,2.014212660911736328e+13,2.009727000000000000e+13,2.231975244267668246e-01
1.120502999999999907e-03,2.014865000000000000e+13,2.010287150821487891e+13,2.277211579769291838e-01
1.123623000000000026e-03,2.014119276527331250e+13,2.011048000000000000e+13,1.527201999818627032e-01
1.126101000000000012e-03,2.013527000000000000e+13,2.010843695251594531e+13,1.334417366571963581e-01
1.127855999999999997e-03,2.012275849582172656e+13,2.010699000000000000e+13,7.842295550814200322e-02
1.131485999999999907e-03,2.009688000000000000e+13,2.011823067431850781e+13,1.061260041409235466e-01
1.132037999999999925e-03,2.009527325928762891e+13,2.011994000000000000e+13,1.225984804744501971e-01
1.135757000000000043e-03,2.008444813481424609e+13,2.012776000000000000e+13,2.151847258997220957e-01
1.136707999999999946e-03,2.008168000000000000e+13,2.012835581277213281e+13,2.318908370176733513e-01
1.139891000000000081e-03,2.007682971428571484e+13,2.013035000000000000e+13,2.658686297768551032e-01
1.141538000000000101e-03,2.007432000000000000e+13,2.013068087053571484e+13,2.799749839470530022e-01
1.144370999999999930e-03,2.005834432403998047e+13,2.013125000000000000e+13,3.621517588824316736e-01
1.147241000000000016e-03,2.004216000000000000e+13,2.013297345132743359e+13,4.510682515276747129e-01
1.149117000000000064e-03,2.003969818121029688e+13,2.013410000000000000e+13,4.688653517649317704e-01
1.153223000000000095e-03,2.003431000000000000e+13,2.013753047971667578e+13,5.125776461053334065e-01
1.155329000000000078e-03,2.003369776816927344e+13,2.013929000000000000e+13,5.243096049102354828e-01
1.158657999999999910e-03,2.003273000000000000e+13,2.013799083868621875e+13,5.226978179173997763e-01
1.163579999999999996e-03,2.000139696741854688e+13,2.013607000000000000e+13,6.688148808652985000e-01
1.165042000000000031e-03,1.999209000000000000e+13,2.013655275743348828e+13,7.174155336998249144e-01
1.169969999999999994e-03,1.997957084556080469e+13,2.013818000000000000e+13,7.876042146767746610e-01
1.173084000000000019e-03,1.997166000000000000e+13,2.012544756135770312e+13,7.641448016936837062e-01
1.175714999999999920e-03,1.996562073300370703e+13,2.011469000000000000e+13,7.410965170047013606e-01
1.181173999999999896e-03,1.995309000000000000e+13,2.010227092719451953e+13,7.421098229887367337e-01
1.181991999999999982e-03,1.995486873099801562e+13,2.010041000000000000e+13,7.240711458223209052e-01
1.186842000000000018e-03,1.996541499669530859e+13,2.010474000000000000e+13,6.929957975317830865e-01
1.188739000000000072e-03,1.996954000000000000e+13,2.009173889485191797e+13,6.082046730322024919e-01
1.191872999999999978e-03,1.997555378934624609e+13,2.007026000000000000e+13,4.718733621475452167e-01
1.195347000000000033e-03,1.998222000000000000e+13,2.006323531986532031e+13,4.037998786023517250e-01
1.197219000000000018e-03,1.998683678116557422e+13,2.005945000000000000e+13,3.619900786633022394e-01
1.202085999999999997e-03,1.999883991895021094e+13,2.004488000000000000e+13,2.296849921266131966e-01
1.203120000000000014e-03,2.000139000000000000e+13,2.004460047541365625e+13,2.155716471708050974e-01
1.206377000000000014e-03,2.001095041614299609e+13,2.004372000000000000e+13,1.634905289886503243e-01
1.210280999999999900e-03,2.002241000000000000e+13,2.004625541276011719e+13,1.189519552112399819e-01
1.210750000000000021e-03,2.002298166299212500e+13,2.004656000000000000e+13,1.176178706365331450e-01
1.215341999999999898e-03,2.002857884094488281e+13,2.004740000000000000e+13,9.388329187384492069e-02
1.216630999999999919e-03,2.003015000000000000e+13,2.004556279327474219e+13,7.688880294203143118e-02
1.220575999999999909e-03,2.004980891377182031e+13,2.003994000000000000e+13,4.924622414947505550e-02
1.222301999999999981e-03,2.005841000000000000e+13,2.004235534010392188e+13,8.010365859522217136e-02
1.228324999999999946e-03,2.006437000000000000e+13,2.005078384152101953e+13,6.775873993936511186e-02
1.229044000000000100e-03,2.006305511085936328e+13,2.005179000000000000e+13,5.618007599004019165e-02
1.234503999999999983e-03,2.005307000000000000e+13,2.006592839449541406e+13,6.408073547666721936e-02
1.237763999999999922e-03,2.006417011406844141e+13,2.007437000000000000e+13,5.081049084757625900e-02
1.239763999999999970e-03,2.007098000000000000e+13,2.006514013521457812e+13,2.910453027523509512e-02
1.244567999999999933e-03,2.010059240675304297e+13,2.004297000000000000e+13,2.874943521496213794e-01
1.244857999999999945e-03,2.010238000000000000e+13,2.004274161896107812e+13,2.975560039276365365e-01
1.249801000000000037e-03,2.009179000000000000e+13,2.003884890352869922e+13,2.641923032913244263e-01
1.251170999999999924e-03,2.009806361020982031e+13,2.003777000000000000e+13,3.008998017734523800e-01
1.254424000000000077e-03,2.011296000000000000e+13,2.003868428200283594e+13,3.706616509940857118e-01
1.255405000000000019e-03,2.011238184852071094e+13,2.003896000000000000e+13,3.663955041614481711e-01
1.258648999999999922e-03,2.011047000000000000e+13,2.004007932674100391e+13,3.512494741728315328e-01
1.260157999999999938e-03,2.011259659785932812e+13,2.004060000000000000e+13,3.592537042769584077e-01
1.262572999999999907e-03,2.011600000000000000e+13,2.004304201011184375e+13,3.640065707159046426e-01
1.266154999999999928e-03,2.009900000000000000e+13,2.004666407231500000e+13,2.610705077723000089e-01
1.266685000000000033e-03,2.009991730769230859e+13,2.004720000000000000e+13,2.629659388458667202e-01
1.269483000000000070e-03,2.010476000000000000e+13,2.005229903380101953e+13,2.616207054889317374e-01
1.272888000000000014e-03,2.011246000000000000e+13,2.005850425542091797e+13,2.689918644581896223e-01
1.272956999999999908e-03,2.011262155802396875e+13,2.005863000000000000e+13,2.691687220112677359e-01
1.276308999999999994e-03,2.012047000000000000e+13,2.004529575564562891e+13,3.750218768071743591e-01
1.279865000000000039e-03,2.011669878400888281e+13,2.003115000000000000e+13,4.270787448992335311e-01
1.279910999999999896e-03,2.011665000000000000e+13,2.003110193406925781e+13,4.270761848864664811e-01
1.283845999999999946e-03,2.012754000000000000e+13,2.002699020716769922e+13,5.020714135882176077e-01
1.286477999999999971e-03,2.013506801065246484e+13,2.002424000000000000e+13,5.534692485331020873e-01
1.287600999999999980e-03,2.013828000000000000e+13,2.002468800531914844e+13,5.672597478206811150e-01
1.291688000000000038e-03,2.014615000000000000e+13,2.002631845744680859e+13,5.983703035973240159e-01
1.292118000000000086e-03,2.014658106555530469e+13,2.002649000000000000e+13,5.996610766804602033e-01
1.296127000000000000e-03,2.015060000000000000e+13,2.003613230831315625e+13,5.713063276156854498e-01
1.297074000000000057e-03,2.015396610178523828e+13,2.003841000000000000e+13,5.766730084135331946e-01
1.299880000000000002e-03,2.016394000000000000e+13,2.003687762365423438e+13,6.341425981249895205e-01
1.303483000000000029e-03,2.013270620129869922e+13,2.003491000000000000e+13,4.881289773635080764e-01
1.304807999999999966e-03,2.012122000000000000e+13,2.003599135127099609e+13,4.253777476480961606e-01
1.310210000000000020e-03,2.012144592291172266e+13,2.004040000000000000e+13,4.044127009027896347e-01
1.313654999999999944e-03,2.012159000000000000e+13,2.004453563585101562e+13,3.844158106170711409e-01
1.316948999999999984e-03,2.012547959409594141e+13,2.004849000000000000e+13,3.840169214536426900e-01
1.321513999999999979e-03,2.013087000000000000e+13,2.003078531305903516e+13,4.996543339502261261e-01
1.322538999999999963e-03,2.013193331147541016e+13,2.002681000000000000e+13,5.249129116190254241e-01
1.327548999999999917e-03,2.013713057049180469e+13,2.002220000000000000e+13,5.740156950375318035e-01
1.329139000000000015e-03,2.013878000000000000e+13,2.002162940919037109e+13,5.851201638756443613e-01
1.334403999999999972e-03,2.014700745137763281e+13,2.001974000000000000e+13,6.357098113044066245e-01
1.336542999999999932e-03,2.015035000000000000e+13,2.001892521723256641e+13,6.565026910350877376e-01
1.342621000000000005e-03,2.016587348980852344e+13,2.001661000000000000e+13,7.456981467317564949e-01
1.343018999999999984e-03,2.016689000000000000e+13,2.001740982823771875e+13,7.467508186369640200e-01
1.348442999999999951e-03,2.017803109078704297e+13,2.002831000000000000e+13,7.475473007310300400e-01
1.348978000000000026e-03,2.017913000000000000e+13,2.002935858640406641e+13,7.477594100172456626e-01
1.354385999999999958e-03,2.017959000000000000e+13,2.003995812897077344e+13,6.967672793056772784e-01
1.354738999999999987e-03,2.018021626186906641e+13,2.004065000000000000e+13,6.964158441421132162e-01
1.360389000000000043e-03,2.019024000000000000e+13,2.005522819586762891e+13,6.732000394799307896e-01
1.360691999999999935e-03,2.019087323836489062e+13,2.005601000000000000e+13,6.724330430872871300e-01
1.365106000000000045e-03,2.020009803751548438e+13,2.006842000000000000e+13,6.561455137747983501e-01
1.366040000000000006e-03,2.020205000000000000e+13,2.006992622051773828e+13,6.583172156716247114e-01
1.370321000000000082e-03,2.019134526612398438e+13,2.007683000000000000e+13,5.703851958899107677e-01
1.370831000000000089e-03,2.019007000000000000e+13,2.007797135977337109e+13,5.583165660412328091e-01
1.375370000000000108e-03,2.019209000000000000e+13,2.008812946175637500e+13,5.175222433803220445e-01
1.375616000000000078e-03,2.019290000716845703e+13,2.008868000000000000e+13,5.187996780697239352e-01
1.379554999999999974e-03,2.020587000000000000e+13,2.009862106294536719e+13,5.336134091923415701e-01
1.380668000000000043e-03,2.020424628716294141e+13,2.010143000000000000e+13,5.114874273270181293e-01
1.383894000000000096e-03,2.019954000000000000e+13,2.011068697966101562e+13,4.418199160916086998e-01
1.386567999999999915e-03,2.020245308705882422e+13,2.011836000000000000e+13,4.179917600580972947e-01
1.388144000000000010e-03,2.020417000000000000e+13,2.012315015822059375e+13,4.026200726147665110e-01
1.391955999999999966e-03,2.019859000000000000e+13,2.013473650538867188e+13,3.171310168088813941e-01
1.395289999999999985e-03,2.020320877297144531e+13,2.014487000000000000e+13,2.895961749638757410e-01
1.395493000000000037e-03,2.020349000000000000e+13,2.014480993764097266e+13,2.912912186348429744e-01
1.398925999999999989e-03,2.019543000000000000e+13,2.014379420326389844e+13,2.563360021208666573e-01
1.402309000000000021e-03,2.020604000000000000e+13,2.014279326257131641e+13,3.139918908178768731e-01
1.402826999999999937e-03,2.020567298654708594e+13,2.014264000000000000e+13,3.129330939096659492e-01
1.405654000000000105e-03,2.020367000000000000e+13,2.014103943382873438e+13,3.109599500911149894e-01
1.408479000000000024e-03,2.021231535175879297e+13,2.013944000000000000e+13,3.618539133103649830e-01
1.409634000000000104e-03,2.021585000000000000e+13,2.014178543315321484e+13,3.677159956479105207e-01
1.414216000000000041e-03,2.022851686397984766e+13,2.015109000000000000e+13,3.842316419600510513e-01
1.414398000000000087e-03,2.022902000000000000e+13,2.015142905374847656e+13,3.850394234799457971e-01
1.419300999999999983e-03,2.022137000000000000e+13,2.016056301269785938e+13,3.016135375973486576e-01
1.419965000000000029e-03,2.022181328976473047e+13,2.016180000000000000e+13,2.976583924289025185e-01
1.424273999999999896e-03,2.022469000000000000e+13,2.015875692090395312e+13,3.270691707566377171e-01
1.425983000000000025e-03,2.022811255834630078e+13,2.015755000000000000e+13,3.500552316442265277e-01
1.428772999999999935e-03,2.023370000000000000e+13,2.016440318906605859e+13,3.436591218901876577e-01
1.431250999999999921e-03,2.023496956356736328e+13,2.017049000000000000e+13,3.196727673316973606e-01
1.432988999999999964e-03,2.023586000000000000e+13,2.016916691282231250e+13,3.306685271928021530e-01
1.436952000000000021e-03,2.024694133086019141e+13,2.016615000000000000e+13,4.006284335889171433e-01
1.437301999999999894e-03,2.024792000000000000e+13,2.016498122639960547e+13,4.113010206615649311e-01
1.441634000000000014e-03,2.026642000000000000e+13,2.015051514857987109e+13,5.751954754779429191e-01
1.443042999999999973e-03,2.026579319129009766e+13,2.014581000000000000e+13,5.955739247520831503e-01
1.445904999999999933e-03,2.026452000000000000e+13,2.014273771036138281e+13,6.045965121015929311e-01
1.450165000000000004e-03,2.026081000000000000e+13,2.013816470062675000e+13,6.090192487572264612e-01
1.450541999999999977e-03,2.026130744867358594e+13,2.013776000000000000e+13,6.135113770031320746e-01
1.454500000000000064e-03,2.026653000000000000e+13,2.014978618675917969e+13,5.793799108277136733e-01
1.457460000000000049e-03,2.026656556267521094e+13,2.015878000000000000e+13,5.346829653144234973e-01
1.459493999999999982e-03,2.026659000000000000e+13,2.016974832764505078e+13,4.801332707866073357e-01
1.464592000000000021e-03,2.026936000000000000e+13,2.019723924914675781e+13,3.570822227908646562e-01
1.465371000000000035e-03,2.026929717741935547e+13,2.020144000000000000e+13,3.359026753506456076e-01
1.469676000000000055e-03,2.026895000000000000e+13,2.019591250610252344e+13,3.616449312473852817e-01
1.471515999999999970e-03,2.026938969936403906e+13,2.019355000000000000e+13,3.755639764382144863e-01
1.474864999999999900e-03,2.027019000000000000e+13,2.018442967520300000e+13,4.248835670712974300e-01
1.476319000000000025e-03,2.027042763499439062e+13,2.018047000000000000e+13,4.457658072105883384e-01
1.481106000000000046e-03,2.027121000000000000e+13,2.019882722713864453e+13,3.583513639054438094e-01
1.482082000000000017e-03,2.027275947368421094e+13,2.020257000000000000e+13,3.474284394718639146e-01
1.486901000000000108e-03,2.028041000000000000e+13,2.020531154859711719e+13,3.716767802478997407e-01
1.488533000000000000e-03,2.027970608293224609e+13,2.020624000000000000e+13,3.635811656807307890e-01
1.492302999999999946e-03,2.027808000000000000e+13,2.020472349276428906e+13,3.630661278882700849e-01
1.492609999999999900e-03,2.027660816459830078e+13,2.020460000000000000e+13,3.563949031324588623e-01
1.496148000000000096e-03,2.025964610058785156e+13,2.020980000000000000e+13,2.466432156075347715e-01
1.498427000000000092e-03,2.024872000000000000e+13,2.021585033707865234e+13,1.625935212878983904e-01
1.499974999999999963e-03,2.025254318787321875e+13,2.021996000000000000e+13,1.611436811606885011e-01
1.504609000000000068e-03,2.026398805389680078e+13,2.017412000000000000e+13,4.454620766447348612e-01
1.504958000000000034e-03,2.026485000000000000e+13,2.017334076351630078e+13,4.536146866125150279e-01
1.509455000000000041e-03,2.027956337316593750e+13,2.016330000000000000e+13,5.766088545324301595e-01
1.511568999999999934e-03,2.028648000000000000e+13,2.016180513140480078e+13,6.183715584126981968e-01
1.514743999999999943e-03,2.028339197830483594e+13,2.015956000000000000e+13,6.142593305847743324e-01
1.517008000000000028e-03,2.028119000000000000e+13,2.015730469283276562e+13,6.145926206656173729e-01
1.519432000000000031e-03,2.027675330239374609e+13,2.015489000000000000e+13,6.046339245401294304e-01
1.523148999999999901e-03,2.026995000000000000e+13,2.014950961708394531e+13,5.977335687313115598e-01
1.524184999999999950e-03,2.026857094609460938e+13,2.014801000000000000e+13,5.983764455874767130e-01
1.529512000000000016e-03,2.026148000000000000e+13,2.011344003989120703e+13,7.360250649077615392e-01
1.529699999999999940e-03,2.026089901649646484e+13,2.011222000000000000e+13,7.392471666303612743e-01
1.534577999999999984e-03,2.024582434878240234e+13,2.009172000000000000e+13,7.670042623648067881e-01
1.535876999999999945e-03,2.024181000000000000e+13,2.009255552449907422e+13,7.428347047190595465e-01
1.540516999999999928e-03,2.025105792626728125e+13,2.009554000000000000e+13,7.738927456902440216e-01
1.541084999999999981e-03,2.025219000000000000e+13,2.009556542440318359e+13,7.793986996087122199e-01
1.545558999999999952e-03,2.024747000000000000e+13,2.009576568633952344e+13,7.549068596256595098e-01
1.546548999999999927e-03,2.024833987447698828e+13,2.009581000000000000e+13,7.590133190798892260e-01
1.549861000000000034e-03,2.025125000000000000e+13,2.009597942670664844e+13,7.726449654252929289e-01
1.552217999999999957e-03,2.024782313772717188e+13,2.009610000000000000e+13,7.549879714331232394e-01
1.554428000000000060e-03,2.024461000000000000e+13,2.009661228724266406e+13,7.364311489020711754e-01
1.558387000000000053e-03,2.023748653979238672e+13,2.009753000000000000e+13,6.963867688834733949e-01
1.559052000000000007e-03,2.023629000000000000e+13,2.009477419374870703e+13,7.042418336570170911e-01
1.563217999999999899e-03,2.024220824710080469e+13,2.007751000000000000e+13,8.203121158988574413e-01
1.563535999999999919e-03,2.024266000000000000e+13,2.007718626661810156e+13,8.241878676845668661e-01
1.568708999999999945e-03,2.024933005730658984e+13,2.007192000000000000e+13,8.838718832408152259e-01
1.568771000000000054e-03,2.024941000000000000e+13,2.007189103073579688e+13,8.844157682620481520e-01
1.574810999999999963e-03,2.026187000000000000e+13,2.006906886370692188e+13,9.606880000384142582e-01
1.575150999999999895e-03,2.026194581380208203e+13,2.006891000000000000e+13,9.618649632794308291e-01
1.580491000000000057e-03,2.026313653645833203e+13,2.006018000000000000e+13,1.011738361561720811e+00
1.580954999999999991e-03,2.026324000000000000e+13,2.006024176478660547e+13,1.011943114114078446e+00
1.585795000000000086e-03,2.025131000000000000e+13,2.006088603540551562e+13,9.492300801589947934e-01
1.587777999999999976e-03,2.023939324268400781e+13,2.006115000000000000e+13,8.884996258141123482e-01
1.589177999999999901e-03,2.023098000000000000e+13,2.005672749648382422e+13,8.687982800121517579e-01
1.592969999999999976e-03,2.021401000000000000e+13,2.004474882981716016e+13,8.444165183604536162e-01
1.594888000000000035e-03,2.020580414130628125e+13,2.003869000000000000e+13,8.339574159103277928e-01
1.598589000000000086e-03,2.018997000000000000e+13,2.004166681375174219e+13,7.399743126479803035e-01
1.604224999999999922e-03,2.019780311434769141e+13,2.004620000000000000e+13,7.562685912925711795e-01
1.605043000000000008e-03,2.019894000000000000e+13,2.004730980116958984e+13,7.563618277678525459e-01
1.611065000000000066e-03,2.020620613542636719e+13,2.005548000000000000e+13,7.515458888362043233e-01
1.612560000000000078e-03,2.020801000000000000e+13,2.005569908898625000e+13,7.594395505135633773e-01
1.617684000000000092e-03,2.019913810904872266e+13,2.005645000000000000e+13,7.114325269363355186e-01
1.619456000000000021e-03,2.019607000000000000e+13,2.005606054945055078e+13,6.980904859368549653e-01
1.621414999999999966e-03,2.019923957740916406e+13,2.005563000000000000e+13,7.160561767900787133e-01
1.627051999999999925e-03,2.020836000000000000e+13,2.005379469767441797e+13,7.707533893498297317e-01
1.627650000000000017e-03,2.020877159671265234e+13,2.005360000000000000e+13,7.737842417952504048e-01
1.633642999999999944e-03,2.021289651159377734e+13,2.005662000000000000e+13,7.791767087065385455e-01
1.633866000000000094e-03,2.021305000000000000e+13,2.005666331139646875e+13,7.797243548216228337e-01
1.639873000000000025e-03,2.020442788362069141e+13,2.005783000000000000e+13,7.308760898895414471e-01
1.640825999999999960e-03,2.020306000000000000e+13,2.005837362048894141e+13,7.213265753673389069e-01
1.646745000000000023e-03,2.021386222034937109e+13,2.006175000000000000e+13,7.582200971967604231e-01
1.647351999999999931e-03,2.021497000000000000e+13,2.006252565064478125e+13,7.598462527090621421e-01
1.650156999999999969e-03,2.022334117827419922e+13,2.006611000000000000e+13,7.835658145709318845e-01
1.654000999999999996e-03,2.023481312454373047e+13,2.007412000000000000e+13,8.004989735227769909e-01
1.654200999999999892e-03,2.023541000000000000e+13,2.007430727233769141e+13,8.025319403390195339e-01
1.658668000000000078e-03,2.020324521300282031e+13,2.007849000000000000e+13,6.213376255028157935e-01
1.660938000000000041e-03,2.018690000000000000e+13,2.008268083774769531e+13,5.189504483704827642e-01
1.663764999999999992e-03,2.019239086879432812e+13,2.008790000000000000e+13,5.201682047119317032e-01
1.667141999999999930e-03,2.019895000000000000e+13,2.009464850782679297e+13,5.190510903068643600e-01
1.668683999999999923e-03,2.019875256730137891e+13,2.009773000000000000e+13,5.026566050065300884e-01
1.672665999999999953e-03,2.019824272488509375e+13,2.010643000000000000e+13,4.566336484651613570e-01
1.673234000000000006e-03,2.019817000000000000e+13,2.010717853413974219e+13,4.525322421828824604e-01
1.678948999999999893e-03,2.021125861198738281e+13,2.011471000000000000e+13,4.799900768511344284e-01
1.679574000000000084e-03,2.021269000000000000e+13,2.011567755452270312e+13,4.822728203628672272e-01
1.684542999999999935e-03,2.022347022892662109e+13,2.012337000000000000e+13,4.974327308329623554e-01
1.686170000000000073e-03,2.022700000000000000e+13,2.012723398786244141e+13,4.956767144343909859e-01
1.691957999999999917e-03,2.021794639006662500e+13,2.014098000000000000e+13,3.821382577542155601e-01
1.692773999999999971e-03,2.021667000000000000e+13,2.014198332838038672e+13,3.708009802310704983e-01
1.699629000000000027e-03,2.023401000000000000e+13,2.015041202451708594e+13,4.148698070352114242e-01
1.700034000000000007e-03,2.023537455706701953e+13,2.015091000000000000e+13,4.191600134535836686e-01
1.705656999999999963e-03,2.025432000000000000e+13,2.016836796656431250e+13,4.261724775062672443e-01
1.708827000000000002e-03,2.025352570732556250e+13,2.017821000000000000e+13,3.732526687231548235e-01
1.711403999999999920e-03,2.025288000000000000e+13,2.018398157069345703e+13,3.413520224700434813e-01
1.712907999999999965e-03,2.024986177836511328e+13,2.018735000000000000e+13,3.096581689281321381e-01
1.716700999999999947e-03,2.024225000000000000e+13,2.018809161038037500e+13,2.682689907736384161e-01
1.718534000000000077e-03,2.023606958067680078e+13,2.018845000000000000e+13,2.358753677315533481e-01
1.720778999999999972e-03,2.022850000000000000e+13,2.018533612975391406e+13,2.138377581062959887e-01
1.724791999999999948e-03,2.023564856949021094e+13,2.017977000000000000e+13,2.769038967748935209e-01
1.725937999999999995e-03,2.023769000000000000e+13,2.018075207848101172e+13,2.821397403702406992e-01
1.731644999999999972e-03,2.027096000000000000e+13,2.018564276075949219e+13,4.226629800779141966e-01
1.732692000000000086e-03,2.027099752688171875e+13,2.018654000000000000e+13,4.183853542098782130e-01
1.736946000000000063e-03,2.027115000000000000e+13,2.018747730289355078e+13,4.144782225684834898e-01
1.740226000000000099e-03,2.026693873432155078e+13,2.018820000000000000e+13,3.900235500022328772e-01
1.741331000000000042e-03,2.026552000000000000e+13,2.018749954947834375e+13,3.864790204969804632e-01
1.745603999999999992e-03,2.026690000000000000e+13,2.018479092949731250e+13,4.067868267225711598e-01
1.746551999999999957e-03,2.026892472094708984e+13,2.018419000000000000e+13,4.198073885902275371e-01
1.749743000000000001e-03,2.027574000000000000e+13,2.019059770994732031e+13,4.216927664837408773e-01
1.753006000000000095e-03,2.028149419612794531e+13,2.019715000000000000e+13,4.176044448248654728e-01
1.754495000000000013e-03,2.028412000000000000e+13,2.019874525648305859e+13,4.226734999271265503e-01
1.758288999999999902e-03,2.028820319355505078e+13,2.020281000000000000e+13,4.226797834313681390e-01
1.759336000000000016e-03,2.028933000000000000e+13,2.020512773814898438e+13,4.167370923967714247e-01
1.764380999999999979e-03,2.029607000000000000e+13,2.021629582693754688e+13,3.946033128193379147e-01
1.764933999999999904e-03,2.029654884870992969e+13,2.021752000000000000e+13,3.908928924513476177e-01
1.769497000000000084e-03,2.030050000000000000e+13,2.023278778387505469e+13,3.346657754148441577e-01
1.772041000000000024e-03,2.030204059766475391e+13,2.024130000000000000e+13,3.000824930451794215e-01
1.774549999999999956e-03,2.030356000000000000e+13,2.025049764714760156e+13,2.620298709541717397e-01
1.778667000000000052e-03,2.030904302111645312e+13,2.026559000000000000e+13,2.144177451357356101e-01
1.779332999999999913e-03,2.030993000000000000e+13,2.026301854332552734e+13,2.315126770188191130e-01
1.784172000000000102e-03,2.028854000000000000e+13,2.024433494145198828e+13,2.183576722863744268e-01
1.785071999999999961e-03,2.028929283131333203e+13,2.024086000000000000e+13,2.392824776878652027e-01
1.789205000000000092e-03,2.029275000000000000e+13,2.024593069234685156e+13,2.312529286235606996e-01
1.790965000000000048e-03,2.029076180124223438e+13,2.024809000000000000e+13,2.107448220658559579e-01
1.794356999999999897e-03,2.028693000000000000e+13,2.025664853223833594e+13,1.494890317787332390e-01
1.796688000000000061e-03,2.028582675765907422e+13,2.026253000000000000e+13,1.149745745426371674e-01
1.799449000000000057e-03,2.028452000000000000e+13,2.026719860000000000e+13,8.546519103039726395e-02
1.802187999999999924e-03,2.028731766062603125e+13,2.027183000000000000e+13,7.639991370306109530e-02
