total_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
9.971889000000000707e-04,1.209509000000000000e+08,1.123220184632067531e+08,7.682270720250458318e+00
1.001350999999999934e-03,1.206290209505147636e+08,1.125560000000000000e+08,7.172448337285229236e+00
1.003414999999999906e-03,1.204694000000000000e+08,1.126452819649761170e+08,6.945801811261453906e+00
1.005748000000000102e-03,1.201459200778642744e+08,1.127462000000000000e+08,6.563165834293549494e+00
1.008809000000000051e-03,1.197215000000000000e+08,1.122881422780473977e+08,6.619895539411592367e+00
1.009251000000000072e-03,1.197211281903980374e+08,1.122220000000000000e+08,6.682404689274863863e+00
1.013683000000000032e-03,1.197174000000000000e+08,1.122570367567567527e+08,6.645786721957283483e+00
1.013690999999999941e-03,1.197174773951745182e+08,1.122571000000000000e+08,6.645795584577294690e+00
1.017951999999999919e-03,1.197587000000000000e+08,1.124376980985483527e+08,6.511163093213633069e+00
1.018582000000000081e-03,1.197583381291028410e+08,1.124644000000000000e+08,6.485552876379406584e+00
1.021608000000000021e-03,1.197566000000000000e+08,1.124945900077100992e+08,6.455430427180703035e+00
1.024806999999999975e-03,1.195744000000000000e+08,1.125265060138781816e+08,6.263318959936944985e+00
1.025066999999999949e-03,1.195859350877192914e+08,1.125291000000000000e+08,6.271120170444170583e+00
1.027771000000000023e-03,1.197059000000000000e+08,1.125581784922394753e+08,6.350246249101602736e+00
1.032282999999999942e-03,1.198486097817299813e+08,1.126067000000000000e+08,6.431153547462079345e+00
1.032719000000000085e-03,1.198624000000000000e+08,1.125797535239033997e+08,6.468877616213930537e+00
1.038370000000000048e-03,1.200563324407510012e+08,1.122305000000000000e+08,6.972999711086560026e+00
1.039217000000000049e-03,1.200854000000000000e+08,1.121984960912052095e+08,7.029420343017426021e+00
1.044510000000000013e-03,1.200754189142857194e+08,1.119985000000000000e+08,7.211631329246123379e+00
1.046216999999999894e-03,1.200722000000000000e+08,1.120780471284594387e+08,7.132666098632125085e+00
1.050761000000000099e-03,1.200113038137103468e+08,1.122898000000000000e+08,6.876407130220507646e+00
1.054634000000000040e-03,1.199594000000000000e+08,1.123328918124681562e+08,6.789203112712313803e+00
1.056648000000000092e-03,1.199531491906354576e+08,1.123553000000000000e+08,6.762341599048249385e+00
1.062109000000000100e-03,1.199362000000000000e+08,1.126520687282835245e+08,6.466043059791276804e+00
1.062404000000000083e-03,1.199171677419354916e+08,1.126681000000000000e+08,6.434001941929873070e+00
1.068148000000000101e-03,1.195465870967741758e+08,1.129504000000000000e+08,5.839897067008329223e+00
1.068556999999999927e-03,1.195202000000000000e+08,1.129116482308539301e+08,5.852852095148350031e+00
1.074506999999999936e-03,1.186284229062044621e+08,1.123479000000000000e+08,5.590245039030068419e+00
1.074730000000000086e-03,1.185950000000000000e+08,1.123428189321337789e+08,5.565269883109448479e+00
1.079620000000000102e-03,1.183835426517571807e+08,1.122314000000000000e+08,5.481659011432790329e+00
1.080989999999999989e-03,1.183243000000000000e+08,1.121909491729995608e+08,5.466885584097118667e+00
1.084094000000000073e-03,1.179771036997071058e+08,1.120993000000000000e+08,5.243390190400034179e+00
1.087477000000000105e-03,1.175987000000000000e+08,1.120298170053003579e+08,4.970893592048058807e+00
1.088622000000000027e-03,1.175600345708345771e+08,1.120063000000000000e+08,4.958412670389590993e+00
1.092875000000000096e-03,1.174164152955152988e+08,1.119688000000000000e+08,4.865297561030661022e+00
1.094211000000000098e-03,1.173713000000000000e+08,1.120180072441632152e+08,4.778957319039187190e+00
1.097457999999999941e-03,1.171664816295476556e+08,1.121376000000000000e+08,4.484563277212688881e+00
1.101439999999999971e-03,1.169153000000000000e+08,1.122319609155606925e+08,4.172910324504518265e+00
1.102656999999999943e-03,1.169035871296952516e+08,1.122608000000000000e+08,4.135715342929367822e+00
1.107361000000000066e-03,1.168583140467753410e+08,1.122999000000000000e+08,4.059143460301693374e+00
1.108494999999999923e-03,1.168474000000000000e+08,1.123408311094452739e+08,4.011514643473050867e+00
1.112696999999999948e-03,1.167413229534510374e+08,1.124925000000000000e+08,3.776983313066237802e+00
1.115347999999999947e-03,1.166744000000000000e+08,1.126030345253221989e+08,3.615680067451673807e+00
1.118206000000000061e-03,1.166842131134820580e+08,1.127222000000000000e+08,3.514847220407388839e+00
1.120502999999999907e-03,1.166921000000000000e+08,1.127939043935757726e+08,3.456033929654669379e+00
1.123623000000000026e-03,1.159950882100750059e+08,1.128913000000000000e+08,2.749359968460816539e+00
1.126101000000000012e-03,1.154415000000000000e+08,1.127167335931963176e+08,2.417357494263080664e+00
1.127855999999999997e-03,1.151652626740947068e+08,1.125931000000000000e+08,2.284476290371884932e+00
1.131485999999999907e-03,1.145939000000000000e+08,1.125448388809182197e+08,1.820662004101189613e+00
1.132037999999999925e-03,1.145599787437763363e+08,1.125375000000000000e+08,1.797159830080050202e+00
1.135757000000000043e-03,1.143314404251244664e+08,1.124580000000000000e+08,1.665902314752588875e+00
1.136707999999999946e-03,1.142730000000000000e+08,1.123767946298984140e+08,1.687363815943092371e+00
1.139891000000000081e-03,1.140960568322981298e+08,1.121050000000000000e+08,1.776064254313482804e+00
1.141538000000000101e-03,1.140045000000000000e+08,1.121425721875000000e+08,1.660322013469511138e+00
1.144370999999999930e-03,1.138391795721550137e+08,1.122072000000000000e+08,1.454433915252331122e+00
1.147241000000000016e-03,1.136717000000000000e+08,1.123101233038348109e+08,1.212336569591049740e+00
1.149117000000000064e-03,1.136611000668672621e+08,1.123774000000000000e+08,1.142311591892375189e+00
1.153223000000000095e-03,1.136379000000000000e+08,1.125571862202189267e+08,9.601464074152042949e-01
1.155329000000000078e-03,1.136299177368905246e+08,1.126494000000000000e+08,8.704154100159652296e-01
1.158657999999999910e-03,1.136173000000000000e+08,1.128296283723185062e+08,6.981070832585851704e-01
1.163579999999999996e-03,1.134817599624060094e+08,1.130961000000000000e+08,3.410019995437592044e-01
1.165042000000000031e-03,1.134415000000000000e+08,1.131163254773082882e+08,2.874691352637188113e-01
1.169969999999999994e-03,1.134176627455856800e+08,1.131845000000000000e+08,2.060023639152711028e-01
1.173084000000000019e-03,1.134026000000000000e+08,1.124919940992166996e+08,8.094850732045482111e-01
1.175714999999999920e-03,1.134673505686032176e+08,1.119069000000000000e+08,1.394418546669792036e+00
1.181173999999999896e-03,1.136017000000000000e+08,1.116026848972439170e+08,1.791189078109221899e+00
1.181991999999999982e-03,1.136295649834765345e+08,1.115571000000000000e+08,1.857761615779304432e+00
1.186842000000000018e-03,1.137947791275611371e+08,1.115057000000000000e+08,2.052880819151968961e+00
1.188739000000000072e-03,1.138594000000000000e+08,1.112859858477439731e+08,2.312433261611975155e+00
1.191872999999999978e-03,1.137568620460048467e+08,1.109230000000000000e+08,2.554801119700014223e+00
1.195347000000000033e-03,1.136432000000000000e+08,1.108647750841750801e+08,2.506138594260779229e+00
1.197219000000000018e-03,1.137427847163257450e+08,1.108334000000000000e+08,2.625007187658003005e+00
1.202085999999999997e-03,1.140016943393799067e+08,1.103197000000000000e+08,3.337567396738666758e+00
1.203120000000000014e-03,1.140567000000000000e+08,1.103546887671871334e+08,3.354647885078013037e+00
1.206377000000000014e-03,1.142371744588744640e+08,1.104649000000000000e+08,3.414907775116316824e+00
1.210280999999999900e-03,1.144535000000000000e+08,1.106430038188886344e+08,3.443955830545563312e+00
1.210750000000000021e-03,1.144490094173228294e+08,1.106644000000000000e+08,3.419897832837687446e+00
1.215341999999999898e-03,1.144050419212598354e+08,1.108137000000000000e+08,3.240882599588169377e+00
1.216630999999999919e-03,1.143927000000000000e+08,1.108100058846006840e+08,3.233186467953435894e+00
1.220575999999999909e-03,1.144287343854699284e+08,1.107987000000000000e+08,3.276242758687537115e+00
1.222301999999999981e-03,1.144445000000000000e+08,1.108478424893717468e+08,3.244679760883127706e+00
1.228324999999999946e-03,1.144643000000000000e+08,1.110193287080774605e+08,3.103037400794419476e+00
1.229044000000000100e-03,1.144904465123806447e+08,1.110398000000000000e+08,3.107576303614239865e+00
1.234503999999999983e-03,1.146890000000000000e+08,1.107518977064220160e+08,3.554884724426431664e+00
1.237763999999999922e-03,1.148025422053231895e+08,1.105800000000000000e+08,3.818540608901419109e+00
1.239763999999999970e-03,1.148722000000000000e+08,1.104723280423280448e+08,3.982781965078278752e+00
1.244567999999999933e-03,1.146549166077738553e+08,1.102137000000000000e+08,4.029641149670009526e+00
1.244857999999999945e-03,1.146418000000000000e+08,1.102267923822504878e+08,4.005385190234791004e+00
1.249801000000000037e-03,1.144120000000000000e+08,1.104499497804028541e+08,3.587190603050987470e+00
1.251170999999999924e-03,1.144192011680726856e+08,1.105118000000000000e+08,3.535732082974565316e+00
1.254424000000000077e-03,1.144363000000000000e+08,1.107085627066603750e+08,3.367162577312874383e+00
1.255405000000000019e-03,1.144098304142011851e+08,1.107679000000000000e+08,3.287893346539191075e+00
1.258648999999999922e-03,1.143223000000000000e+08,1.108320565327161849e+08,3.149128128154457418e+00
1.260157999999999938e-03,1.144368594036697298e+08,1.108619000000000000e+08,3.224696134262293512e+00
1.262572999999999907e-03,1.146202000000000000e+08,1.109946565497165620e+08,3.266412603078320487e+00
1.266154999999999928e-03,1.143744000000000000e+08,1.111915650222154111e+08,2.862478801470846879e+00
1.266685000000000033e-03,1.144083690504807681e+08,1.112207000000000000e+08,2.866075335329455687e+00
1.269483000000000070e-03,1.145877000000000000e+08,1.113898647959183753e+08,2.870849345172023170e+00
1.272888000000000014e-03,1.148470000000000000e+08,1.115957283163265437e+08,2.913437398300301240e+00
1.272956999999999908e-03,1.148525667933352739e+08,1.115999000000000000e+08,2.914578591320667655e+00
1.276308999999999994e-03,1.151230000000000000e+08,1.114760196294151694e+08,3.271538024687869139e+00
1.279865000000000039e-03,1.151464960577456951e+08,1.113446000000000000e+08,3.414531156199487771e+00
1.279910999999999896e-03,1.151468000000000000e+08,1.113430314229547977e+08,3.416261016458194355e+00
1.283845999999999946e-03,1.153626000000000000e+08,1.112088498865870237e+08,3.735089534375234166e+00
1.286477999999999971e-03,1.155280199733688384e+08,1.111191000000000000e+08,3.967742695332160174e+00
1.287600999999999980e-03,1.155986000000000000e+08,1.110946488652482331e+08,4.054156685993773657e+00
1.291688000000000038e-03,1.156751000000000000e+08,1.110056624113475233e+08,4.206485946049491886e+00
1.292118000000000086e-03,1.157005377111962140e+08,1.109963000000000000e+08,4.238193265177500280e+00
1.296127000000000000e-03,1.159377000000000000e+08,1.108876622477804720e+08,4.554192639515772356e+00
1.297074000000000057e-03,1.159858953104183376e+08,1.108620000000000000e+08,4.621868007449204896e+00
1.299880000000000002e-03,1.161287000000000000e+08,1.108175173037915379e+08,4.792728465165447815e+00
1.303483000000000029e-03,1.159546914772727191e+08,1.107604000000000000e+08,4.689664787480650965e+00
1.304807999999999966e-03,1.158907000000000000e+08,1.107626454288687408e+08,4.629768954393989944e+00
1.310210000000000020e-03,1.158627344071436673e+08,1.107718000000000000e+08,4.595875852106463100e+00
1.313654999999999944e-03,1.158449000000000000e+08,1.105143068259385675e+08,4.823441712806636694e+00
1.316948999999999984e-03,1.160596240361369103e+08,1.102681000000000000e+08,5.252220756625815667e+00
1.321513999999999979e-03,1.163572000000000000e+08,1.102838610912343413e+08,5.507006055710524706e+00
1.322538999999999963e-03,1.164287550819672048e+08,1.102874000000000000e+08,5.568501099823919276e+00
1.327548999999999917e-03,1.167785023606557250e+08,1.103385000000000000e+08,5.836586831120348151e+00
1.329139000000000015e-03,1.168895000000000000e+08,1.103304050328227580e+08,5.944956845962763303e+00
1.334403999999999972e-03,1.172355222852512151e+08,1.103036000000000000e+08,6.284402580923210913e+00
1.336542999999999932e-03,1.173761000000000000e+08,1.103148976268711239e+08,6.400950846197285493e+00
1.342621000000000005e-03,1.177442901482396573e+08,1.103470000000000000e+08,6.703662218492262070e+00
1.343018999999999984e-03,1.177684000000000000e+08,1.103467265544486493e+08,6.725775813466706943e+00
1.348442999999999951e-03,1.181681685517704189e+08,1.103430000000000000e+08,7.091676455933243695e+00
1.348978000000000026e-03,1.182076000000000000e+08,1.103743386277001351e+08,7.096995071220284501e+00
1.354385999999999958e-03,1.184498000000000000e+08,1.106911223634053320e+08,7.009304333478959315e+00
1.354738999999999987e-03,1.184729511077794433e+08,1.107118000000000000e+08,7.010229359272853955e+00
1.360389000000000043e-03,1.188435000000000000e+08,1.110521477238367200e+08,7.015940200939409621e+00
1.360691999999999935e-03,1.188609797380994409e+08,1.110704000000000000e+08,7.014091727498452222e+00
1.365106000000000045e-03,1.191156185630861819e+08,1.113029000000000000e+08,7.019330640159584078e+00
1.366040000000000006e-03,1.191695000000000000e+08,1.113636144774688333e+08,7.009367969203675663e+00
1.370321000000000082e-03,1.181367344395741969e+08,1.116419000000000000e+08,5.817559930074817309e+00
1.370831000000000089e-03,1.180137000000000000e+08,1.116782212464589179e+08,5.672976058205231098e+00
1.375370000000000108e-03,1.181584000000000000e+08,1.120014803399433494e+08,5.497177038526064763e+00
1.375616000000000078e-03,1.181734539068100303e+08,1.120190000000000000e+08,5.494116093528803368e+00
1.379554999999999974e-03,1.184145000000000000e+08,1.122969599168646038e+08,5.447645321533475027e+00
1.380668000000000043e-03,1.184517710071445107e+08,1.123755000000000000e+08,5.407113656575064375e+00
1.383894000000000096e-03,1.185598000000000000e+08,1.125949773559322059e+08,5.297592116575464694e+00
1.386567999999999915e-03,1.186524776941176355e+08,1.127769000000000000e+08,5.209912397057939515e+00
1.388144000000000010e-03,1.187071000000000000e+08,1.128768952304517329e+08,5.165100225024088942e+00
1.391955999999999966e-03,1.188001000000000000e+08,1.131187618665443659e+08,5.022454312361005258e+00
1.395289999999999985e-03,1.186966017811704874e+08,1.133303000000000000e+08,4.735098893385517371e+00
1.395493000000000037e-03,1.186903000000000000e+08,1.133318621600106210e+08,4.728094763345478846e+00
1.398925999999999989e-03,1.186026000000000000e+08,1.133582803635398746e+08,4.626322505635758198e+00
1.402309000000000021e-03,1.186429000000000000e+08,1.133843137985936105e+08,4.637842771397197694e+00
1.402826999999999937e-03,1.186527179970104545e+08,1.133883000000000000e+08,4.642822934121469736e+00
1.405654000000000105e-03,1.187063000000000000e+08,1.134403684182590246e+08,4.642026163318935694e+00
1.408479000000000024e-03,1.187472554020100534e+08,1.134924000000000000e+08,4.630138583737812397e+00
1.409634000000000104e-03,1.187640000000000000e+08,1.135662257800244093e+08,4.576866215527474857e+00
1.414216000000000041e-03,1.189529930730478615e+08,1.138591000000000000e+08,4.473856787070916496e+00
1.414398000000000087e-03,1.189605000000000000e+08,1.138648395373108387e+08,4.475183457330068393e+00
1.419300999999999983e-03,1.191653000000000000e+08,1.140194601495912373e+08,4.513124201480628095e+00
1.419965000000000029e-03,1.191624560024130344e+08,1.140404000000000000e+08,4.491439877809122905e+00
1.424273999999999896e-03,1.191440000000000000e+08,1.139236173645729572e+08,4.582353296174771273e+00
1.425983000000000025e-03,1.190188354078684002e+08,1.138773000000000000e+08,4.514978321288263707e+00
1.428772999999999935e-03,1.188145000000000000e+08,1.138537851936218739e+08,4.357092562132951485e+00
1.431250999999999921e-03,1.188105620018975288e+08,1.138329000000000000e+08,4.372779751633779632e+00
1.432988999999999964e-03,1.188078000000000000e+08,1.137395522364497483e+08,4.456011707355787443e+00
1.436952000000000021e-03,1.186926680964525789e+08,1.135267000000000000e+08,4.550443284665703025e+00
1.437301999999999894e-03,1.186825000000000000e+08,1.135194425710064024e+08,4.548170174253724163e+00
1.441634000000000014e-03,1.185401000000000000e+08,1.134296163355770856e+08,4.505422683705240239e+00
1.443042999999999973e-03,1.185629620229454488e+08,1.134004000000000000e+08,4.552507771529420211e+00
1.445904999999999933e-03,1.186094000000000000e+08,1.132677381517535746e+08,4.715960550999779066e+00
1.450165000000000004e-03,1.184487000000000000e+08,1.130702750233364403e+08,4.756709909437748074e+00
1.450541999999999977e-03,1.184691110495963097e+08,1.130528000000000000e+08,4.790957012649230684e+00
1.454500000000000064e-03,1.186834000000000000e+08,1.131288933795894831e+08,4.909892119047857051e+00
1.457460000000000049e-03,1.187304020024028867e+08,1.131858000000000000e+08,4.898672803834832834e+00
1.459493999999999982e-03,1.187627000000000000e+08,1.131883453924914747e+08,4.924848568268150650e+00
1.464592000000000021e-03,1.190174000000000000e+08,1.131947251422070563e+08,5.143945400704750703e+00
1.465371000000000035e-03,1.190470491935483813e+08,1.131957000000000000e+08,5.169232747841465248e+00
1.469676000000000055e-03,1.192109000000000000e+08,1.129531628152969927e+08,5.540116831377063455e+00
1.471515999999999970e-03,1.192722096935825795e+08,1.128495000000000000e+08,5.691394019098515500e+00
1.474864999999999900e-03,1.193838000000000000e+08,1.126781104101603180e+08,5.951191021423999139e+00
1.476319000000000025e-03,1.194284381028681397e+08,1.126037000000000000e+08,6.060847115030980170e+00
1.481106000000000046e-03,1.195754000000000000e+08,1.126174886864480376e+08,6.178357726413455708e+00
1.482082000000000017e-03,1.195626168421052694e+08,1.126203000000000000e+08,6.164356552153803293e+00
1.486901000000000108e-03,1.194995000000000000e+08,1.122917623779259026e+08,6.418759016192073119e+00
1.488533000000000000e-03,1.195679582006664127e+08,1.121805000000000000e+08,6.585331854169318433e+00
1.492302999999999946e-03,1.197261000000000000e+08,1.120533538140789717e+08,6.847404316564939641e+00
1.492609999999999900e-03,1.197138079686479419e+08,1.120430000000000000e+08,6.846307193352500597e+00
1.496148000000000096e-03,1.195721493141737431e+08,1.121228000000000000e+08,6.643920160907275552e+00
1.498427000000000092e-03,1.194809000000000000e+08,1.121744303370786607e+08,6.513489429779813378e+00
1.499974999999999963e-03,1.192587853468075544e+08,1.122095000000000000e+08,6.282253594221126392e+00
1.504609000000000068e-03,1.185938762364109606e+08,1.116640000000000000e+08,6.206007519353560653e+00
1.504958000000000034e-03,1.185438000000000000e+08,1.116486457284358293e+08,6.175761673218434389e+00
1.509455000000000041e-03,1.183897959461503476e+08,1.114508000000000000e+08,6.226062034682880331e+00
1.511568999999999934e-03,1.183174000000000000e+08,1.114396484401588142e+08,6.171727617692926771e+00
1.514743999999999943e-03,1.181107535576392710e+08,1.114229000000000000e+08,6.002225357300224218e+00
1.517008000000000028e-03,1.179634000000000000e+08,1.115144645051194578e+08,5.783048435465052428e+00
1.519432000000000031e-03,1.179134279433317035e+08,1.116125000000000000e+08,5.645360459923129959e+00
1.523148999999999901e-03,1.178368000000000000e+08,1.117273023564064801e+08,5.468222640965965553e+00
1.524184999999999950e-03,1.178697051705170572e+08,1.117593000000000000e+08,5.467469079098613349e+00
1.529512000000000016e-03,1.180389000000000000e+08,1.120000050589301884e+08,5.391870239552554622e+00
1.529699999999999940e-03,1.180220730400628448e+08,1.120085000000000000e+08,5.368854185229554155e+00
1.534577999999999984e-03,1.175854671327572614e+08,1.122053000000000000e+08,4.794931373791845530e+00
1.535876999999999945e-03,1.174692000000000000e+08,1.122424392827075273e+08,4.656670641420856960e+00
1.540516999999999928e-03,1.168084811059907973e+08,1.123751000000000000e+08,3.945163213194735619e+00
1.541084999999999981e-03,1.167276000000000000e+08,1.124071441644562334e+08,3.843577619250573285e+00
1.545558999999999952e-03,1.167144000000000000e+08,1.126595483753315657e+08,3.599208130286009943e+00
1.546548999999999927e-03,1.167421991631799191e+08,1.127154000000000000e+08,3.572536816779179336e+00
1.549861000000000034e-03,1.168352000000000000e+08,1.129493841241841614e+08,3.440316125622703947e+00
1.552217999999999957e-03,1.168657011386030167e+08,1.131159000000000000e+08,3.315008003828830763e+00
1.554428000000000060e-03,1.168943000000000000e+08,1.132638184632841647e+08,3.205332105144150567e+00
1.558387000000000053e-03,1.165299932309688479e+08,1.135288000000000000e+08,2.643552324140524767e+00
1.559052000000000007e-03,1.164688000000000000e+08,1.135541969157524258e+08,2.566706615352986276e+00
1.563217999999999899e-03,1.161391619982158840e+08,1.137133000000000000e+08,2.133314219370895159e+00
1.563535999999999919e-03,1.161140000000000000e+08,1.137140470770351440e+08,2.110515793478898061e+00
1.568708999999999945e-03,1.157145870869150013e+08,1.137262000000000000e+08,1.748398422628208104e+00
1.568771000000000054e-03,1.157098000000000000e+08,1.137274963986339718e+08,1.743029314931651363e+00
1.574810999999999963e-03,1.151667000000000000e+08,1.138537907171685845e+08,1.153153772537004684e+00
1.575150999999999895e-03,1.151660636067708284e+08,1.138609000000000000e+08,1.146279018320449206e+00
1.580491000000000057e-03,1.151560684895833284e+08,1.137125000000000000e+08,1.269489712725802688e+00
1.580954999999999991e-03,1.151552000000000000e+08,1.137310549059969783e+08,1.252204241998925882e+00
1.585795000000000086e-03,1.151005000000000000e+08,1.139246017702758312e+08,1.032172341576684360e+00
1.587777999999999976e-03,1.149066548625480384e+08,1.140039000000000000e+08,7.918631402504988648e-01
1.589177999999999901e-03,1.147698000000000000e+08,1.140135877637130767e+08,6.632650117581877502e-01
1.592969999999999976e-03,1.142925000000000000e+08,1.140398277637130767e+08,2.215649052105306271e-01
1.594888000000000035e-03,1.142670017618793398e+08,1.140531000000000000e+08,1.875457676111739469e-01
1.598589000000000086e-03,1.142178000000000000e+08,1.141378460426261127e+08,7.005034714254863848e-02
1.604224999999999922e-03,1.144388213201115578e+08,1.142669000000000000e+08,1.504559239040858254e-01
1.605043000000000008e-03,1.144709000000000000e+08,1.142984240935672522e+08,1.508996364565404757e-01
1.611065000000000066e-03,1.148147396168684363e+08,1.145305000000000000e+08,2.481780982955949233e-01
1.612560000000000078e-03,1.149001000000000000e+08,1.145666835624716729e+08,2.910239060437841974e-01
1.617684000000000092e-03,1.147567676914153099e+08,1.146907000000000000e+08,5.760509911903048674e-02
1.619456000000000021e-03,1.147072000000000000e+08,1.147822208791208714e+08,6.535932006392976279e-02
1.621414999999999966e-03,1.146599013428120017e+08,1.148834000000000000e+08,1.945439090312423847e-01
1.627051999999999925e-03,1.145238000000000000e+08,1.151336520609462708e+08,5.296905379353763488e-01
1.627650000000000017e-03,1.145206406222483069e+08,1.151602000000000000e+08,5.553649418390147474e-01
1.633642999999999944e-03,1.144889781626064032e+08,1.151325000000000000e+08,5.589402101001861300e-01
1.633866000000000094e-03,1.144878000000000000e+08,1.151315621829855591e+08,5.591535203547303157e-01
1.639873000000000025e-03,1.142514901436781585e+08,1.151063000000000000e+08,7.426264733744734059e-01
1.640825999999999960e-03,1.142140000000000000e+08,1.151260201105937064e+08,7.921928593706192290e-01
1.646745000000000023e-03,1.144898148789457530e+08,1.152485000000000000e+08,6.583036838260342138e-01
1.647351999999999931e-03,1.145181000000000000e+08,1.152621984173505306e+08,6.455702108476535361e-01
1.650156999999999969e-03,1.146485003504161239e+08,1.153255000000000000e+08,5.870337866160355578e-01
1.654000999999999996e-03,1.148272022923054546e+08,1.153943000000000000e+08,4.914434315165873701e-01
1.654200999999999892e-03,1.148365000000000000e+08,1.154008095350332111e+08,4.889996329374958206e-01
1.658668000000000078e-03,1.151040426005640477e+08,1.155462000000000000e+08,3.826671923749567772e-01
1.660938000000000041e-03,1.152400000000000000e+08,1.156163442024720460e+08,3.255112458952834076e-01
1.663764999999999992e-03,1.152538524822695106e+08,1.157037000000000000e+08,3.887926814185625468e-01
1.667141999999999930e-03,1.152704000000000000e+08,1.157821007725147456e+08,4.419515357733231897e-01
1.668683999999999923e-03,1.152804994418909997e+08,1.158179000000000000e+08,4.640047506551235323e-01
1.672665999999999953e-03,1.153065798424162865e+08,1.159179000000000000e+08,5.273733889103525696e-01
1.673234000000000006e-03,1.153103000000000000e+08,1.159351578704440594e+08,5.389718545450461473e-01
1.678948999999999893e-03,1.153981884069400579e+08,1.161088000000000000e+08,6.120221663301508297e-01
1.679574000000000084e-03,1.154078000000000000e+08,1.161026885412942469e+08,5.985120155482841486e-01
1.684542999999999935e-03,1.157142568223165423e+08,1.160541000000000000e+08,2.928316859839141806e-01
1.686170000000000073e-03,1.158146000000000000e+08,1.159892394200944006e+08,1.505651911914731300e-01
1.691957999999999917e-03,1.158027680799515396e+08,1.157585000000000000e+08,3.824175326350948839e-02
1.692773999999999971e-03,1.158011000000000000e+08,1.157642693907875121e+08,3.181517873028524152e-02
1.699629000000000027e-03,1.161824000000000000e+08,1.158127365156017840e+08,3.191907000215097878e-01
1.700034000000000007e-03,1.162038929495686740e+08,1.158156000000000000e+08,3.352682622795840617e-01
1.705656999999999963e-03,1.165023000000000000e+08,1.159175340611850321e+08,5.044672003687634687e-01
1.708827000000000002e-03,1.162068120932660401e+08,1.159750000000000000e+08,1.998810892572020492e-01
1.711403999999999920e-03,1.159666000000000000e+08,1.158712506493506581e+08,8.228904936729125597e-02
1.712907999999999965e-03,1.157416956390409619e+08,1.158107000000000000e+08,5.958375258852432327e-02
1.716700999999999947e-03,1.151745000000000000e+08,1.155479676679701507e+08,3.232143978882596747e-01
1.718534000000000077e-03,1.148240365129965395e+08,1.154210000000000000e+08,5.172052633432915325e-01
1.720778999999999972e-03,1.143948000000000000e+08,1.151342943432406634e+08,6.422885096564434626e-01
1.724791999999999948e-03,1.142027453963946551e+08,1.146218000000000000e+08,3.655976468746301999e-01
1.725937999999999995e-03,1.141479000000000000e+08,1.145548677974683493e+08,3.552601520066904217e-01
1.731644999999999972e-03,1.138722000000000000e+08,1.142215501012658328e+08,3.058530557115606840e-01
1.732692000000000086e-03,1.138469187323146611e+08,1.141604000000000000e+08,2.745972050600198333e-01
1.736946000000000063e-03,1.137442000000000000e+08,1.136374301566233188e+08,9.395658035343046333e-02
1.740226000000000099e-03,1.135407427594070733e+08,1.132342000000000000e+08,2.707157019761460837e-01
1.741331000000000042e-03,1.134722000000000000e+08,1.131415868163136244e+08,2.922119027932046365e-01
1.745603999999999992e-03,1.135997000000000000e+08,1.127834545684476793e+08,7.237279924396585740e-01
1.746551999999999957e-03,1.136135340661995709e+08,1.127040000000000000e+08,8.070113449385744042e-01
1.749743000000000001e-03,1.136601000000000000e+08,1.124445273008986712e+08,1.081042117637692979e+00
1.753006000000000095e-03,1.137210752525252551e+08,1.121792000000000000e+08,1.374475172336097062e+00
1.754495000000000013e-03,1.137489000000000000e+08,1.121533264054514468e+08,1.422671663594096580e+00
1.758288999999999902e-03,1.139026663292708099e+08,1.120874000000000000e+08,1.619509712305584603e+00
1.759336000000000016e-03,1.139451000000000000e+08,1.120258720090293437e+08,1.713200671016392951e+00
1.764380999999999979e-03,1.142378000000000000e+08,1.117293975921745598e+08,2.245069303050754694e+00
1.764933999999999904e-03,1.142658391321344823e+08,1.116969000000000000e+08,2.299919811681866211e+00
1.769497000000000084e-03,1.144972000000000000e+08,1.114771928661882579e+08,2.709080715224691627e+00
1.772041000000000024e-03,1.145220207401543707e+08,1.113547000000000000e+08,2.844352991076596560e+00
1.774549999999999956e-03,1.145465000000000000e+08,1.113052091608813852e+08,2.912074703020977928e+00
1.778667000000000052e-03,1.144377003345180750e+08,1.112240000000000000e+08,2.889394676075375035e+00
1.779332999999999913e-03,1.144201000000000000e+08,1.111006054332552999e+08,2.987827612459696525e+00
1.784172000000000102e-03,1.139649000000000000e+08,1.102040494145198762e+08,3.412624677097042536e+00
1.785071999999999961e-03,1.138602367772700340e+08,1.100373000000000000e+08,3.474218994168371655e+00
1.789205000000000092e-03,1.133796000000000000e+08,1.100711747497030348e+08,3.005714491391754173e+00
1.790965000000000048e-03,1.133447894409937859e+08,1.100856000000000000e+08,2.960595610137734646e+00
1.794356999999999897e-03,1.132777000000000000e+08,1.101478330945308357e+08,2.841514733007100446e+00
1.796688000000000061e-03,1.133405985467399806e+08,1.101906000000000000e+08,2.858681726698993231e+00
1.799449000000000057e-03,1.134151000000000000e+08,1.102330190000000000e+08,2.886685884925278334e+00
1.802187999999999924e-03,1.135018375068643540e+08,1.102751000000000000e+08,2.926079873756046723e+00
1.804912000000000096e-03,1.135881000000000000e+08,1.099321122470433563e+08,3.325677709840394680e+00
1.805993000000000095e-03,1.135843247309644669e+08,1.097960000000000000e+08,3.450330368104909784e+00
