total_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
2.587215999999999821e-03,1.064004000000000000e+08,1.219529479487179667e+08,1.275290856868660150e+01
2.590714999999999945e-03,1.065667399585563838e+08,1.216183000000000000e+08,1.237606514927738388e+01
2.593007000000000038e-03,1.066757000000000000e+08,1.214844506412261426e+08,1.218983216622518562e+01
2.597108999999999789e-03,1.067418399354460090e+08,1.212449000000000000e+08,1.196178978625409428e+01
2.599822999999999804e-03,1.067856000000000000e+08,1.211651284164859056e+08,1.186771194353754844e+01
2.603563000000000145e-03,1.069972935274239779e+08,1.210552000000000000e+08,1.161280677953200069e+01
2.607517000000000168e-03,1.072211000000000000e+08,1.208226616374268979e+08,1.125745903383871571e+01
2.608693000000000036e-03,1.072978889421304762e+08,1.207535000000000000e+08,1.114304020825029795e+01
2.612942999999999950e-03,1.075754000000000000e+08,1.196253707482993007e+08,1.007308957366020508e+01
2.614572999999999810e-03,1.075690748438893855e+08,1.191927000000000000e+08,9.751960611774558529e+00
2.617426999999999861e-03,1.075580000000000000e+08,1.189431943543879241e+08,9.571959468707436969e+00
2.619939999999999856e-03,1.076616446996838748e+08,1.187235000000000000e+08,9.317325803498150094e+00
2.622171999999999871e-03,1.077537000000000000e+08,1.187063558094312102e+08,9.226680184685632113e+00
2.624053999999999796e-03,1.078789237357630879e+08,1.186919000000000000e+08,9.110121469314174547e+00
2.626561999999999820e-03,1.080458000000000000e+08,1.186972910589476526e+08,8.973659772621003228e+00
2.631637000000000039e-03,1.080652687166996449e+08,1.187082000000000000e+08,8.965624348865835813e+00
2.633130999999999926e-03,1.080710000000000000e+08,1.186958709629811794e+08,8.951339989151653853e+00
2.638823000000000210e-03,1.083627000000000000e+08,1.186488984872709364e+08,8.669442884355538226e+00
2.639767999999999802e-03,1.084070525535419881e+08,1.186411000000000000e+08,8.626055765209535764e+00
2.644286000000000032e-03,1.086191000000000000e+08,1.186762681171908677e+08,8.474455994234315170e+00
2.646730999999999823e-03,1.087568610675704181e+08,1.186953000000000000e+08,8.373068632397055566e+00
2.649007000000000098e-03,1.088851000000000000e+08,1.186894309440559447e+08,8.260491996694465655e+00
2.651973000000000177e-03,1.090752000000000000e+08,1.186817826048951000e+08,8.094403702105221754e+00
2.653594999999999912e-03,1.091679681215648055e+08,1.186776000000000000e+08,8.012996452940736702e+00
2.655066000000000197e-03,1.092521000000000000e+08,1.185871516018149108e+08,7.871891242619274642e+00
2.657693000000000035e-03,1.093462000000000000e+08,1.184256234291214049e+08,7.666772752566935800e+00
2.660867999999999827e-03,1.090401414414414614e+08,1.182304000000000000e+08,7.773177252685044003e+00
2.664020000000000016e-03,1.087363000000000000e+08,1.178036339878366441e+08,7.696990051064855898e+00
2.666622999999999910e-03,1.087646022563813329e+08,1.174512000000000000e+08,7.395920811042088872e+00
2.671110999999999885e-03,1.088134000000000000e+08,1.173605717049576789e+08,7.282830665178686935e+00
2.673238999999999997e-03,1.089015462403270602e+08,1.173176000000000000e+08,7.173735023281195389e+00
2.677960000000000063e-03,1.090971000000000000e+08,1.170977757919904441e+08,6.832474603277387537e+00
2.678258000000000201e-03,1.091156685606060624e+08,1.170839000000000000e+08,6.805573985316458518e+00
2.684112000000000216e-03,1.094804348484848589e+08,1.168446000000000000e+08,6.302529300896352993e+00
2.684296000000000078e-03,1.094919000000000000e+08,1.168238214274258316e+08,6.276049985216946681e+00
2.690093000000000172e-03,1.098994000000000000e+08,1.161691834643143415e+08,5.397114172056083348e+00
2.690347000000000051e-03,1.099176018917896301e+08,1.161405000000000000e+08,5.358077594129842858e+00
2.695378999999999917e-03,1.102782000000000000e+08,1.158148770826881528e+08,4.780626826323134182e+00
2.696805000000000035e-03,1.103566358490566164e+08,1.157226000000000000e+08,4.636919798676649052e+00
2.700254999999999930e-03,1.105464000000000000e+08,1.156661745253401101e+08,4.426336866720244956e+00
2.703493999999999862e-03,1.106959688595698476e+08,1.156132000000000000e+08,4.253174499477699655e+00
2.705788000000000203e-03,1.108019000000000000e+08,1.155991753961136043e+08,4.149921813607406307e+00
2.710184000000000031e-03,1.110006827772600204e+08,1.155723000000000000e+08,3.955634025402263276e+00
2.711153000000000000e-03,1.110445000000000000e+08,1.155908028985507190e+08,3.933100890856188414e+00
2.714116999999999832e-03,1.112193430005475283e+08,1.156474000000000000e+08,3.828929141037733075e+00
2.716632000000000075e-03,1.113677000000000000e+08,1.157235745640636832e+08,3.764033888922350801e+00
2.719393000000000071e-03,1.110642928328290433e+08,1.158072000000000000e+08,4.095520112023221415e+00
2.721920000000000069e-03,1.107866000000000000e+08,1.159231948842874616e+08,4.431032882948681362e+00
2.725140000000000028e-03,1.106886596321393996e+08,1.160710000000000000e+08,4.637110361641236800e+00
2.727085000000000186e-03,1.106295000000000000e+08,1.161578960547649115e+08,4.759380328444001051e+00
2.730690999999999934e-03,1.108062826972010136e+08,1.163190000000000000e+08,4.739309401558633006e+00
2.731800999999999847e-03,1.108607000000000000e+08,1.163616716516384333e+08,4.727477333006307347e+00
2.735238000000000079e-03,1.104951986802894622e+08,1.164938000000000000e+08,5.149288047699137394e+00
2.736498999999999876e-03,1.103611000000000000e+08,1.164388560765924305e+08,5.219697514543200967e+00
2.740356000000000215e-03,1.104536243801652938e+08,1.162708000000000000e+08,5.003126855439806064e+00
2.741097000000000065e-03,1.104714000000000000e+08,1.162519946663358957e+08,4.972469231970806369e+00
2.744387000000000042e-03,1.104410113369466960e+08,1.161685000000000000e+08,4.930328499596106973e+00
2.745524999999999962e-03,1.104305000000000000e+08,1.160077797061524540e+08,4.807677312917888912e+00
2.748743000000000106e-03,1.101787485025566071e+08,1.155533000000000000e+08,4.651144967251815920e+00
2.749632000000000118e-03,1.101092000000000000e+08,1.155335121863183230e+08,4.695011935212924037e+00
2.753681000000000011e-03,1.100768000000000000e+08,1.154433874871089756e+08,4.648674648176134738e+00
2.754560999999999989e-03,1.100903858106420189e+08,1.154238000000000000e+08,4.620723099878864204e+00
2.757683999999999830e-03,1.101386000000000000e+08,1.153417228547153771e+08,4.511050057115271628e+00
2.761570999999999991e-03,1.101799000000000000e+08,1.152395666383460760e+08,4.390563749883511946e+00
2.761622999999999942e-03,1.101793091228070110e+08,1.152382000000000000e+08,4.389942638112179552e+00
2.765276000000000105e-03,1.101378000000000000e+08,1.149139423236514330e+08,4.156277495205570105e+00
2.767888999999999940e-03,1.099669802131730169e+08,1.146820000000000000e+08,4.111386082233465800e+00
2.768935000000000146e-03,1.098986000000000000e+08,1.147088749154834449e+08,4.193463599941692266e+00
2.772517999999999858e-03,1.098295000000000000e+08,1.148009330628803223e+08,4.330481408332545357e+00
2.773804999999999847e-03,1.098689803453237414e+08,1.148340000000000000e+08,4.323649489416251157e+00
2.775993000000000037e-03,1.099361000000000000e+08,1.148782658959537596e+08,4.302089570563262022e+00
2.779340999999999843e-03,1.100149790738060772e+08,1.149460000000000000e+08,4.289858652057420230e+00
2.779447999999999901e-03,1.100175000000000000e+08,1.149488725921431780e+08,4.290057380241099949e+00
2.782746999999999912e-03,1.102073000000000000e+08,1.150374397087820470e+08,4.198754528099351013e+00
2.785922000000000138e-03,1.103188000000000000e+08,1.151226778401334882e+08,4.172833650381597259e+00
2.785933999999999893e-03,1.103188283163265288e+08,1.151230000000000000e+08,4.173077216258672451e+00
2.789058000000000075e-03,1.103262000000000000e+08,1.145733362907536030e+08,3.706915088843719897e+00
2.791547000000000125e-03,1.104811997416020781e+08,1.141354000000000000e+08,3.201636178081403106e+00
2.792153999999999817e-03,1.105190000000000000e+08,1.141016329068577439e+08,3.139861205827160884e+00
2.795157999999999844e-03,1.107433000000000000e+08,1.139345219549641758e+08,2.800926269059693663e+00
2.797408999999999833e-03,1.109295733938547522e+08,1.138093000000000000e+08,2.530308688433412723e+00
2.798021999999999836e-03,1.109803000000000000e+08,1.138010382193802297e+08,2.478657720101414608e+00
2.800845000000000157e-03,1.112219000000000000e+08,1.137629909001475573e+08,2.233670968072500873e+00
2.801474999999999885e-03,1.112776966911764443e+08,1.137545000000000000e+08,2.177323366393026927e+00
2.803565000000000050e-03,1.114628000000000000e+08,1.136603329759351909e+08,1.933421201924918842e+00
2.805671999999999940e-03,1.116508713105520010e+08,1.135654000000000000e+08,1.685838018840244645e+00
2.806228000000000021e-03,1.117005000000000000e+08,1.135829322627737224e+08,1.657319656459230961e+00
2.808811999999999941e-03,1.118411000000000000e+08,1.136644131386861205e+08,1.604119608185043067e+00
2.811182000000000177e-03,1.119080000000000000e+08,1.137391459854014665e+08,1.609952289985099760e+00
2.811837000000000190e-03,1.119207361111111194e+08,1.137598000000000000e+08,1.616620184712772357e+00
2.813486000000000025e-03,1.119528000000000000e+08,1.137784039268647432e+08,1.604525871217368449e+00
2.816582000000000200e-03,1.121352000000000000e+08,1.138133328277581632e+08,1.474460668239811145e+00
2.816649999999999970e-03,1.121370079041916132e+08,1.138141000000000000e+08,1.473536315630828542e+00
2.819087000000000068e-03,1.122018000000000000e+08,1.137900796118143499e+08,1.395797961678766130e+00
2.822574999999999910e-03,1.119690115840280950e+08,1.137557000000000000e+08,1.570636386547579644e+00
2.823645000000000061e-03,1.118976000000000000e+08,1.137944724719101191e+08,1.666928481414909902e+00
2.826135000000000019e-03,1.114157329923273623e+08,1.138847000000000000e+08,2.167953208528132336e+00
2.829509999999999924e-03,1.107626000000000000e+08,1.137393071001196653e+08,2.617131382292844588e+00
2.831148999999999818e-03,1.107089179525668025e+08,1.136687000000000000e+08,2.603867245277897702e+00
2.832841000000000005e-03,1.106535000000000000e+08,1.136276966454598010e+08,2.617492682915033342e+00
2.834606999999999839e-03,1.106822243978464156e+08,1.135849000000000000e+08,2.555511870110890094e+00
2.836369999999999950e-03,1.107109000000000000e+08,1.131960473684210628e+08,2.195436524680594470e+00
2.837875000000000120e-03,1.107596357382550389e+08,1.128641000000000000e+08,1.864600224291835140e+00
2.839350000000000034e-03,1.108074000000000000e+08,1.126567870078740120e+08,1.641611710215693742e+00
2.842117999999999815e-03,1.109380000000000000e+08,1.122677413385826796e+08,1.184437597771187844e+00
2.842192999999999803e-03,1.109408658769583553e+08,1.122572000000000000e+08,1.172605519326728851e+00
2.844735000000000145e-03,1.110380000000000000e+08,1.120355630489192158e+08,8.903985678936962023e-01
2.846588000000000156e-03,1.110438653894210756e+08,1.118740000000000000e+08,7.420263962841450178e-01
2.847136000000000111e-03,1.110456000000000000e+08,1.117920619688385278e+08,6.677235893963564539e-01
2.851039999999999998e-03,1.111983000000000000e+08,1.112083282577904016e+08,9.017542073966995642e-03
2.852236000000000181e-03,1.113067381334671527e+08,1.110295000000000000e+08,2.496977230980529372e-01
2.857019000000000138e-03,1.117404000000000000e+08,1.104535830004870892e+08,1.165029657306124955e+00
2.858395000000000120e-03,1.117651412526997775e+08,1.102879000000000000e+08,1.339440911196765560e+00
2.862575000000000015e-03,1.118403000000000000e+08,1.101340481481481493e+08,1.549250100710604316e+00
2.864038000000000174e-03,1.118870337138130665e+08,1.100802000000000000e+08,1.641379388675771489e+00
2.868620000000000111e-03,1.120334000000000000e+08,1.099672891224515587e+08,1.878841330032034129e+00
2.871934999999999939e-03,1.123018238900634050e+08,1.098856000000000000e+08,2.198853980925076002e+00
2.873823000000000176e-03,1.124547000000000000e+08,1.099835465617794693e+08,2.246839200472995568e+00
2.878495999999999919e-03,1.128342000000000000e+08,1.102259746778787374e+08,2.366252899775634688e+00
2.879308000000000128e-03,1.128729951807229072e+08,1.102681000000000000e+08,2.362328888157959828e+00
2.883310000000000040e-03,1.130642000000000000e+08,1.105136795494367927e+08,2.307877595752539257e+00
2.887297999999999948e-03,1.132233399642644376e+08,1.107584000000000000e+08,2.225510628777986444e+00
2.888346999999999876e-03,1.132652000000000000e+08,1.108068711191758364e+08,2.218570794387076717e+00
2.893263999999999992e-03,1.130811000000000000e+08,1.110340708265043348e+08,1.843604542514017508e+00
2.895839999999999786e-03,1.131081624119353443e+08,1.111531000000000000e+08,1.758891485649383135e+00
2.898089999999999868e-03,1.131318000000000000e+08,1.112147087212728411e+08,1.723774940176112880e+00
2.903086000000000035e-03,1.134643000000000000e+08,1.113515074641524255e+08,1.897408112348860199e+00
2.906021999999999859e-03,1.136298006369426697e+08,1.114319000000000000e+08,1.972416010983093271e+00
2.909052000000000079e-03,1.138006000000000000e+08,1.114380829482819289e+08,2.120026645482144811e+00
2.914548999999999786e-03,1.140422305816788524e+08,1.114493000000000000e+08,2.326556184452349463e+00
2.914794000000000065e-03,1.140530000000000000e+08,1.114442784465229660e+08,2.340830404073943605e+00
2.919466999999999809e-03,1.142474987441693544e+08,1.113485000000000000e+08,2.603536414203473370e+00
2.920368000000000009e-03,1.142850000000000000e+08,1.112844741680455804e+08,2.696266351965201480e+00
2.924906000000000120e-03,1.145571454410674721e+08,1.109620000000000000e+08,3.239978948709893558e+00
2.925763999999999969e-03,1.146086000000000000e+08,1.108867762187871635e+08,3.356418058244767355e+00
2.929951999999999990e-03,1.148157015140045434e+08,1.105196000000000000e+08,3.887185181637051734e+00
2.931047999999999900e-03,1.148699000000000000e+08,1.105010911686722487e+08,3.953634109059672053e+00
2.934855000000000103e-03,1.151603057692307830e+08,1.104368000000000000e+08,4.277112130404704615e+00
2.936040000000000004e-03,1.152507000000000000e+08,1.104696087431693971e+08,4.327969756773696552e+00
2.939246999999999867e-03,1.154544388235294074e+08,1.105584000000000000e+08,4.428463891960635834e+00
2.940884999999999853e-03,1.155585000000000000e+08,1.106581518683274090e+08,4.428366142878958911e+00
2.945882999999999835e-03,1.159119000000000000e+08,1.109625229537366629e+08,4.460404210822485283e+00
2.945990999999999801e-03,1.159143230191826522e+08,1.109691000000000000e+08,4.456396437551220835e+00
2.951763000000000043e-03,1.160438199332777262e+08,1.112893000000000000e+08,4.272216586210647371e+00
2.953077000000000132e-03,1.160733000000000000e+08,1.113535199392874390e+08,4.238554886532456045e+00
2.958021999999999822e-03,1.164236866346812695e+08,1.115952000000000000e+08,4.326787025500442141e+00
2.960372000000000177e-03,1.165902000000000000e+08,1.116625724584103674e+08,4.412962582807204548e+00
2.963431999999999785e-03,1.168027874347206652e+08,1.117503000000000000e+08,4.521229414794112778e+00
2.966691000000000033e-03,1.170292000000000000e+08,1.118963573540419340e+08,4.587140070804688108e+00
2.968775999999999794e-03,1.171984598314606547e+08,1.119898000000000000e+08,4.651012709604494866e+00
2.971675000000000011e-03,1.174338000000000000e+08,1.121479165616744608e+08,4.713313987798095184e+00
2.973696999999999972e-03,1.175994735483870953e+08,1.122582000000000000e+08,4.758025292038438714e+00
2.976014999999999824e-03,1.177894000000000000e+08,1.124192007760532051e+08,4.776941293724905613e+00
2.979109000000000184e-03,1.179860844230328202e+08,1.126341000000000000e+08,4.751655513767873096e+00
2.980374000000000044e-03,1.180665000000000000e+08,1.127018843437315971e+08,4.760005289624759328e+00
2.984263000000000020e-03,1.177050000000000000e+08,1.129102743143025339e+08,4.246491928936984017e+00
2.987604000000000041e-03,1.178614867283179164e+08,1.130893000000000000e+08,4.219839302496271927e+00
2.988264000000000024e-03,1.178924000000000000e+08,1.131405482116345018e+08,4.199954714270028866e+00
2.991975999999999924e-03,1.174838000000000000e+08,1.134287805776757896e+08,3.574947558875801512e+00
2.995012999999999929e-03,1.176997698349307626e+08,1.136646000000000000e+08,3.550067334007916742e+00
2.995732000000000082e-03,1.177509000000000000e+08,1.137114227802441865e+08,3.552393524758198140e+00
2.999350000000000020e-03,1.180951000000000000e+08,1.139470344894561768e+08,3.640345296504977846e+00
3.002220999999999796e-03,1.183770513236549646e+08,1.141340000000000000e+08,3.717605028873924411e+00
3.002863000000000147e-03,1.184401000000000000e+08,1.141726371594816446e+08,3.737728186620902004e+00
3.006211999999999860e-03,1.187785000000000000e+08,1.143741883231949210e+08,3.850791635224125820e+00
3.009434000000000067e-03,1.190756000000000000e+08,1.145680963104998767e+08,3.934344581657347462e+00
3.009782999999999816e-03,1.190992157451112419e+08,1.145891000000000000e+08,3.935902930655046372e+00
3.012400000000000147e-03,1.192763000000000000e+08,1.147242804026231617e+08,3.967790934405161174e+00
3.015204000000000061e-03,1.193571000000000000e+08,1.148691202379136831e+08,3.907037637957825549e+00
3.016340000000000167e-03,1.193969790419161767e+08,1.149278000000000000e+08,3.888684062442834932e+00
3.017876000000000065e-03,1.194509000000000000e+08,1.147805278250863105e+08,4.068958614679709207e+00
3.020464999999999955e-03,1.196415000000000000e+08,1.145322936708860993e+08,4.460930769268835583e+00
3.022958000000000069e-03,1.198365000000000000e+08,1.142932640276179612e+08,4.850011082930105744e+00
3.025030000000000167e-03,1.199856044776119441e+08,1.140946000000000000e+08,5.163263184771184733e+00
3.026710000000000164e-03,1.201065000000000000e+08,1.140115980657640249e+08,5.345861331336064559e+00
3.031481999999999840e-03,1.204743000000000000e+08,1.137758330478032678e+08,5.887425099653940563e+00
3.032267999999999856e-03,1.205250771507226378e+08,1.137370000000000000e+08,5.968222434847620939e+00
3.035841000000000060e-03,1.207559000000000000e+08,1.138838250860585272e+08,6.034285297976649254e+00
3.039239999999999910e-03,1.210355656865318865e+08,1.140235000000000000e+08,6.149667118209743322e+00
3.039650000000000078e-03,1.210693000000000000e+08,1.140472862595419884e+08,6.157107258543384809e+00
3.043280000000000204e-03,1.213669000000000000e+08,1.142578816793893278e+08,6.221906284381122809e+00
3.045921000000000045e-03,1.214969975097276270e+08,1.144111000000000000e+08,6.193365424969803357e+00
3.047134999999999861e-03,1.215568000000000000e+08,1.144054228688046634e+08,6.250907476122208095e+00
3.051607999999999925e-03,1.210553000000000000e+08,1.143845053994169086e+08,5.831904047921071310e+00
3.054495999999999861e-03,1.211820725752508342e+08,1.143710000000000000e+08,5.955244402209331156e+00
3.055196000000000040e-03,1.212128000000000000e+08,1.143171131023496538e+08,6.032068787003521670e+00
3.058892000000000121e-03,1.213680000000000000e+08,1.140325902827558517e+08,6.432730940387503260e+00
3.059517999999999786e-03,1.213949781453261375e+08,1.139844000000000000e+08,6.501396809849538272e+00
3.064273000000000170e-03,1.215999000000000000e+08,1.140002975262368768e+08,6.666300561201687458e+00
3.066188000000000073e-03,1.216906970504072160e+08,1.140067000000000000e+08,6.739952169834944939e+00
3.068815999999999818e-03,1.218153000000000000e+08,1.141251416866643727e+08,6.738355983337393162e+00
3.073535000000000069e-03,1.220222000000000000e+08,1.143378229345217645e+08,6.720765594670168319e+00
3.074939000000000058e-03,1.221259346350122094e+08,1.144011000000000000e+08,6.752412900760752734e+00
3.078042000000000018e-03,1.223552000000000000e+08,1.144556068515704125e+08,6.901883940621646119e+00
3.081698999999999810e-03,1.223876000000000000e+08,1.145198451874366701e+08,6.870210835236491675e+00
3.082834999999999916e-03,1.224103377177021056e+08,1.145398000000000000e+08,6.871443566081052445e+00
3.085546000000000209e-03,1.224646000000000000e+08,1.140148140854149312e+08,7.411129845157539364e+00
3.089039999999999928e-03,1.227193476342240721e+08,1.133382000000000000e+08,8.277127777063753911e+00
3.089624999999999923e-03,1.227620000000000000e+08,1.133021236535805911e+08,8.349248929651864159e+00
3.093310000000000157e-03,1.229953000000000000e+08,1.130748735056223869e+08,8.773325308105999198e+00
3.094108999999999835e-03,1.230519350748645961e+08,1.130256000000000000e+08,8.870853218089171932e+00
3.096448999999999816e-03,1.232178000000000000e+08,1.129851903614457846e+08,9.056593705617116186e+00
3.099147000000000013e-03,1.234244000000000000e+08,1.129385983935742974e+08,9.284515440756786475e+00
3.099338000000000093e-03,1.234383158261582702e+08,1.129353000000000000e+08,9.300029154886267690e+00
3.101585999999999926e-03,1.236021000000000000e+08,1.127916238300936073e+08,9.584467181881356268e+00
3.104284000000000123e-03,1.237858000000000000e+08,1.126191868610511124e+08,9.915373614556628468e+00
3.104893999999999970e-03,1.238074671704957634e+08,1.125802000000000000e+08,9.972683625091946169e+00
3.107592000000000167e-03,1.239033000000000000e+08,1.126396978353305012e+08,9.999673632945919266e+00
3.110068000000000121e-03,1.240779551512494683e+08,1.126943000000000000e+08,1.010135841054025718e+01
3.112153999999999789e-03,1.242251000000000000e+08,1.122683224661544710e+08,1.065017920567053800e+01
3.115534000000000098e-03,1.244597666666666865e+08,1.115781000000000000e+08,1.154497761358786967e+01
3.116209999999999900e-03,1.245067000000000000e+08,1.114610704705246389e+08,1.170420261926805949e+01
3.119231999999999994e-03,1.247067415487714112e+08,1.109379000000000000e+08,1.241130537784779619e+01
3.120238999999999912e-03,1.247734000000000000e+08,1.108904080314009786e+08,1.251956072221121019e+01
3.122544000000000101e-03,1.248676153005464524e+08,1.107817000000000000e+08,1.271501999025691987e+01
3.123898999999999860e-03,1.249230000000000000e+08,1.107927059629331231e+08,1.275381254953220100e+01
3.128129999999999800e-03,1.247026000000000000e+08,1.108270721837228090e+08,1.251998049111604239e+01
3.128749000000000113e-03,1.247136789410106689e+08,1.108321000000000000e+08,1.252487225362568246e+01
3.133097000000000052e-03,1.247915000000000000e+08,1.106643143681477159e+08,1.276580053155643490e+01
3.135680999999999972e-03,1.248088107812500000e+08,1.105646000000000000e+08,1.288315679815239179e+01
3.138217000000000003e-03,1.248258000000000000e+08,1.105208300127532929e+08,1.294323430759252958e+01
3.142737999999999955e-03,1.248406376037959605e+08,1.104428000000000000e+08,1.303646557656629490e+01
3.143275000000000062e-03,1.248424000000000000e+08,1.104702699134199172e+08,1.300995290211937672e+01
3.148099000000000123e-03,1.250374000000000000e+08,1.107170387445887476e+08,1.293419822078754322e+01
3.148282000000000077e-03,1.250473748023194522e+08,1.107264000000000000e+08,1.293365882239416464e+01
3.153790000000000066e-03,1.253476000000000000e+08,1.110196088555347174e+08,1.290582023497282549e+01
3.156276999999999867e-03,1.253821319775596112e+08,1.111520000000000000e+08,1.280240749384591581e+01
3.159494000000000104e-03,1.254268000000000000e+08,1.113545301983946860e+08,1.263735725572499824e+01
3.162879999999999858e-03,1.249442652872713953e+08,1.115677000000000000e+08,1.198963973199357547e+01
3.164906999999999790e-03,1.246554000000000000e+08,1.116841227197843343e+08,1.161425363277520084e+01
3.169556999999999930e-03,1.243881908378541321e+08,1.119512000000000000e+08,1.110929658445298607e+01
3.169883999999999983e-03,1.243694000000000000e+08,1.119681911349812448e+08,1.107565348632693336e+01
3.175809999999999831e-03,1.230482000000000000e+08,1.122761099909408540e+08,9.594285026376764947e+00
3.177283999999999838e-03,1.229914155555555522e+08,1.123527000000000000e+08,9.469034171457876070e+00
3.181840000000000016e-03,1.228159000000000000e+08,1.124735746991138756e+08,9.195337952540070248e+00
3.184844999999999950e-03,1.228210810344827622e+08,1.125533000000000000e+08,9.122594392596896640e+00
3.187291999999999990e-03,1.228253000000000000e+08,1.125797105440967232e+08,9.100742404103222327e+00
3.190469000000000031e-03,1.228100384505314827e+08,1.126140000000000000e+08,9.053970599154174792e+00
3.192183999999999820e-03,1.228018000000000000e+08,1.126391880089862347e+08,9.022270286787758664e+00
3.194030000000000046e-03,1.228216913574761152e+08,1.126663000000000000e+08,9.013690302669134624e+00
3.196684999999999891e-03,1.228503000000000000e+08,1.126355541411729604e+08,9.068846810150443360e+00
3.200720000000000214e-03,1.228275000000000000e+08,1.125888273839725405e+08,9.093862023368915359e+00
3.200731000000000062e-03,1.228270096010296047e+08,1.125887000000000000e+08,9.093549886471381072e+00
3.204605000000000127e-03,1.226543000000000000e+08,1.121914612698412687e+08,9.325877933788262908e+00
3.206401000000000216e-03,1.226512927778898478e+08,1.120073000000000000e+08,9.502945591840752826e+00
3.209562000000000005e-03,1.226460000000000000e+08,1.119757182484361082e+08,9.529103200651196204e+00
3.211995999999999948e-03,1.226589225717354566e+08,1.119514000000000000e+08,9.564438293523311430e+00
3.216079000000000160e-03,1.226806000000000000e+08,1.118673086288640201e+08,9.666176386714225188e+00
3.217269000000000032e-03,1.226561841371918619e+08,1.118428000000000000e+08,9.668377523802929474e+00
3.222479999999999789e-03,1.225492672791303098e+08,1.119669000000000000e+08,9.451335420673707688e+00
3.222609999999999884e-03,1.225466000000000000e+08,1.119659036647546142e+08,9.449927155436382620e+00
3.228032000000000037e-03,1.226790000000000000e+08,1.119243488209050298e+08,9.608857493827327900e+00
3.228756000000000161e-03,1.226865336391998529e+08,1.119188000000000000e+08,9.621023133914814451e+00
3.233480999999999855e-03,1.227357000000000000e+08,1.121739048772169054e+08,9.415554477080746665e+00
3.237551999999999878e-03,1.227583166666666716e+08,1.123937000000000000e+08,9.221706080204381095e+00
3.239006999999999910e-03,1.227664000000000000e+08,1.123563449750534594e+08,9.265213306162541684e+00
3.244463999999999855e-03,1.231068000000000000e+08,1.122162443763364255e+08,9.704972470064340939e+00
3.244566999999999850e-03,1.231043222141163647e+08,1.122136000000000000e+08,9.705349631520924447e+00
3.249946999999999992e-03,1.229749000000000000e+08,1.124747071856287420e+08,9.335603601120467943e+00
3.251247000000000078e-03,1.230572920799143761e+08,1.125378000000000000e+08,9.347518860253511974e+00
3.255553000000000006e-03,1.233302000000000000e+08,1.127915246458923370e+08,9.343499334009102597e+00
3.260778000000000201e-03,1.237055075809661895e+08,1.130994000000000000e+08,9.377686867451275887e+00
3.261079999999999968e-03,1.237272000000000000e+08,1.130909041950936317e+08,9.405085122104644313e+00
3.266595000000000176e-03,1.241295000000000000e+08,1.129357572942371964e+08,9.911601935425274235e+00
3.267667000000000141e-03,1.242026234349630177e+08,1.129056000000000000e+08,1.000572463630060760e+01
3.272137999999999956e-03,1.245076000000000000e+08,1.124285883802817017e+08,1.074371900753738984e+01
3.272211000000000130e-03,1.245038495910780579e+08,1.124208000000000000e+08,1.074805515623270580e+01
3.277518000000000098e-03,1.242312000000000000e+08,1.126984602637703717e+08,1.023327178493591560e+01
3.278656000000000018e-03,1.241801720963682085e+08,1.127580000000000000e+08,1.012981083060023124e+01
3.283079999999999853e-03,1.239818000000000000e+08,1.130220852822966278e+08,9.696967358484990029e+00
3.283881000000000213e-03,1.239050299661399275e+08,1.130699000000000000e+08,9.582682894510323734e+00
3.288395999999999854e-03,1.234723000000000000e+08,1.132636482360487431e+08,9.013175827319077626e+00
3.288558000000000019e-03,1.234732324524076134e+08,1.132706000000000000e+08,9.007308562334456425e+00
3.292860999999999792e-03,1.234980000000000000e+08,1.133886928338299990e+08,8.915621931531648059e+00
3.295605000000000062e-03,1.236418562085915953e+08,1.134640000000000000e+08,8.970119340576390599e+00
3.297539999999999846e-03,1.237433000000000000e+08,1.135466726705574393e+08,8.980119883412962523e+00
3.300574000000000129e-03,1.239196784688995332e+08,1.136763000000000000e+08,9.011006224604013681e+00
3.302555999999999894e-03,1.240349000000000000e+08,1.135767844071673751e+08,9.207969434440736123e+00
3.303196999999999904e-03,1.240654410284226537e+08,1.135446000000000000e+08,9.265822441950257726e+00
3.307164999999999931e-03,1.242545000000000000e+08,1.137195377593360990e+08,9.263986161251350993e+00
3.308980999999999902e-03,1.242055944459496140e+08,1.137996000000000000e+08,9.144139738583980659e+00
3.310856000000000042e-03,1.241551000000000000e+08,1.138566301291248202e+08,9.045120920227205374e+00
3.313860000000000069e-03,1.241268014492753595e+08,1.139480000000000000e+08,8.932847833463824827e+00
3.315133999999999963e-03,1.241148000000000000e+08,1.140126600508905798e+08,8.860542280655709035e+00
3.318969000000000173e-03,1.241645625074745864e+08,1.142073000000000000e+08,8.718586734363379165e+00
3.320150999999999918e-03,1.241799000000000000e+08,1.142694211170994490e+08,8.672905477262045082e+00
3.324809000000000184e-03,1.233185000000000000e+08,1.145142266699330509e+08,7.688366403105272084e+00
3.325091999999999978e-03,1.232892630449988544e+08,1.145291000000000000e+08,7.648853474792742801e+00
3.329097999999999953e-03,1.228754000000000000e+08,1.145345125511111170e+08,7.282422793886476953e+00
3.330716999999999966e-03,1.219223104160247147e+08,1.145367000000000000e+08,6.448247955480396421e+00
3.332343000000000197e-03,1.209651000000000000e+08,1.145445604075109810e+08,5.605276732170345610e+00
