time,subcycling_density,trapezoid_density,relative_difference_percent
8.682185000000000290e-06,5.056970585503472900e+10,4.871066000000000000e+10,3.816507218409130431e+00
8.682344000000000232e-06,5.057106681712963104e+10,4.871228000000000000e+10,3.815848523472173959e+00
8.682503000000000174e-06,5.057242777922454071e+10,4.871392000000000000e+10,3.815147249953485087e+00
8.682693999999999306e-06,5.057406264564042664e+10,4.871594000000000000e+10,3.814198485424743268e+00
8.682923000000000756e-06,5.057602277343750763e+10,4.871835000000000000e+10,3.813086390318037200e+00
8.683197999999999665e-06,5.057837663869598389e+10,4.872119000000000000e+10,3.811866333100615734e+00
8.683528000000000728e-06,5.058120127700617981e+10,4.872461000000000000e+10,3.810376885533162117e+00
8.683924000000000647e-06,5.058459084297840118e+10,4.872880000000000000e+10,3.808406615755777214e+00
8.684162000000000017e-06,5.058662800636574554e+10,4.873128000000000000e+10,3.807304069102526167e+00
8.684398999999999995e-06,5.058865661024305725e+10,4.873369000000000000e+10,3.806333175762100840e+00
8.684683999999999603e-06,5.059109607060185242e+10,4.873667000000000000e+10,3.804991335275578646e+00
8.684856000000000116e-06,5.059256830632716370e+10,4.873850000000000000e+10,3.804114419457233609e+00
8.685026999999999542e-06,5.059403198254243469e+10,4.874030000000000000e+10,3.803283899652719846e+00
8.685232000000000331e-06,5.059578668209877014e+10,4.874240000000000000e+10,3.802411621296387434e+00
8.685477999999999921e-06,5.059789232156636047e+10,4.874496000000000000e+10,3.801279807320306237e+00
8.685773999999999622e-06,5.060042593653549194e+10,4.874809000000000000e+10,3.799812334258618307e+00
8.685951000000000484e-06,5.060194096981095886e+10,4.874995000000000000e+10,3.798959731878615020e+00
8.686129000000000739e-06,5.060346456259645844e+10,4.875176000000000000e+10,3.798231207645546448e+00
8.686341000000000662e-06,5.060527917872299957e+10,4.875397000000000000e+10,3.797248057384864595e+00
8.686596999999999258e-06,5.060747041329089355e+10,4.875668000000000000e+10,3.795973009833510936e+00
8.686902999999999658e-06,5.061008962336033630e+10,4.875989000000000000e+10,3.794511479333395609e+00
8.687270999999999652e-06,5.061323952305169678e+10,4.876367000000000000e+10,3.792925190109146083e+00
8.687491999999999188e-06,5.061513117476851654e+10,4.876599000000000000e+10,3.791866369919930868e+00
8.687713000000000417e-06,5.061702282648534393e+10,4.876835000000000000e+10,3.790722520826199204e+00
8.687976999999999235e-06,5.061928253713348389e+10,4.877111000000000000e+10,3.789482210131128959e+00
8.688135999999999177e-06,5.062064349922838593e+10,4.877273000000000000e+10,3.788825229238522940e+00
8.688295000000000813e-06,5.062200446132331085e+10,4.877438000000000000e+10,3.788104454271506327e+00
8.688485999999999944e-06,5.062363932773919678e+10,4.877640000000000000e+10,3.787157985704555418e+00
8.688714999999999701e-06,5.062559945553626251e+10,4.877881000000000000e+10,3.786048604991106625e+00
8.688988999999999217e-06,5.062794476128471375e+10,4.878164000000000000e+10,3.784835362822393190e+00
8.689319000000000280e-06,5.063076939959490967e+10,4.878507000000000000e+10,3.783328382217981289e+00
8.689714000000000807e-06,5.063415040605710602e+10,4.878927000000000000e+10,3.781324061739611775e+00
8.689951000000000785e-06,5.063617900993441772e+10,4.879174000000000000e+10,3.780227985176215277e+00
8.690189000000000155e-06,5.063821617332176208e+10,4.879416000000000000e+10,3.779255905464428356e+00
8.690473000000000371e-06,5.064064707417053223e+10,4.879715000000000000e+10,3.777878573175958543e+00
8.690643999999999797e-06,5.064211075038580322e+10,4.879897000000000000e+10,3.777007486809257131e+00
8.690814999999999223e-06,5.064357442660107422e+10,4.880076000000000000e+10,3.776200261227641519e+00
8.691020000000000012e-06,5.064532912615740967e+10,4.880287000000000000e+10,3.775308964733856243e+00
8.691265999999999602e-06,5.064743476562500000e+10,4.880544000000000000e+10,3.774158711866955951e+00
8.691560999999999910e-06,5.064995982108410645e+10,4.880857000000000000e+10,3.772677259514274795e+00
8.691914999999999941e-06,5.065298988763503265e+10,4.881227000000000000e+10,3.771018818905641723e+00
8.692127999999999256e-06,5.065481306327159882e+10,4.881446000000000000e+10,3.770098170238078694e+00
8.692339999999999179e-06,5.065662767939813995e+10,4.881668000000000000e+10,3.769096299457767252e+00
8.692595000000000077e-06,5.065881035445601654e+10,4.881939000000000000e+10,3.767806919455602532e+00
8.692901000000000477e-06,5.066142956452546692e+10,4.882259000000000000e+10,3.766370371841123443e+00
8.693085000000000474e-06,5.066300451437114716e+10,4.882448000000000000e+10,3.765579304420952678e+00
8.693267999999999384e-06,5.066457090470678711e+10,4.882639000000000000e+10,3.764728264175965844e+00
8.693489000000000614e-06,5.066646255642361450e+10,4.882873000000000000e+10,3.763629642678837595e+00
8.693752999999999431e-06,5.066872226707175446e+10,4.883151000000000000e+10,3.762349898808688309e+00
8.694069999999999923e-06,5.067143563175154114e+10,4.883479000000000000e+10,3.760936888950563883e+00
8.694451000000000487e-06,5.067469680507331085e+10,4.883877000000000000e+10,3.759158564135236968e+00
8.694680000000000244e-06,5.067665693287037659e+10,4.884121000000000000e+10,3.757988249820953808e+00
8.694908000000000609e-06,5.067860850115740967e+10,4.884360000000000000e+10,3.756906741430626973e+00
8.695182000000000125e-06,5.068095380690586853e+10,4.884642000000000000e+10,3.755718038099554956e+00
8.695511000000000101e-06,5.068376988570601654e+10,4.884988000000000000e+10,3.754133860115964172e+00
8.695708000000000669e-06,5.068545610918210602e+10,4.885199000000000000e+10,3.753104242390342904e+00
8.695906000000000629e-06,5.068715089216821289e+10,4.885405000000000000e+10,3.752198419922632588e+00
8.696143000000000606e-06,5.068917949604553223e+10,4.885649000000000000e+10,3.751168976824843959e+00
8.696427000000000822e-06,5.069161039689429474e+10,4.885948000000000000e+10,3.749795120403030868e+00
8.696596999999999162e-06,5.069306551359953308e+10,4.886129000000000000e+10,3.748929906679772550e+00
8.696768000000000283e-06,5.069452918981481934e+10,4.886308000000000000e+10,3.748124739199451660e+00
8.696972999999999377e-06,5.069628388937113953e+10,4.886521000000000000e+10,3.747193329100886761e+00
8.697217999999999575e-06,5.069838096932869720e+10,4.886777000000000000e+10,3.746049736521018581e+00
8.697512999999999883e-06,5.070090602478781128e+10,4.887089000000000000e+10,3.744593202186027980e+00
8.697866000000000522e-06,5.070392753182870483e+10,4.887460000000000000e+10,3.742900262771879039e+00
8.698078999999999837e-06,5.070575070746527863e+10,4.887680000000000000e+10,3.741960822855176172e+00
8.698290999999999760e-06,5.070756532359181976e+10,4.887902000000000000e+10,3.740961507804001940e+00
8.698544999999999571e-06,5.070973943913965607e+10,4.888172000000000000e+10,3.739679043903643141e+00
8.698850999999999971e-06,5.071235864920910645e+10,4.888493000000000000e+10,3.738224948279779358e+00
8.699216999999999486e-06,5.071549142988039398e+10,4.888873000000000000e+10,3.736569614061142186e+00
8.699656999999999773e-06,5.071925761429397583e+10,4.889338000000000000e+10,3.734406609430511281e+00
8.699921000000000284e-06,5.072151732494213104e+10,4.889619000000000000e+10,3.733066574189381814e+00
8.700185000000000795e-06,5.072377703559028625e+10,4.889892000000000000e+10,3.731896400964042293e+00
8.700344000000000738e-06,5.072513799768518829e+10,4.890056000000000000e+10,3.731200619553617148e+00
8.700501999999999593e-06,5.072649040027005768e+10,4.890224000000000000e+10,3.730402534260307768e+00
8.700691999999999332e-06,5.072811670717591858e+10,4.890426000000000000e+10,3.729443421035138151e+00
8.700919999999999697e-06,5.073006827546295929e+10,4.890665000000000000e+10,3.728364701861524466e+00
8.701193999999999213e-06,5.073241358121141052e+10,4.890949000000000000e+10,3.727136760598833476e+00
8.701521999999999797e-06,5.073522110050154114e+10,4.891296000000000000e+10,3.725517941464882021e+00
8.701719000000000364e-06,5.073690732397762299e+10,4.891505000000000000e+10,3.724533295943933453e+00
8.701915999999999238e-06,5.073859354745369720e+10,4.891711000000000000e+10,3.723612346382885185e+00
8.702152999999999215e-06,5.074062215133100891e+10,4.891957000000000000e+10,3.722543250750177890e+00
8.702436999999999432e-06,5.074305305217977905e+10,4.892257000000000000e+10,3.721151714187907800e+00
8.702776999999999499e-06,5.074596328559027100e+10,4.892618000000000000e+10,3.719446900596513395e+00
8.703185999999999990e-06,5.074946412519290161e+10,4.893044000000000000e+10,3.717571567296148238e+00
8.703431000000000188e-06,5.075156120515046692e+10,4.893300000000000000e+10,3.716431048884120791e+00
8.703676000000000386e-06,5.075365828510802460e+10,4.893562000000000000e+10,3.715163484406705408e+00
8.703969999999999608e-06,5.075617478105709076e+10,4.893873000000000000e+10,3.713714640852124216e+00
8.704147000000000471e-06,5.075768981433256531e+10,4.894056000000000000e+10,3.712932206604430796e+00
8.704323000000000247e-06,5.075919628809799194e+10,4.894240000000000000e+10,3.712111151267596387e+00
8.704535000000000169e-06,5.076101090422454071e+10,4.894465000000000000e+10,3.711050961084696453e+00
8.704788999999999981e-06,5.076318501977237701e+10,4.894734000000000000e+10,3.709793054683618863e+00
8.705093999999999294e-06,5.076579567033177948e+10,4.895052000000000000e+10,3.708388941183422993e+00
8.705276999999999899e-06,5.076736206066743469e+10,4.895244000000000000e+10,3.707521138205643219e+00
8.705460000000000504e-06,5.076892845100308990e+10,4.895439000000000000e+10,3.706589850273060094e+00
8.705680000000000647e-06,5.077081154320988464e+10,4.895672000000000000e+10,3.705500579307364983e+00
8.705943000000000072e-06,5.077306269434799194e+10,4.895947000000000000e+10,3.704273543704603266e+00
8.706260000000000564e-06,5.077577605902777863e+10,4.896278000000000000e+10,3.702804577329511737e+00
8.706639000000000649e-06,5.077902011332948303e+10,4.896683000000000000e+10,3.700852420566091094e+00
8.706866999999999320e-06,5.078097168161650848e+10,4.896922000000000000e+10,3.699776475133784714e+00
8.707094999999999684e-06,5.078292324990354156e+10,4.897158000000000000e+10,3.698764160567295622e+00
8.707367999999999808e-06,5.078525999614197540e+10,4.897446000000000000e+10,3.697437391125855122e+00
8.707532000000000100e-06,5.078666375578703308e+10,4.897622000000000000e+10,3.696577146596926600e+00
8.707696000000000392e-06,5.078806751543209839e+10,4.897796000000000000e+10,3.695759307721469877e+00
8.707891999999999873e-06,5.078974517939814758e+10,4.898001000000000000e+10,3.694844446536755367e+00
8.708128999999999851e-06,5.079177378327545929e+10,4.898248000000000000e+10,3.693756998983023010e+00
8.708412000000000675e-06,5.079419612461420441e+10,4.898549000000000000e+10,3.692330370920458904e+00
8.708752000000000742e-06,5.079710635802469635e+10,4.898909000000000000e+10,3.690651036842481414e+00
8.708956000000000444e-06,5.079885249807099152e+10,4.899121000000000000e+10,3.689728214655223937e+00
8.709160000000000146e-06,5.080059863811728668e+10,4.899335000000000000e+10,3.688763144625315071e+00
8.709403999999999258e-06,5.080268715856480408e+10,4.899595000000000000e+10,3.687523476052212423e+00
8.709698000000000174e-06,5.080520365451388550e+10,4.899907000000000000e+10,3.686057009885872038e+00
8.710051000000000812e-06,5.080822516155478668e+10,4.900274000000000000e+10,3.684457566158109820e+00
8.710261999999999649e-06,5.081003121817129517e+10,4.900497000000000000e+10,3.683424799915794523e+00
8.710473999999999572e-06,5.081184583429783630e+10,4.900724000000000000e+10,3.682324967286132456e+00
8.710726999999999991e-06,5.081401139033564758e+10,4.900993000000000000e+10,3.681052779172807377e+00
8.711031999999999304e-06,5.081662204089505005e+10,4.901309000000000000e+10,3.679694630342730921e+00
8.711214999999999909e-06,5.081818843123070526e+10,4.901503000000000000e+10,3.678786754248044577e+00
8.711396999999999427e-06,5.081974626205632019e+10,4.901699000000000000e+10,3.677819184850641410e+00
8.711616999999999571e-06,5.082162935426311493e+10,4.901932000000000000e+10,3.676732672471007213e+00
8.711880000000000689e-06,5.082388050540123749e+10,4.902205000000000000e+10,3.675551115061972407e+00
8.712195000000000703e-06,5.082657675106095886e+10,4.902539000000000000e+10,3.673987603282623304e+00
8.712385000000000441e-06,5.082820305796681976e+10,4.902742000000000000e+10,3.673012077663519115e+00
8.712574000000000788e-06,5.082982080536265564e+10,4.902943000000000000e+10,3.672061464640024475e+00
8.712801999999999458e-06,5.083177237364968109e+10,4.903180000000000000e+10,3.671030583518616996e+00
8.713074000000000190e-06,5.083410056037808228e+10,4.903468000000000000e+10,3.669689616365564344e+00
8.713402000000000774e-06,5.083690807966821289e+10,4.903818000000000000e+10,3.668015574126553879e+00
8.713598000000000255e-06,5.083858574363426208e+10,4.904026000000000000e+10,3.667039578571284153e+00
8.713795000000000823e-06,5.084027196711034393e+10,4.904230000000000000e+10,3.666165671492454425e+00
8.714030000000000322e-06,5.084228345196759033e+10,4.904479000000000000e+10,3.665003870885348736e+00
8.714312999999999451e-06,5.084470579330632019e+10,4.904783000000000000e+10,3.663517414137017258e+00
8.714482999999999485e-06,5.084616091001156616e+10,4.904962000000000000e+10,3.662700975077005872e+00
8.714652000000000127e-06,5.084760746720678711e+10,4.905139000000000000e+10,3.661909412163013577e+00
8.714855999999999829e-06,5.084935360725308228e+10,4.905353000000000000e+10,3.660946739721040455e+00
8.715100000000000635e-06,5.085144212770062256e+10,4.905615000000000000e+10,3.659667804547692249e+00
8.715393999999999857e-06,5.085395862364968872e+10,4.905927000000000000e+10,3.658204909387540393e+00
8.715569999999999633e-06,5.085546509741511536e+10,4.906111000000000000e+10,3.657387893211375030e+00
8.715745999999999409e-06,5.085697157118054962e+10,4.906296000000000000e+10,3.656549811060216815e+00
8.715956999999999939e-06,5.085877762779706573e+10,4.906521000000000000e+10,3.655477328634822332e+00
8.716210000000000358e-06,5.086094318383487701e+10,4.906791000000000000e+10,3.654186990713231609e+00
8.716514000000000279e-06,5.086354527488426208e+10,4.907111000000000000e+10,3.652730241651884313e+00
8.716696999999999190e-06,5.086511166521989441e+10,4.907304000000000000e+10,3.651845626885748874e+00
8.716879000000000402e-06,5.086666949604552460e+10,4.907499000000000000e+10,3.650901398136860543e+00
8.717097999999999459e-06,5.086854402874227905e+10,4.907733000000000000e+10,3.649778887201645006e+00
8.717359999999999492e-06,5.087078662037036133e+10,4.908010000000000000e+10,3.648498312697735724e+00
8.717676000000000591e-06,5.087349142554012299e+10,4.908343000000000000e+10,3.646977046103181408e+00
8.718053999999999590e-06,5.087672692033178711e+10,4.908748000000000000e+10,3.645016856297750962e+00
8.718281000000000563e-06,5.087866992910879517e+10,4.908989000000000000e+10,3.643886611089972138e+00
8.718507999999999841e-06,5.088061293788579559e+10,4.909227000000000000e+10,3.642819812336638208e+00
8.718780000000000573e-06,5.088294112461419678e+10,4.909516000000000000e+10,3.641461041402445531e+00
8.718943999999999170e-06,5.088434488425924683e+10,4.909692000000000000e+10,3.640604918311060700e+00
8.719107000000000070e-06,5.088574008439428711e+10,4.909866000000000000e+10,3.639773640246571240e+00
8.719302999999999551e-06,5.088741774836032867e+10,4.910073000000000000e+10,3.638821150643440028e+00
8.719538000000000744e-06,5.088942923321759796e+10,4.910323000000000000e+10,3.637641013060847417e+00
8.719820999999999874e-06,5.089185157455632019e+10,4.910625000000000000e+10,3.636200228191564854e+00
8.720160000000000549e-06,5.089475324845679474e+10,4.910987000000000000e+10,3.634469503700162196e+00
8.720565999999999474e-06,5.089822840952931213e+10,4.911416000000000000e+10,3.632492970518710340e+00
8.720810000000000280e-06,5.090031692997685242e+10,4.911676000000000000e+10,3.631259329762086097e+00
8.721053999999999392e-06,5.090240545042437744e+10,4.911940000000000000e+10,3.629941429301614786e+00
8.721346999999999222e-06,5.090491338686341858e+10,4.912251000000000000e+10,3.628485976924669565e+00
8.721523000000000692e-06,5.090641986062886047e+10,4.912436000000000000e+10,3.627650030715638074e+00
8.721697999999999381e-06,5.090791777488424683e+10,4.912633000000000000e+10,3.626543596650201540e+00
8.721873999999999158e-06,5.090942424864968109e+10,4.912822000000000000e+10,3.625623416947899358e+00
8.722050000000000628e-06,5.091093072241512299e+10,4.913016000000000000e+10,3.624597848684235402e+00
8.722260000000000072e-06,5.091272821952159882e+10,4.913243000000000000e+10,3.623468693735682589e+00
8.722513000000000491e-06,5.091489377555941772e+10,4.913510000000000000e+10,3.622245147683463617e+00
8.722817000000000412e-06,5.091749586660879517e+10,4.913828000000000000e+10,3.620834645837817778e+00
8.723180999999999448e-06,5.092061152826002502e+10,4.914216000000000000e+10,3.618993402528551506e+00
8.723400000000000200e-06,5.092248606095678711e+10,4.914448000000000000e+10,3.617916113786914245e+00
8.723617999999999865e-06,5.092435203414351654e+10,4.914675000000000000e+10,3.616926926284070642e+00
8.723879999999999897e-06,5.092659462577159882e+10,4.914950000000000000e+10,3.615692175447561052e+00
8.724194999999999910e-06,5.092929087143132019e+10,4.915285000000000000e+10,3.614115705256806255e+00
8.724384000000000257e-06,5.093090861882715607e+10,4.915484000000000000e+10,3.613212084155204895e+00
8.724573000000000603e-06,5.093252636622299194e+10,4.915681000000000000e+10,3.612350692046518486e+00
8.724799000000000489e-06,5.093446081548996735e+10,4.915919000000000000e+10,3.611269460481279836e+00
8.725070999999999527e-06,5.093678900221835327e+10,4.916207000000000000e+10,3.609935468987277130e+00
8.725398000000000718e-06,5.093958796199845886e+10,4.916553000000000000e+10,3.608336901887275516e+00
8.725789000000000288e-06,5.094293473042052460e+10,4.916962000000000000e+10,3.606525188562621942e+00
8.726023999999999787e-06,5.094494621527777100e+10,4.917210000000000000e+10,3.605390486226479840e+00
8.726258999999999286e-06,5.094695770013501740e+10,4.917461000000000000e+10,3.604192692397595987e+00
8.726541000000000717e-06,5.094937148196373749e+10,4.917759000000000000e+10,3.602822915811322524e+00
8.726709999999999665e-06,5.095081803915894318e+10,4.917935000000000000e+10,3.602056633849254119e+00
8.726879000000000306e-06,5.095226459635416412e+10,4.918112000000000000e+10,3.601269341475273666e+00
8.727082000000000616e-06,5.095400217689043427e+10,4.918328000000000000e+10,3.600252315198242847e+00
8.727325999999999728e-06,5.095609069733795929e+10,4.918586000000000000e+10,3.599064237847949599e+00
8.727618000000000165e-06,5.095859007426697540e+10,4.918892000000000000e+10,3.597700608728501059e+00
8.727969000000000325e-06,5.096159446228780365e+10,4.919261000000000000e+10,3.596037011022191532e+00
8.728390000000000299e-06,5.096519801601080322e+10,4.919710000000000000e+10,3.593906990474648122e+00
8.728895000000000051e-06,5.096952056857638550e+10,4.920242000000000000e+10,3.591491167662862249e+00
8.729045999999999773e-06,5.097081305459104156e+10,4.920400000000000000e+10,3.590791510021626998e+00
8.729198000000000580e-06,5.097211410011573792e+10,4.920560000000000000e+10,3.590067187709808927e+00
8.729380000000000098e-06,5.097367193094135284e+10,4.920753000000000000e+10,3.589170053732330778e+00
8.729597999999999763e-06,5.097553790412808228e+10,4.920984000000000000e+10,3.588099258457418728e+00
8.729859999999999796e-06,5.097778049575616455e+10,4.921259000000000000e+10,3.586867701448277046e+00
8.730174000000000416e-06,5.098046818190586090e+10,4.921590000000000000e+10,3.585362010866124383e+00
8.730551000000000023e-06,5.098369511718749237e+10,4.921991000000000000e+10,3.583478956356263900e+00
8.731002999999999795e-06,5.098756401572144318e+10,4.922468000000000000e+10,3.581301119116352183e+00
8.731275000000000527e-06,5.098989220244984436e+10,4.922753000000000000e+10,3.580033778761283259e+00
8.731546000000000172e-06,5.099221182966820526e+10,4.923041000000000000e+10,3.578686079738529813e+00
8.731872000000000277e-06,5.099500222993827057e+10,4.923388000000000000e+10,3.577053504493796776e+00
8.732262999999999847e-06,5.099834899836033630e+10,4.923799000000000000e+10,3.575204833423005990e+00
8.732496999999999953e-06,5.100035192370755768e+10,4.924045000000000000e+10,3.574097969672408670e+00
8.732731999999999452e-06,5.100236340856480408e+10,4.924295000000000000e+10,3.572924466476528949e+00
8.733012999999999797e-06,5.100476863088348389e+10,4.924595000000000000e+10,3.571499038770668211e+00
8.733350999999999387e-06,5.100766174527391052e+10,4.924949000000000000e+10,3.569928836367464164e+00
8.733553999999999696e-06,5.100939932581018066e+10,4.925162000000000000e+10,3.568977681973061422e+00
8.733756000000000613e-06,5.101112834683641815e+10,4.925380000000000000e+10,3.567904094377323698e+00
8.733999999999999725e-06,5.101321686728394318e+10,4.925638000000000000e+10,3.566719412356213148e+00
8.734291000000000770e-06,5.101570768470293427e+10,4.925944000000000000e+10,3.565342368291101405e+00
8.734465999999999460e-06,5.101720559895832062e+10,4.926128000000000000e+10,3.564514764858567553e+00
8.734641999999999236e-06,5.101871207272375488e+10,4.926317000000000000e+10,3.563599485627406249e+00
8.734852000000000374e-06,5.102050956983024597e+10,4.926541000000000000e+10,3.562539253870506517e+00
8.735103999999999707e-06,5.102266656635801697e+10,4.926807000000000000e+10,3.561325958897957555e+00
8.735406000000000843e-06,5.102525153838734436e+10,4.927127000000000000e+10,3.559846414324908448e+00
8.735769000000000487e-06,5.102835864052854919e+10,4.927516000000000000e+10,3.557976555588148404e+00
8.735987000000000152e-06,5.103022461371527100e+10,4.927748000000000000e+10,3.556887677119997093e+00
8.736204999999999817e-06,5.103209058690200043e+10,4.927976000000000000e+10,3.555882956617484325e+00
8.736466000000000457e-06,5.103432461902005768e+10,4.928253000000000000e+10,3.554595551446035451e+00
8.736779999999999384e-06,5.103701230516973877e+10,4.928590000000000000e+10,3.552968100754452685e+00
8.737157000000000685e-06,5.104023924045138550e+10,4.928989000000000000e+10,3.551132373091896888e+00
8.737381999999999484e-06,5.104216513020832062e+10,4.929225000000000000e+10,3.550081666404598213e+00
8.737607999999999370e-06,5.104409957947529602e+10,4.929465000000000000e+10,3.548964399737691622e+00
8.737879000000000709e-06,5.104641920669367218e+10,4.929756000000000000e+10,3.547557336902013247e+00
8.738205000000000814e-06,5.104920960696373749e+10,4.930102000000000000e+10,3.545950179050529893e+00
8.738399999999999209e-06,5.105087871141973877e+10,4.930306000000000000e+10,3.545051182258745825e+00
8.738594999999999298e-06,5.105254781587576294e+10,4.930512000000000000e+10,3.544110258479774789e+00
8.738828999999999404e-06,5.105455074122298431e+10,4.930763000000000000e+10,3.542901456068734412e+00
8.739109999999999749e-06,5.105695596354165649e+10,4.931063000000000000e+10,3.541479724638797677e+00
8.739446999999999946e-06,5.105984051842205811e+10,4.931417000000000000e+10,3.539896379523488346e+00
8.739648999999999169e-06,5.106156953944828796e+10,4.931632000000000000e+10,3.538888423646143533e+00
8.739851999999999479e-06,5.106330711998455811e+10,4.931850000000000000e+10,3.537834930065914651e+00
8.740094999999999199e-06,5.106538708092205811e+10,4.932109000000000000e+10,3.536615028017543683e+00
8.740386000000000243e-06,5.106787789834104156e+10,4.932415000000000000e+10,3.535241658175643398e+00
8.740734999999999924e-06,5.107086516734181213e+10,4.932786000000000000e+10,3.533510611126880363e+00
8.740944999999999368e-06,5.107266266444828796e+10,4.933012000000000000e+10,3.532411160662670024e+00
8.741155000000000507e-06,5.107446016155477905e+10,4.933236000000000000e+10,3.531353783915423872e+00
8.741406999999999839e-06,5.107661715808255005e+10,4.933500000000000000e+10,3.530185787133981901e+00
8.741648000000000774e-06,5.107868000000000000e+10,4.933756162251657104e+10,3.528991543612931991e+00
8.741708999999999282e-06,5.107921211774948120e+10,4.933821000000000000e+10,3.528709529084012697e+00
8.742070999999999534e-06,5.108236993127928925e+10,4.934211000000000000e+10,3.526926455474419519e+00
8.742288999999999198e-06,5.108427159799060822e+10,4.934442000000000000e+10,3.525933829986466872e+00
8.742505999999999471e-06,5.108616454146013641e+10,4.934669000000000000e+10,3.525007536392281260e+00
8.742767000000000111e-06,5.108844130756864929e+10,4.934946000000000000e+10,3.523810204951886682e+00
8.743079999999999645e-06,5.109117168225049591e+10,4.935285000000000000e+10,3.522231608206002118e+00
8.743455999999999860e-06,5.109445162116542816e+10,4.935683000000000000e+10,3.520529217872031325e+00
8.743681999999999746e-06,5.109642307381111145e+10,4.935919000000000000e+10,3.519573708181012783e+00
8.743907000000000239e-06,5.109838580321499634e+10,4.936159000000000000e+10,3.518516731764508076e+00
8.744177999999999885e-06,5.110074980174145508e+10,4.936452000000000000e+10,3.517161316956905814e+00
8.744501999999999511e-06,5.110357613208304596e+10,4.936797000000000000e+10,3.515652217587731609e+00
8.744696999999999600e-06,5.110527716423307800e+10,4.937000000000000000e+10,3.514841329214255516e+00
8.744891999999999688e-06,5.110697819638311005e+10,4.937208000000000000e+10,3.513925676988107760e+00
8.745125999999999795e-06,5.110901943496315002e+10,4.937460000000000000e+10,3.512776680647843097e+00
8.745406000000000748e-06,5.111146194266577148e+10,4.937759000000000000e+10,3.511455181724688401e+00
8.745742999999999250e-06,5.111440167515068817e+10,4.938113000000000000e+10,3.509987874215693360e+00
8.746146999999999391e-06,5.111792586483589172e+10,4.938545000000000000e+10,3.508069410799925070e+00
8.746388999999999718e-06,5.112003688935029602e+10,4.938807000000000000e+10,3.506852746726681236e+00
8.746631999999999438e-06,5.112215663710648346e+10,4.939064000000000000e+10,3.505758656106670035e+00
8.746776999999999417e-06,5.112342150716676331e+10,4.939217000000000000e+10,3.505113274364668463e+00
8.746923000000000482e-06,5.112469510046884918e+10,4.939372000000000000e+10,3.504443683263477993e+00
8.747096999999999780e-06,5.112621294454118347e+10,4.939560000000000000e+10,3.503577129422830172e+00
8.747306999999999224e-06,5.112804482531813812e+10,4.939783000000000000e+10,3.502613020284774059e+00
8.747557999999999164e-06,5.113023435900869751e+10,4.940050000000000000e+10,3.501451116909135575e+00
8.747858999999999214e-06,5.113286005478900146e+10,4.940371000000000000e+10,3.500040897311155863e+00
8.748220999999999466e-06,5.113601786831880951e+10,4.940759000000000000e+10,3.498304346192172787e+00
8.748655999999999404e-06,5.113981247849965668e+10,4.941223000000000000e+10,3.496264949992454518e+00
8.748916000000000651e-06,5.114208052136637878e+10,4.941498000000000000e+10,3.495095052889586551e+00
8.749176999999999597e-06,5.114435728747487640e+10,4.941777000000000000e+10,3.493859167410581890e+00
8.749488999999999739e-06,5.114707893891492462e+10,4.942113000000000000e+10,3.492329978927889211e+00
8.749864999999999954e-06,5.115035887782986450e+10,4.942512000000000000e+10,3.490611409400451670e+00
8.750090000000000447e-06,5.115232160723375702e+10,4.942750000000000000e+10,3.489599124442379630e+00
8.750314999999999247e-06,5.115428433663762665e+10,4.942991000000000000e+10,3.488524127674168973e+00
8.750584999999999500e-06,5.115663961192229462e+10,4.943283000000000000e+10,3.487175652137040061e+00
8.750909000000000820e-06,5.115946594226390076e+10,4.943628000000000000e+10,3.485670730613024570e+00
8.751103999999999215e-06,5.116116697441391754e+10,4.943834000000000000e+10,3.484799397418921529e+00
8.751297999999999911e-06,5.116285928332216644e+10,4.944042000000000000e+10,3.483868630812938960e+00
8.751532000000000018e-06,5.116490052190220642e+10,4.944294000000000000e+10,3.482722754557488809e+00
8.751811999999999276e-06,5.116734302960481262e+10,4.944593000000000000e+10,3.481404899462529290e+00
8.752148000000000081e-06,5.117027403884795380e+10,4.944950000000000000e+10,3.479861351172314876e+00
8.752551000000000829e-06,5.117378950529135895e+10,4.945383000000000000e+10,3.477909608399104791e+00
8.752792999999999462e-06,5.117590052980574799e+10,4.945644000000000000e+10,3.476717147060621294e+00
8.753034999999999790e-06,5.117801155432015228e+10,4.945901000000000000e+10,3.475608497461134316e+00
8.753324999999999748e-06,5.118054129444071198e+10,4.946210000000000000e+10,3.474258663584263385e+00
8.753673999999999429e-06,5.118358570582717896e+10,4.946586000000000000e+10,3.472547946861085588e+00
8.753882999999999481e-06,5.118540886336235046e+10,4.946811000000000000e+10,3.471527138114535838e+00
8.754091999999999532e-06,5.118723202089751434e+10,4.947032000000000000e+10,3.470590084918622420e+00
8.754342999999999473e-06,5.118942155458806610e+10,4.947300000000000000e+10,3.469410697932338916e+00
8.754643999999999523e-06,5.119204725036837769e+10,4.947626000000000000e+10,3.467900060288262587e+00
8.755005000000000382e-06,5.119519634065639496e+10,4.948014000000000000e+10,3.466150945927790161e+00
8.755222000000000655e-06,5.119708928412592316e+10,4.948243000000000000e+10,3.465188116521204176e+00
8.755438999999999233e-06,5.119898222759543610e+10,4.948474000000000000e+10,3.464183559609358642e+00
8.755699000000000481e-06,5.120125027046215820e+10,4.948756000000000000e+10,3.462870811295117868e+00
