time,subcycling_plastic_strain,trapezoid_plastic_strain,relative_difference_percent
8.632146000000000751e-06,1.057008740509259571e-05,1.012401999999999967e-05,4.406030461146817956e+00
8.632361999999999937e-06,1.057066315509259228e-05,1.012505000000000058e-05,4.401095847354745239e+00
8.632578000000000817e-06,1.057123890509259562e-05,1.012570000000000031e-05,4.400080044763278408e+00
8.632838000000000371e-06,1.057193193750000066e-05,1.012631000000000063e-05,4.400634954884849570e+00
8.633148999999999427e-06,1.057276091087962814e-05,1.012701999999999948e-05,4.401501240045232244e+00
8.633334999999999902e-06,1.057325669560185268e-05,1.012791000000000075e-05,4.397222088287237263e+00
8.633521999999999770e-06,1.057375514583333273e-05,1.012846999999999927e-05,4.396371276543579398e+00
8.633745999999999177e-06,1.057435221990740557e-05,1.012900000000000077e-05,4.396803434765572227e+00
8.634015000000000038e-06,1.057506924189814916e-05,1.012960999999999940e-05,4.397595187753030821e+00
8.634176000000000459e-06,1.057549838888889108e-05,1.013038000000000075e-05,4.393896269329386151e+00
8.634336999999999186e-06,1.057592753587962791e-05,1.013086000000000044e-05,4.393186125162399591e+00
8.634530000000000490e-06,1.057644197916666813e-05,1.013132000000000043e-05,4.393524034051512039e+00
8.634762999999999510e-06,1.057706304282407274e-05,1.013185999999999925e-05,4.394089958053837286e+00
8.635040999999999984e-06,1.057780405439814811e-05,1.013251999999999968e-05,4.394603261559300478e+00
8.635375999999999702e-06,1.057869699999999932e-05,1.013333000000000044e-05,4.395070524694240532e+00
8.635776999999999971e-06,1.057976586921296322e-05,1.013428000000000083e-05,4.395831467188219932e+00
8.636258000000000755e-06,1.058104797916666949e-05,1.013539999999999956e-05,4.396945154277777768e+00
8.636403000000000734e-06,1.058143447800926225e-05,1.013679000000000023e-05,4.386442631338540288e+00
8.636546999999999627e-06,1.058181831134259104e-05,1.013721000000000081e-05,4.385904122954839224e+00
8.636721000000000618e-06,1.058228210995370541e-05,1.013762000000000070e-05,4.386257424856176534e+00
8.636928000000000191e-06,1.058283387037037190e-05,1.013810000000000039e-05,4.386757581503156089e+00
8.637178000000000740e-06,1.058350024768518795e-05,1.013868999999999932e-05,4.387255628539669772e+00
8.637477999999999703e-06,1.058429990046296247e-05,1.013941999999999956e-05,4.387626712997025002e+00
8.637837000000000084e-06,1.058525681828703740e-05,1.014026999999999973e-05,4.388313312042358305e+00
8.638268000000000758e-06,1.058640565277778011e-05,1.014127999999999923e-05,4.389245270594845039e+00
8.638526999999999225e-06,1.058709601967592455e-05,1.014251999999999958e-05,4.383289554035140867e+00
8.638785999999999387e-06,1.058778638657407239e-05,1.014326999999999953e-05,4.382377542686657357e+00
8.639096000000000744e-06,1.058861269444444605e-05,1.014399999999999978e-05,4.383011577725219432e+00
8.639468999999999393e-06,1.058960692939814725e-05,1.014486000000000065e-05,4.383963203022481991e+00
8.639693000000000494e-06,1.059020400347222348e-05,1.014595000000000067e-05,4.378633873340818994e+00
8.639916000000000509e-06,1.059079841203703911e-05,1.014660000000000040e-05,4.377805491859724007e+00
8.640184000000000284e-06,1.059151276851851872e-05,1.014721000000000072e-05,4.378570745244436679e+00
8.640505999999999431e-06,1.059237106249999917e-05,1.014796999999999967e-05,4.379211433419683885e+00
8.640700000000000127e-06,1.059288817129629659e-05,1.014892000000000006e-05,4.374536121048313575e+00
8.640892999999999738e-06,1.059340261458333342e-05,1.014946999999999957e-05,4.373948734104676106e+00
8.641124999999999365e-06,1.059402101273148083e-05,1.014999000000000038e-05,4.374694090649157374e+00
8.641402999999999839e-06,1.059476202430555620e-05,1.015065000000000081e-05,4.375207738475421770e+00
8.641570000000000002e-06,1.059520716435185150e-05,1.015147999999999958e-05,4.371058844147374778e+00
8.641736000000000773e-06,1.059564963888889130e-05,1.015195999999999928e-05,4.370482536267795481e+00
8.641937000000000604e-06,1.059618540625000101e-05,1.015241000000000026e-05,4.371133615072684719e+00
8.642177000000000452e-06,1.059682512847222300e-05,1.015297000000000047e-05,4.371677730479086144e+00
8.642464999999999932e-06,1.059759279513888904e-05,1.015367999999999932e-05,4.371939977809915057e+00
8.642638999999999229e-06,1.059805659374999833e-05,1.015450999999999978e-05,4.367976335145649536e+00
8.642812000000000828e-06,1.059851772685185380e-05,1.015498999999999948e-05,4.367584082818932956e+00
8.643019000000000401e-06,1.059906948726852029e-05,1.015546999999999918e-05,4.368084266592497933e+00
8.643267999999999863e-06,1.059973319907407406e-05,1.015607000000000049e-05,4.368453536398169135e+00
8.643566999999999434e-06,1.060053018634259137e-05,1.015680000000000074e-05,4.368799093637667497e+00
8.643747000000000168e-06,1.060100997800925913e-05,1.015762999999999951e-05,4.364994373778722014e+00
8.643925999999999815e-06,1.060148710416666630e-05,1.015813999999999961e-05,4.364451604000995744e+00
8.644142000000000695e-06,1.060206285416666795e-05,1.015866000000000041e-05,4.364776989944220809e+00
8.644399999999999770e-06,1.060275055555555519e-05,1.015929000000000044e-05,4.365074287234193662e+00
8.644709999999999433e-06,1.060357686342592547e-05,1.016000999999999999e-05,4.365811287842487509e+00
8.645082000000000385e-06,1.060456843287037116e-05,1.016087999999999986e-05,4.366633922163939197e+00
8.645305000000000399e-06,1.060516284143518679e-05,1.016196999999999988e-05,4.361288622532707215e+00
8.645528000000000414e-06,1.060575725000000073e-05,1.016261000000000060e-05,4.360565346894155425e+00
8.645796000000000188e-06,1.060647160648148204e-05,1.016321999999999923e-05,4.361330429543814446e+00
8.645957000000000609e-06,1.060690075347222396e-05,1.016397999999999988e-05,4.357749163932083114e+00
8.646117999999999336e-06,1.060732990046296079e-05,1.016445999999999958e-05,4.357043074230812607e+00
8.646311000000000640e-06,1.060784434375000270e-05,1.016493000000000027e-05,4.357278837630976120e+00
8.646541999999999181e-06,1.060846007638888613e-05,1.016547000000000078e-05,4.357792373484800308e+00
8.646819999999999656e-06,1.060920108796296150e-05,1.016612000000000051e-05,4.358408989496100894e+00
8.647153000000000589e-06,1.061008870254629830e-05,1.016692000000000057e-05,4.358927802582273081e+00
8.647552999999999772e-06,1.061115490624999992e-05,1.016789000000000066e-05,4.359458120121276536e+00
8.647792999999999621e-06,1.061179462847222191e-05,1.016900000000000039e-05,4.354357640596139944e+00
8.648032999999999469e-06,1.061243435069444389e-05,1.016968000000000052e-05,4.353670427136776766e+00
8.648321000000000643e-06,1.061320201736111333e-05,1.017040000000000007e-05,4.353830895157646097e+00
8.648492999999999461e-06,1.061366048495370313e-05,1.017121999999999983e-05,4.349925426386444194e+00
8.648665999999999366e-06,1.061412161805555352e-05,1.017169000000000052e-05,4.349637258464944978e+00
8.648873000000000634e-06,1.061467337847222339e-05,1.017217999999999923e-05,4.350034884088014309e+00
8.649122000000000095e-06,1.061533709027777885e-05,1.017278999999999955e-05,4.350302033933457047e+00
8.649420999999999667e-06,1.061613407754629616e-05,1.017351000000000079e-05,4.350750896655091182e+00
8.649779000000000655e-06,1.061708832986111389e-05,1.017433000000000055e-05,4.351719767897377800e+00
8.649994000000000449e-06,1.061766141435185326e-05,1.017532000000000035e-05,4.347199049777823454e+00
8.650209000000000243e-06,1.061823449884259262e-05,1.017595999999999938e-05,4.346268055717526835e+00
8.650466999999999318e-06,1.061892220023147986e-05,1.017658000000000040e-05,4.346668529422256455e+00
8.650775999999999589e-06,1.061974584259259124e-05,1.017728000000000025e-05,4.347584448817277014e+00
8.650962000000000064e-06,1.062024162731481578e-05,1.017816000000000082e-05,4.343433659078015374e+00
8.651148000000000540e-06,1.062073741203703862e-05,1.017871999999999934e-05,4.342563819783227252e+00
8.651371000000000554e-06,1.062133182060185426e-05,1.017925000000000084e-05,4.342970460513823738e+00
8.651637999999999242e-06,1.062204351157407158e-05,1.017985999999999947e-05,4.343709162739685326e+00
8.651959000000000692e-06,1.062289914004629821e-05,1.018062000000000012e-05,4.344324216465186517e+00
8.652344000000000519e-06,1.062392536111111297e-05,1.018155999999999980e-05,4.344769967579753533e+00
8.652575000000000755e-06,1.062454109375000148e-05,1.018264999999999982e-05,4.339647279932057344e+00
8.652805999999999296e-06,1.062515682638888661e-05,1.018327999999999985e-05,4.339238697049347948e+00
8.653083000000000378e-06,1.062589517245370477e-05,1.018394000000000028e-05,4.339726789962475628e+00
8.653415999999999617e-06,1.062678278703703649e-05,1.018476000000000005e-05,4.340041267904560129e+00
8.653616000000000056e-06,1.062731588888888899e-05,1.018569999999999973e-05,4.335645943714121486e+00
8.653814999999999408e-06,1.062784632523148090e-05,1.018624000000000024e-05,4.335322211448784380e+00
8.654054999999999257e-06,1.062848604745370120e-05,1.018680999999999946e-05,4.335764066019703655e+00
8.654341999999999344e-06,1.062925104861111004e-05,1.018753000000000070e-05,4.335899365313371057e+00
8.654514999999999249e-06,1.062971218171296043e-05,1.018833999999999976e-05,4.332130471823286477e+00
8.654686999999999762e-06,1.063017064930555531e-05,1.018881000000000046e-05,4.331817447823198108e+00
8.654893999999999335e-06,1.063072240972222010e-05,1.018929999999999916e-05,4.332215262306743142e+00
8.655143000000000490e-06,1.063138612152777895e-05,1.018990000000000047e-05,4.332585418186424064e+00
8.655441000000000670e-06,1.063218044328703906e-05,1.019060999999999932e-05,4.333111004022720536e+00
8.655798000000000571e-06,1.063313203009259450e-05,1.019143999999999978e-05,4.333951140296118609e+00
8.656013000000000365e-06,1.063370511458333387e-05,1.019245999999999999e-05,4.329132658684301305e+00
8.656228000000000159e-06,1.063427819907407493e-05,1.019309000000000001e-05,4.328306716354656913e+00
8.656484999999999842e-06,1.063496323495370327e-05,1.019370000000000034e-05,4.328783807191725508e+00
8.656794000000000113e-06,1.063578687731481465e-05,1.019440999999999918e-05,4.329597076386132670e+00
8.656980000000000588e-06,1.063628266203703919e-05,1.019530000000000046e-05,4.325352486312699973e+00
8.657164999999999977e-06,1.063677578124999974e-05,1.019583999999999927e-05,4.324663600546895026e+00
8.657387000000000600e-06,1.063736752430555648e-05,1.019637000000000077e-05,4.325044347209406226e+00
8.657653999999999288e-06,1.063807921527777550e-05,1.019697999999999940e-05,4.325782881576468064e+00
8.657975000000000737e-06,1.063893484375000213e-05,1.019774000000000005e-05,4.326398238727424683e+00
8.658358999999999478e-06,1.063995839930555460e-05,1.019867999999999974e-05,4.326818757972157314e+00
8.658589999999999714e-06,1.064057413194444311e-05,1.019976000000000075e-05,4.321808865546270972e+00
8.658820999999999949e-06,1.064118986458333332e-05,1.020039999999999978e-05,4.321299797883745519e+00
8.659096999999999945e-06,1.064192554513888920e-05,1.020106999999999922e-05,4.321659837045427999e+00
8.659429999999999184e-06,1.064281315972222091e-05,1.020187999999999998e-05,4.322077496718456757e+00
8.659629000000000230e-06,1.064334359606481621e-05,1.020279999999999996e-05,4.317869565852670455e+00
8.659827999999999582e-06,1.064387403240740643e-05,1.020336000000000017e-05,4.317342840078231880e+00
8.660067000000000039e-06,1.064451108912037121e-05,1.020394000000000009e-05,4.317656602453279646e+00
8.660354000000000126e-06,1.064527609027777836e-05,1.020463999999999993e-05,4.317997403904286990e+00
8.660527000000000031e-06,1.064573722337963045e-05,1.020542999999999929e-05,4.314440678929072348e+00
8.660699000000000544e-06,1.064619569097222363e-05,1.020591999999999969e-05,4.313924574876384810e+00
8.660905000000000724e-06,1.064674478587963122e-05,1.020642000000000078e-05,4.314194260863557950e+00
8.661153000000000794e-06,1.064740583217592778e-05,1.020702000000000040e-05,4.314538740748301571e+00
8.661450999999999279e-06,1.064820015393518281e-05,1.020770999999999955e-05,4.315269085183486730e+00
8.661807999999999181e-06,1.064915174074073825e-05,1.020855000000000071e-05,4.316007079759001108e+00
8.662021999999999582e-06,1.064972215972222041e-05,1.020957999999999992e-05,4.311070188217541954e+00
8.662235999999999984e-06,1.065029257870370427e-05,1.021019999999999925e-05,4.310322801744383980e+00
8.662494000000000753e-06,1.065098028009259489e-05,1.021078999999999986e-05,4.311030587178808382e+00
8.662801999999999937e-06,1.065180125694444399e-05,1.021150999999999941e-05,4.311715475423757660e+00
8.663172000000000410e-06,1.065278749537037188e-05,1.021242000000000039e-05,4.312077797136931956e+00
8.663393999999999338e-06,1.065337923842592353e-05,1.021348000000000000e-05,4.307045575317360431e+00
8.663616999999999353e-06,1.065397364699073917e-05,1.021407999999999962e-05,4.306737826517313295e+00
8.663883000000000342e-06,1.065468267245370437e-05,1.021470999999999965e-05,4.307245848914993402e+00
8.664203000000000705e-06,1.065553563541666871e-05,1.021550000000000070e-05,4.307529102018188283e+00
8.664394999999999229e-06,1.065604741319444325e-05,1.021640999999999999e-05,4.303247551678557770e+00
8.664586999999999447e-06,1.065655919097222118e-05,1.021693000000000079e-05,4.302948057510625368e+00
8.664817000000000290e-06,1.065717225810185249e-05,1.021746999999999960e-05,4.303435763470339737e+00
8.665093000000000285e-06,1.065790793865740837e-05,1.021814999999999974e-05,4.303694295517375146e+00
8.665425000000000132e-06,1.065879288773148119e-05,1.021894999999999980e-05,4.304188666462614776e+00
8.665823000000000531e-06,1.065985376041666840e-05,1.021986000000000078e-05,4.305281681125451954e+00
8.666061999999999293e-06,1.066049081712962810e-05,1.022099999999999921e-05,4.299880805494852964e+00
8.666300999999999749e-06,1.066112787384259288e-05,1.022170999999999975e-05,4.298868524372077893e+00
8.666443999999999249e-06,1.066150904166666447e-05,1.022237999999999919e-05,4.295761277380270471e+00
8.666587000000000444e-06,1.066189020949074283e-05,1.022276999999999936e-05,4.295510996439746876e+00
8.666758999999999263e-06,1.066234867708333093e-05,1.022317000000000024e-05,4.295914839363237370e+00
8.666964999999999443e-06,1.066289777199073852e-05,1.022368000000000034e-05,4.296082936777541050e+00
8.667212999999999513e-06,1.066355881828703508e-05,1.022426999999999927e-05,4.296529906653832498e+00
8.667510000000000299e-06,1.066435047453703799e-05,1.022496000000000010e-05,4.297234165581458321e+00
8.667867000000000201e-06,1.066530206134259343e-05,1.022579999999999957e-05,4.297972396708265919e+00
8.668293999999999918e-06,1.066644023379629546e-05,1.022683999999999948e-05,4.298495271230370562e+00
8.668550999999999600e-06,1.066712526967592550e-05,1.022806000000000012e-05,4.292752190307109750e+00
8.668807999999999283e-06,1.066781030555555384e-05,1.022875999999999996e-05,4.292312123420178871e+00
8.669116000000000162e-06,1.066863128240740801e-05,1.022949999999999921e-05,4.292793219682377703e+00
8.669484999999999548e-06,1.066961485532407362e-05,1.023041000000000019e-05,4.293130532638216756e+00
8.669707000000000170e-06,1.067020659837963036e-05,1.023145000000000010e-05,4.288312979877048292e+00
8.669929000000000792e-06,1.067079834143518709e-05,1.023204999999999972e-05,4.287980819436841173e+00
8.670195000000000088e-06,1.067150736689814890e-05,1.023269999999999945e-05,4.288285270731571508e+00
8.670513999999999365e-06,1.067235766435185096e-05,1.023349000000000051e-05,4.288543442675474715e+00
8.670705999999999582e-06,1.067286944212962889e-05,1.023436999999999939e-05,4.284576794952982048e+00
8.670897999999999800e-06,1.067338121990740682e-05,1.023489999999999920e-05,4.284176884067334434e+00
8.671126999999999557e-06,1.067399162152777754e-05,1.023545999999999941e-05,4.284434910866518287e+00
8.671402999999999552e-06,1.067472730208333172e-05,1.023613999999999954e-05,4.284694250795047843e+00
8.671569000000000323e-06,1.067516977662037152e-05,1.023690999999999920e-05,4.281172508309366798e+00
8.671734000000000007e-06,1.067560958564814903e-05,1.023736000000000019e-05,4.280884775451374580e+00
8.671932999999999359e-06,1.067614002199073925e-05,1.023783999999999988e-05,4.281176712966205500e+00
8.672171000000000423e-06,1.067677441319444513e-05,1.023841999999999980e-05,4.281465433088751382e+00
8.672458000000000510e-06,1.067753941435185397e-05,1.023909999999999993e-05,4.282011254425233560e+00
8.672801000000000449e-06,1.067845368402777975e-05,1.023988999999999930e-05,4.282894484489388809e+00
8.673007000000000630e-06,1.067900277893518734e-05,1.024088000000000079e-05,4.278175107365641772e+00
8.673213000000000810e-06,1.067955187384259493e-05,1.024148000000000041e-05,4.277427421062136581e+00
8.673459999999999793e-06,1.068021025462962920e-05,1.024206000000000033e-05,4.277950477048843680e+00
8.673757000000000580e-06,1.068100191087963211e-05,1.024274999999999947e-05,4.278654764390741327e+00
8.674112000000000003e-06,1.068194816666666636e-05,1.024361000000000034e-05,4.279137595697863894e+00
8.674540000000000806e-06,1.068308900462963238e-05,1.024463999999999955e-05,4.279789281318160832e+00
8.674795999999999403e-06,1.068377137499999844e-05,1.024582000000000078e-05,4.274439478733743414e+00
8.675051999999999693e-06,1.068445374537036957e-05,1.024654999999999933e-05,4.273670116969811694e+00
8.675360000000000572e-06,1.068527472222222375e-05,1.024732000000000068e-05,4.273846451776884159e+00
8.675544000000000568e-06,1.068576517592592710e-05,1.024819999999999956e-05,4.269678342791197956e+00
8.675728999999999958e-06,1.068625829513888935e-05,1.024868999999999996e-05,4.269504640484679925e+00
8.675949999999999494e-06,1.068684737268518380e-05,1.024921000000000076e-05,4.269962003756220703e+00
8.676216000000000483e-06,1.068755639814814901e-05,1.024986999999999949e-05,4.270165359640166081e+00
8.676534000000000367e-06,1.068840403009259386e-05,1.025064000000000084e-05,4.270601934050878512e+00
8.676726000000000585e-06,1.068891580787037179e-05,1.025150000000000002e-05,4.266846879679770943e+00
8.676916999999999717e-06,1.068942492013888743e-05,1.025204999999999953e-05,4.266219147769352737e+00
8.677147000000000560e-06,1.069003798726852043e-05,1.025262999999999945e-05,4.266300327511292068e+00
8.677421999999999469e-06,1.069077100231481403e-05,1.025328999999999988e-05,4.266737820882996246e+00
8.677752999999999923e-06,1.069165328587962964e-05,1.025403999999999983e-05,4.267715806449261073e+00
8.677950999999999883e-06,1.069218105671296265e-05,1.025497999999999952e-05,4.263304820808652806e+00
8.678148999999999843e-06,1.069270882754629566e-05,1.025557000000000013e-05,4.262452770019565129e+00
8.678386999999999213e-06,1.069334321874999816e-05,1.025613999999999935e-05,4.262843708744214588e+00
8.678672999999999908e-06,1.069410555439814810e-05,1.025679000000000078e-05,4.263668793044874228e+00
8.678843999999999334e-06,1.069456135648147900e-05,1.025759999999999984e-05,4.259879079721174300e+00
8.679015999999999847e-06,1.069501982407407388e-05,1.025810999999999994e-05,4.259164934613432152e+00
8.679221000000000635e-06,1.069556625347222427e-05,1.025860999999999935e-05,4.259409934408511234e+00
8.679439999999999692e-06,1.069614999999999923e-05,1.025911538461538517e-05,4.259963934512259520e+00
8.679467999999999618e-06,1.069622500964506022e-05,1.025918000000000026e-05,4.260038420663834202e+00
8.679763999999999318e-06,1.069701796874999875e-05,1.025986999999999940e-05,4.260755435985050354e+00
8.680119999999999828e-06,1.069797166280864183e-05,1.026073999999999927e-05,4.261209842649190449e+00
8.680333000000000837e-06,1.069854227189429215e-05,1.026175999999999948e-05,4.256407009073421399e+00
8.680546000000000152e-06,1.069911288097993909e-05,1.026233999999999939e-05,4.256074939827950487e+00
8.680802000000000443e-06,1.069979868344907571e-05,1.026294000000000071e-05,4.256662159664530876e+00
8.681109000000000235e-06,1.070062111062885866e-05,1.026369000000000066e-05,4.257056776158067990e+00
8.681477000000000229e-06,1.070160695167824096e-05,1.026458000000000024e-05,4.257621370560126906e+00
8.681697999999999764e-06,1.070219899209104794e-05,1.026558999999999974e-05,4.253131014301644974e+00
8.681918999999999300e-06,1.070279103250385661e-05,1.026621999999999977e-05,4.252500263036023576e+00
8.682185000000000290e-06,1.070350362413194455e-05,1.026688999999999921e-05,4.252637596506296802e+00
8.682344000000000232e-06,1.070392957175925909e-05,1.026764999999999986e-05,4.249069375750626598e+00
8.682503000000000174e-06,1.070435551938657531e-05,1.026807000000000044e-05,4.248953497459355688e+00
8.682693999999999306e-06,1.070486719232252832e-05,1.026851999999999973e-05,4.249367896469292027e+00
8.682923000000000756e-06,1.070548066406250212e-05,1.026907999999999994e-05,4.249656873473594665e+00
8.683197999999999665e-06,1.070621736593364151e-05,1.026974999999999938e-05,4.250029123723967572e+00
8.683528000000000728e-06,1.070710140817901488e-05,1.027051000000000003e-05,4.250922380475895324e+00
8.683924000000000647e-06,1.070816225887345817e-05,1.027144000000000071e-05,4.251811419561983385e+00
8.684162000000000017e-06,1.070879984085648173e-05,1.027260999999999955e-05,4.246144269630426571e+00
8.684398999999999995e-06,1.070943474392361049e-05,1.027328999999999969e-05,4.245424240176329356e+00
8.684683999999999603e-06,1.071019823495370289e-05,1.027391999999999971e-05,4.246463228774442378e+00
8.684856000000000116e-06,1.071065900848765483e-05,1.027473000000000047e-05,4.242729575255547836e+00
8.685026999999999542e-06,1.071111710310570858e-05,1.027526000000000028e-05,4.241810943038990978e+00
8.685232000000000331e-06,1.071166628086419886e-05,1.027575000000000068e-05,4.242184569147732454e+00
8.685477999999999921e-06,1.071232529417438246e-05,1.027630999999999919e-05,4.242916904748721407e+00
8.685773999999999622e-06,1.071311825327931929e-05,1.027700000000000003e-05,4.243633874470363665e+00
8.685951000000000484e-06,1.071359242139274858e-05,1.027788000000000060e-05,4.239321935970725264e+00
8.686129000000000739e-06,1.071406926842206927e-05,1.027839000000000071e-05,4.238789036240778074e+00
8.686341000000000662e-06,1.071463719859182311e-05,1.027887000000000040e-05,4.239446540250267681e+00
8.686596999999999258e-06,1.071532300106095464e-05,1.027945999999999932e-05,4.240135192519406182e+00
8.686902999999999658e-06,1.071614274932484449e-05,1.028021999999999997e-05,4.240402922552673814e+00
8.687270999999999652e-06,1.071712859037422679e-05,1.028110000000000055e-05,4.241069441735088930e+00
8.687491999999999188e-06,1.071772063078703546e-05,1.028211000000000005e-05,4.236587925892987272e+00
8.687713000000000417e-06,1.071831267119984583e-05,1.028274000000000008e-05,4.235959201534276630e+00
8.687976999999999235e-06,1.071901990499613910e-05,1.028340999999999952e-05,4.236045290386551088e+00
8.688135999999999177e-06,1.071944585262345364e-05,1.028417000000000017e-05,4.232484027621611133e+00
8.688295000000000813e-06,1.071987180025077325e-05,1.028459000000000075e-05,4.232369012773212091e+00
8.688485999999999944e-06,1.072038347318672796e-05,1.028504000000000004e-05,4.232783471787449514e+00
8.688714999999999701e-06,1.072099694492669667e-05,1.028560000000000025e-05,4.233072887597188583e+00
8.688988999999999217e-06,1.072173096788194296e-05,1.028626000000000068e-05,4.233520909270641397e+00
8.689319000000000280e-06,1.072261501012731463e-05,1.028701999999999964e-05,4.234413952022208605e+00
8.689714000000000807e-06,1.072367318190586652e-05,1.028795000000000032e-05,4.235277017344234451e+00
8.689951000000000785e-06,1.072430808497299528e-05,1.028912999999999986e-05,4.229493504047431074e+00
8.690189000000000155e-06,1.072494566695601884e-05,1.028979999999999930e-05,4.228903058912900192e+00
8.690473000000000371e-06,1.072570647907021645e-05,1.029042999999999932e-05,4.229915358932688996e+00
8.690643999999999797e-06,1.072616457368827020e-05,1.029125000000000078e-05,4.226061690156875272e+00
8.690814999999999223e-06,1.072662266830632565e-05,1.029176999999999989e-05,4.225246661228591272e+00
8.691020000000000012e-06,1.072717184606481424e-05,1.029226000000000029e-05,4.225620476599055486e+00
8.691265999999999602e-06,1.072783085937499783e-05,1.029280999999999980e-05,4.226453800031264585e+00
8.691560999999999910e-06,1.072862113956404326e-05,1.029350999999999964e-05,4.227043443529404421e+00
8.691914999999999941e-06,1.072956947579089506e-05,1.029439000000000021e-05,4.227345921330888601e+00
8.692127999999999256e-06,1.073014008487654030e-05,1.029539999999999972e-05,4.222663372734819731e+00
8.692339999999999179e-06,1.073070801504629414e-05,1.029597000000000063e-05,4.222409496592292477e+00
8.692595000000000077e-06,1.073139113859953766e-05,1.029657000000000025e-05,4.222970742679721390e+00
8.692901000000000477e-06,1.073221088686342751e-05,1.029733999999999991e-05,4.223138080935733285e+00
8.693085000000000474e-06,1.073270380738811866e-05,1.029820999999999978e-05,4.219119705153797639e+00
8.693267999999999384e-06,1.073319404899691162e-05,1.029870000000000018e-05,4.218921310426669180e+00
8.693489000000000614e-06,1.073378608940972369e-05,1.029921999999999928e-05,4.219407774663755717e+00
8.693752999999999431e-06,1.073449332320601696e-05,1.029987999999999972e-05,4.219595987584488839e+00
8.694069999999999923e-06,1.073534253954475292e-05,1.030064000000000037e-05,4.220150782327627859e+00
8.694451000000000487e-06,1.073636320650077262e-05,1.030151000000000024e-05,4.221256946804617272e+00
8.694680000000000244e-06,1.073697667824074134e-05,1.030260000000000026e-05,4.216185023593472359e+00
8.694908000000000609e-06,1.073758747106481526e-05,1.030328000000000039e-05,4.215235061697002017e+00
8.695182000000000125e-06,1.073832149402006155e-05,1.030393000000000013e-05,4.215784598886652468e+00
8.695511000000000101e-06,1.073920285734953674e-05,1.030468000000000008e-05,4.216752556600851243e+00
8.695708000000000669e-06,1.073973060378086528e-05,1.030561999999999977e-05,4.212367657461322246e+00
8.695906000000000629e-06,1.074026102912808693e-05,1.030621999999999939e-05,4.211447350513452648e+00
8.696143000000000606e-06,1.074089593219521739e-05,1.030677999999999960e-05,4.211945265109159564e+00
8.696427000000000822e-06,1.074165674430941500e-05,1.030742000000000032e-05,4.212855829193093093e+00
8.696596999999999162e-06,1.074211216001157057e-05,1.030824000000000009e-05,4.208983880968724556e+00
8.696768000000000283e-06,1.074257025462962940e-05,1.030875000000000019e-05,4.208272143854776104e+00
8.696972999999999377e-06,1.074311943238811460e-05,1.030924000000000059e-05,4.208646150328385183e+00
8.697217999999999575e-06,1.074377576678240510e-05,1.030980000000000080e-05,4.209351944580925320e+00
8.697512999999999883e-06,1.074456604697145052e-05,1.031050000000000064e-05,4.209941777522427486e+00
8.697866000000000522e-06,1.074551170428240753e-05,1.031135999999999982e-05,4.210421363257686345e+00
8.698078999999999837e-06,1.074608231336805447e-05,1.031236999999999932e-05,4.205748177849080172e+00
8.698290999999999760e-06,1.074665024353780831e-05,1.031295999999999994e-05,4.205293567877780525e+00
8.698544999999999571e-06,1.074733068817515195e-05,1.031355999999999956e-05,4.205828910435896795e+00
8.698850999999999971e-06,1.074815043643904349e-05,1.031430999999999951e-05,4.206199313759659830e+00
8.699216999999999486e-06,1.074913091965663451e-05,1.031517999999999938e-05,4.206915629747955521e+00
8.699656999999999773e-06,1.075030964265046227e-05,1.031619000000000058e-05,4.208139270898089812e+00
8.699921000000000284e-06,1.075101687644675893e-05,1.031747000000000034e-05,4.202065782083772127e+00
8.700185000000000795e-06,1.075172411024305728e-05,1.031825999999999970e-05,4.200941924733991861e+00
8.700344000000000738e-06,1.075215005787037182e-05,1.031897999999999924e-05,4.197799180445863421e+00
8.700501999999999593e-06,1.075257332658178817e-05,1.031941000000000053e-05,4.197559032752721464e+00
8.700691999999999332e-06,1.075308232060184977e-05,1.031987999999999952e-05,4.197745716053386644e+00
8.700919999999999697e-06,1.075369311342592539e-05,1.032043999999999974e-05,4.198010098657864120e+00
8.701193999999999213e-06,1.075442713638116999e-05,1.032108999999999947e-05,4.198559806969715424e+00
8.701521999999999797e-06,1.075530582079475207e-05,1.032183999999999942e-05,4.199501453178432264e+00
8.701719000000000364e-06,1.075583356722608062e-05,1.032280000000000051e-05,4.194923540377417659e+00
8.701915999999999238e-06,1.075636131365740408e-05,1.032338000000000042e-05,4.194181689111546874e+00
8.702152999999999215e-06,1.075699621672453454e-05,1.032392999999999993e-05,4.194780638037400422e+00
8.702436999999999432e-06,1.075775702883873215e-05,1.032457999999999967e-05,4.195589833569331795e+00
8.702776999999999499e-06,1.075866786024305345e-05,1.032541000000000013e-05,4.196035414022817100e+00
8.703185999999999990e-06,1.075976353684413584e-05,1.032639999999999993e-05,4.196656500272466062e+00
8.703431000000000188e-06,1.076041987123842634e-05,1.032754000000000006e-05,4.191509994039493314e+00
8.703676000000000386e-06,1.076107620563271683e-05,1.032822999999999920e-05,4.190904013879606538e+00
8.703969999999999608e-06,1.076186380690586238e-05,1.032895999999999944e-05,4.191165489128266586e+00
8.704147000000000471e-06,1.076233797501928998e-05,1.032980999999999961e-05,4.187182291051726679e+00
8.704323000000000247e-06,1.076280946421682108e-05,1.033028999999999931e-05,4.186905345511323873e+00
